report_date,holding_identifier,holding_name,kept_sector,kept_sector_etf,kept_pct_value,excluded_sector,excluded_sector_etf,excluded_pct_value,dominance_ratio,resolution
2022-03-31,78409V104,S&P Global Inc,Financials,XLF,3.409739903594,Industrials,XLI,5.074486e-06,671937.9861515037,RESIDUAL_IMPLEMENTATION_CROSSHOLDING_EXCLUDED
2022-06-30,78409V104,S&P Global Inc,Financials,XLF,3.37402544229,Industrials,XLI,5.272548e-06,639923.134372603,RESIDUAL_IMPLEMENTATION_CROSSHOLDING_EXCLUDED
2022-09-30,78409V104,S&P Global Inc,Financials,XLF,3.128643962657,Industrials,XLI,5.472942e-06,571656.6999352451,RESIDUAL_IMPLEMENTATION_CROSSHOLDING_EXCLUDED
2023-03-31,36266G107,GE HealthCare Technologies Inc,Health Care,XLV,0.609902490228,Industrials,XLI,1.97529e-07,3087660.4965751865,RESIDUAL_IMPLEMENTATION_CROSSHOLDING_EXCLUDED
2023-06-30,36266G107,GE HealthCare Technologies Inc,Health Care,XLV,0.635731714559,Industrials,XLI,1.82034e-07,3492378.9762297156,RESIDUAL_IMPLEMENTATION_CROSSHOLDING_EXCLUDED
