announcement_date,effective_date,index_name,action,company_name,ticker,gics_sector,source_type,source_url,notes
2022-10-06,2022-10-12,S&P 500,Deletion,Nielsen Holdings,NLSN,Industrials,S&P DJI Press Release,https://press.spglobal.com/2022-10-06-Targa-Resources-Set-to-Join-S-P-500-Lantheus-Holdings-to-Join-S-P-MidCap-400-Payoneer-Global-to-Join-S-P-SmallCap-600,"Removed following acquisition"
2022-10-27,2022-11-01,S&P 500,Addition,Arch Capital Group,ACGL,Financials,S&P DJI Press Release,https://press.spglobal.com/2022-10-27-Arch-Capital-Group-Set-to-Join-S-P-500-RXO-to-Join-S-P-MidCap-400-Bread-Financial-Holdings-to-Join-S-P-SmallCap-600,"Replaced Twitter"
2022-10-27,2022-11-01,S&P 500,Deletion,Twitter,TWTR,Communication Services,S&P DJI Press Release,https://press.spglobal.com/2022-10-27-Arch-Capital-Group-Set-to-Join-S-P-500-RXO-to-Join-S-P-MidCap-400-Bread-Financial-Holdings-to-Join-S-P-SmallCap-600,"Removed following acquisition"
2022-12-12,2022-12-15,S&P 500,Addition,MasterBrand,MBC,Industrials,S&P DJI Press Release,https://press.spglobal.com/2022-12-12-First-Solar-Set-to-Join-S-P-500-Fortune-Brands-Innovations-to-Join-S-P-MidCap-400-MasterBrand-to-Join-S-P-SmallCap-600,"Fortune Brands Home & Security spin-off; temporary S&P 500 membership"
2022-12-12,2022-12-19,S&P 500,Addition,First Solar,FSLR,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2022-12-12-First-Solar-Set-to-Join-S-P-500-Fortune-Brands-Innovations-to-Join-S-P-MidCap-400-MasterBrand-to-Join-S-P-SmallCap-600,"Replaced Fortune Brands Home & Security"
2022-12-12,2022-12-19,S&P 500,Deletion,MasterBrand,MBC,Industrials,S&P DJI Press Release,https://press.spglobal.com/2022-12-12-First-Solar-Set-to-Join-S-P-500-Fortune-Brands-Innovations-to-Join-S-P-MidCap-400-MasterBrand-to-Join-S-P-SmallCap-600,"Temporary S&P 500 membership ended; moved to S&P SmallCap 600"
2022-12-12,2022-12-19,S&P 500,Deletion,Fortune Brands Home & Security,FBHS,Industrials,S&P DJI Press Release,https://press.spglobal.com/2022-12-12-First-Solar-Set-to-Join-S-P-500-Fortune-Brands-Innovations-to-Join-S-P-MidCap-400-MasterBrand-to-Join-S-P-SmallCap-600,"Company renamed Fortune Brands Innovations and moved to S&P MidCap 400"
2022-12-19,2022-12-22,S&P 500,Addition,Steel Dynamics,STLD,Materials,S&P DJI Press Release,https://press.spglobal.com/2022-12-19-Steel-Dynamics-Set-to-Join-S-P-500-Super-Micro-Computer-to-Join-S-P-MidCap-400,"Replaced Abiomed"
2022-12-19,2022-12-22,S&P 500,Deletion,Abiomed,ABMD,Health Care,S&P DJI Press Release,https://press.spglobal.com/2022-12-19-Steel-Dynamics-Set-to-Join-S-P-500-Super-Micro-Computer-to-Join-S-P-MidCap-400,"Acquired by Johnson & Johnson"
2022-12-28,2023-01-04,S&P 500,Addition,GE HealthCare Technologies,GEHC,Health Care,S&P DJI Press Release,https://press.spglobal.com/2022-12-28-GE-HealthCare-Technologies-Set-to-Join-S-P-500-Vornado-Realty-Trust-to-Join-S-P-MidCap-400-RXO-to-Join-S-P-SmallCap-600,"General Electric spin-off; GE HealthCare added to S&P 500"
2022-12-28,2023-01-05,S&P 500,Deletion,Vornado Realty Trust,VNO,Real Estate,S&P DJI Press Release,https://press.spglobal.com/2022-12-28-GE-HealthCare-Technologies-Set-to-Join-S-P-500-Vornado-Realty-Trust-to-Join-S-P-MidCap-400-RXO-to-Join-S-P-SmallCap-600,"Moved to S&P MidCap 400 following GE HealthCare addition"
2020-12-30,2021-01-07,S&P 500,Addition,Enphase Energy,ENPH,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2020-12-30-Enphase-Energy-Set-to-Join-S-P-500-Capri-Holdings-Brooks-Automation-to-Join-S-P-MidCap-400-Celsius-Holdings-e-l-f-Beauty-to-Join-S-P-SmallCap-600,"Replaced Tiffany & Co following LVMH acquisition"
2020-12-30,2021-01-07,S&P 500,Deletion,Tiffany & Co,TIF,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2020-12-30-Enphase-Energy-Set-to-Join-S-P-500-Capri-Holdings-Brooks-Automation-to-Join-S-P-MidCap-400-Celsius-Holdings-e-l-f-Beauty-to-Join-S-P-SmallCap-600,"Removed following acquisition by LVMH"
2021-01-15,2021-01-21,S&P 500,Addition,Trimble,TRMB,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2021-01-15-Trimble-Set-to-Join-S-P-500-YETI-Holdings-to-Join-S-P-MidCap-400-Hilltop-Holdings-to-Join-S-P-SmallCap-600,"Replaced Concho Resources"
2021-01-15,2021-01-21,S&P 500,Deletion,Concho Resources,CXO,Energy,S&P DJI Press Release,https://press.spglobal.com/2021-01-15-Trimble-Set-to-Join-S-P-500-YETI-Holdings-to-Join-S-P-MidCap-400-Hilltop-Holdings-to-Join-S-P-SmallCap-600,"Acquired by ConocoPhillips"
2021-02-08,2021-02-12,S&P 500,Addition,Monolithic Power Systems,MPWR,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2021-02-08-Monolithic-Power-Systems-Set-to-Join-S-P-500-Iridium-Communications-to-Join-S-P-MidCap-400-Collegium-Pharmaceutical-to-Join-S-P-SmallCap-600,"Replaced TechnipFMC"
2021-02-08,2021-02-12,S&P 500,Deletion,TechnipFMC,FTI,Energy,S&P DJI Press Release,https://press.spglobal.com/2021-02-08-Monolithic-Power-Systems-Set-to-Join-S-P-500-Iridium-Communications-to-Join-S-P-MidCap-400-Collegium-Pharmaceutical-to-Join-S-P-SmallCap-600,"Removed in anticipation of Technip Energies spin-off"
2021-03-12,2021-03-22,S&P 500,Addition,NXP Semiconductors,NXPI,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,"Quarterly rebalance"
2021-03-12,2021-03-22,S&P 500,Addition,Penn National Gaming,PENN,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,"Quarterly rebalance"
2021-03-12,2021-03-22,S&P 500,Addition,Generac Holdings,GNRC,Industrials,S&P DJI Press Release,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,"Quarterly rebalance"
2021-03-12,2021-03-22,S&P 500,Addition,Caesars Entertainment,CZR,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,"Quarterly rebalance"
2021-03-12,2021-03-22,S&P 500,Deletion,Flowserve,FLS,Industrials,S&P DJI Press Release,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,"Quarterly rebalance"
2021-03-12,2021-03-22,S&P 500,Deletion,SL Green Realty,SLG,Real Estate,S&P DJI Press Release,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,"Quarterly rebalance"
2021-03-12,2021-03-22,S&P 500,Deletion,Xerox Holdings,XRX,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,"Quarterly rebalance"
2021-03-12,2021-03-22,S&P 500,Deletion,Vontier,VNT,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,"Quarterly rebalance; GICS sector preserved exactly from S&P announcement"
2021-04-15,2021-04-20,S&P 500,Addition,PTC,PTC,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2021-04-15-PTC-Set-to-Join-S-P-500-Lattice-Semiconductor-Progyny-to-Join-S-P-MidCap-400-Domtar-to-Join-S-P-SmallCap-600,"Replaced Varian Medical Systems"
2021-04-15,2021-04-20,S&P 500,Deletion,Varian Medical Systems,VAR,Health Care,S&P DJI Press Release,https://press.spglobal.com/2021-04-15-PTC-Set-to-Join-S-P-500-Lattice-Semiconductor-Progyny-to-Join-S-P-MidCap-400-Domtar-to-Join-S-P-SmallCap-600,"Acquired by Siemens Healthineers"
2021-05-10,2021-05-14,S&P 500,Addition,Charles River Laboratories Intl,CRL,Health Care,S&P DJI Press Release,https://press.spglobal.com/2021-05-10-Charles-River-Laboratories-International-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Replaced FLIR Systems"
2021-05-10,2021-05-14,S&P 500,Deletion,FLIR Systems,FLIR,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2021-05-10-Charles-River-Laboratories-International-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Acquired by Teledyne Technologies"
2021-05-27,2021-06-03,S&P 500,Addition,Organon,OGN,Health Care,S&P DJI Press Release,https://press.spglobal.com/2021-05-27-Organon-Set-to-Join-S-P-500-HollyFrontier-to-Join-S-P-MidCap-400-Service-Properties-Trust-to-Join-S-P-SmallCap-600,"Merck spin-off; addition occurs one day before HollyFrontier deletion"
2021-05-27,2021-06-04,S&P 500,Deletion,HollyFrontier,HFC,Energy,S&P DJI Press Release,https://press.spglobal.com/2021-05-27-Organon-Set-to-Join-S-P-500-HollyFrontier-to-Join-S-P-MidCap-400-Service-Properties-Trust-to-Join-S-P-SmallCap-600,"Removed following Organon spin-off addition"
2021-07-15,2021-07-21,S&P 500,Addition,Moderna,MRNA,Health Care,S&P DJI Press Release,https://press.spglobal.com/2021-07-15-Moderna-Set-to-Join-S-P-500,"Replaced Alexion Pharmaceuticals"
2021-07-15,2021-07-21,S&P 500,Deletion,Alexion Pharmaceuticals,ALXN,Health Care,S&P DJI Press Release,https://press.spglobal.com/2021-07-15-Moderna-Set-to-Join-S-P-500,"Removed following AstraZeneca acquisition"
2021-08-24,2021-08-30,S&P 500,Addition,Bio-Techne,TECH,Health Care,S&P DJI Press Release,https://press.spglobal.com/2021-08-24-Bio-Techne-Set-to-Join-S-P-500-Saia%2C-Mimecast-Option-Care-Health-to-Join-S-P-MidCap-400-Others-to-Join-S-P-SmallCap-600,"Replaced Maxim Integrated Products"
2021-08-24,2021-08-30,S&P 500,Deletion,Maxim Integrated Products,MXIM,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2021-08-24-Bio-Techne-Set-to-Join-S-P-500-Saia%2C-Mimecast-Option-Care-Health-to-Join-S-P-MidCap-400-Others-to-Join-S-P-SmallCap-600,"Acquired by Analog Devices"
2021-09-03,2021-09-20,S&P 500,Addition,Ceridian HCM Holding,CDAY,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2021-09-03-Match-Group%2C-Ceridian-HCM-and-Brown-Brown-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2021-09-03,2021-09-20,S&P 500,Addition,Brown & Brown,BRO,Financials,S&P DJI Press Release,https://press.spglobal.com/2021-09-03-Match-Group%2C-Ceridian-HCM-and-Brown-Brown-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2021-09-03,2021-09-20,S&P 500,Addition,Match Group,MTCH,Communication Services,S&P DJI Press Release,https://press.spglobal.com/2021-09-03-Match-Group%2C-Ceridian-HCM-and-Brown-Brown-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2021-09-03,2021-09-20,S&P 500,Deletion,Unum Group,UNM,Financials,S&P DJI Press Release,https://press.spglobal.com/2021-09-03-Match-Group%2C-Ceridian-HCM-and-Brown-Brown-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2021-09-03,2021-09-20,S&P 500,Deletion,NOV,NOV,Energy,S&P DJI Press Release,https://press.spglobal.com/2021-09-03-Match-Group%2C-Ceridian-HCM-and-Brown-Brown-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2021-09-03,2021-09-20,S&P 500,Deletion,Perrigo Company,PRGO,Health Care,S&P DJI Press Release,https://press.spglobal.com/2021-09-03-Match-Group%2C-Ceridian-HCM-and-Brown-Brown-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2021-12-07,2021-12-14,S&P 500,Addition,EPAM Systems,EPAM,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2021-12-07-EPAM-Systems-Set-to-Join-S-P-500,"Replaced Kansas City Southern"
2021-12-07,2021-12-14,S&P 500,Deletion,Kansas City Southern,KSU,Industrials,S&P DJI Press Release,https://press.spglobal.com/2021-12-07-EPAM-Systems-Set-to-Join-S-P-500,"Removed following Canadian Pacific acquisition"
2021-12-03,2021-12-20,S&P 500,Addition,Signature Bank,SBNY,Financials,S&P DJI Press Release,https://press.spglobal.com/2021-12-03-Signature-Bank%2C-SolarEdge-Technologies-and-FactSet-Research-Systems-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2021-12-03,2021-12-20,S&P 500,Addition,SolarEdge Technologies,SEDG,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2021-12-03-Signature-Bank%2C-SolarEdge-Technologies-and-FactSet-Research-Systems-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2021-12-03,2021-12-20,S&P 500,Addition,FactSet Research Systems,FDS,Financials,S&P DJI Press Release,https://press.spglobal.com/2021-12-03-Signature-Bank%2C-SolarEdge-Technologies-and-FactSet-Research-Systems-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2021-12-03,2021-12-20,S&P 500,Deletion,Leggett & Platt,LEG,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2021-12-03-Signature-Bank%2C-SolarEdge-Technologies-and-FactSet-Research-Systems-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2021-12-03,2021-12-20,S&P 500,Deletion,Hanesbrands,HBI,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2021-12-03-Signature-Bank%2C-SolarEdge-Technologies-and-FactSet-Research-Systems-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2021-12-03,2021-12-20,S&P 500,Deletion,The Western Union,WU,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2021-12-03-Signature-Bank%2C-SolarEdge-Technologies-and-FactSet-Research-Systems-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance; GICS sector preserved exactly from S&P announcement"
