announcement_date,effective_date,index_name,action,company_name,ticker,gics_sector,source_type,source_url,notes
2026-02-04,2026-02-09,S&P 500,Addition,Ciena,CIEN,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2026-02-04-Ciena-Set-to-Join-S-P-500-Arrowhead-Pharmaceuticals-to-Join-S-P-MidCap-400-ADT-and-OneSpaWorld-Holdings-to-Join-S-P-SmallCap-600,"Replaced Dayforce following acquisition"
2026-02-04,2026-02-09,S&P 500,Deletion,Dayforce,DAY,Industrials,S&P DJI Press Release,https://press.spglobal.com/2026-02-04-Ciena-Set-to-Join-S-P-500-Arrowhead-Pharmaceuticals-to-Join-S-P-MidCap-400-ADT-and-OneSpaWorld-Holdings-to-Join-S-P-SmallCap-600,"Acquired by Thoma Bravo"
2026-03-06,2026-03-23,S&P 500,Addition,Vertiv Holdings,VRT,Industrials,S&P DJI Press Release,https://press.spglobal.com/2026-03-06-Vertiv-Holdings%2C-Lumentum-Holdings%2C-Coherent%2C-and-EchoStar-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,"Quarterly rebalance"
2026-03-06,2026-03-23,S&P 500,Addition,Lumentum Holdings,LITE,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2026-03-06-Vertiv-Holdings%2C-Lumentum-Holdings%2C-Coherent%2C-and-EchoStar-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,"Quarterly rebalance"
2026-03-06,2026-03-23,S&P 500,Addition,Coherent,COHR,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2026-03-06-Vertiv-Holdings%2C-Lumentum-Holdings%2C-Coherent%2C-and-EchoStar-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,"Quarterly rebalance"
2026-03-06,2026-03-23,S&P 500,Addition,EchoStar,SATS,Communication Services,S&P DJI Press Release,https://press.spglobal.com/2026-03-06-Vertiv-Holdings%2C-Lumentum-Holdings%2C-Coherent%2C-and-EchoStar-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,"Quarterly rebalance"
2026-03-06,2026-03-23,S&P 500,Deletion,Match Group,MTCH,Communication Services,S&P DJI Press Release,https://press.spglobal.com/2026-03-06-Vertiv-Holdings%2C-Lumentum-Holdings%2C-Coherent%2C-and-EchoStar-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,"Quarterly rebalance"
2026-03-06,2026-03-23,S&P 500,Deletion,Molina Healthcare,MOH,Health Care,S&P DJI Press Release,https://press.spglobal.com/2026-03-06-Vertiv-Holdings%2C-Lumentum-Holdings%2C-Coherent%2C-and-EchoStar-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,"Quarterly rebalance"
2026-03-06,2026-03-23,S&P 500,Deletion,Lamb Weston Holdings,LW,Consumer Staples,S&P DJI Press Release,https://press.spglobal.com/2026-03-06-Vertiv-Holdings%2C-Lumentum-Holdings%2C-Coherent%2C-and-EchoStar-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,"Quarterly rebalance"
2026-03-06,2026-03-23,S&P 500,Deletion,Paycom Software,PAYC,Industrials,S&P DJI Press Release,https://press.spglobal.com/2026-03-06-Vertiv-Holdings%2C-Lumentum-Holdings%2C-Coherent%2C-and-EchoStar-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,"Quarterly rebalance"
2026-04-06,2026-04-09,S&P 500,Addition,Casey's General Stores,CASY,Consumer Staples,S&P DJI Press Release,https://press.spglobal.com/2026-04-06-Caseys-General-Stores-Set-to-Join-S-P-500-DigitalOcean-Holdings-to-Join-S-P-MidCap-400-Broadstone-Net-Lease-to-Join-S-P-SmallCap-600,"Replaced Hologic"
2026-04-06,2026-04-09,S&P 500,Deletion,Hologic,HOLX,Health Care,S&P DJI Press Release,https://press.spglobal.com/2026-04-06-Caseys-General-Stores-Set-to-Join-S-P-500-DigitalOcean-Holdings-to-Join-S-P-MidCap-400-Broadstone-Net-Lease-to-Join-S-P-SmallCap-600,"Removed following acquisition"
2026-04-30,2026-05-07,S&P 500,Addition,Veeva Systems,VEEV,Health Care,S&P DJI Press Release,https://press.spglobal.com/2026-04-30-Veeva-Systems-Set-to-Join-S-P-500,"Replaced Coterra Energy"
2026-04-30,2026-05-07,S&P 500,Deletion,Coterra Energy,CTRA,Energy,S&P DJI Press Release,https://press.spglobal.com/2026-04-30-Veeva-Systems-Set-to-Join-S-P-500,"Acquisition by Devon Energy"
2026-05-27,2026-06-01,S&P 500,Addition,FedEx Freight,FDXF,Industrials,S&P DJI Press Release,https://press.spglobal.com/2026-05-27-FedEx-Freight-Holding-Company-Set-to-Join-S-P-500-EPAM-Systems-and-Dave-to-Join-S-P-SmallCap-600,"FedEx spin-off; official table gives June 1 addition date"
2026-05-27,2026-06-02,S&P 500,Deletion,EPAM Systems,EPAM,Information Technologies,S&P DJI Press Release,https://press.spglobal.com/2026-05-27-FedEx-Freight-Holding-Company-Set-to-Join-S-P-500-EPAM-Systems-and-Dave-to-Join-S-P-SmallCap-600,"Moved to S&P SmallCap 600; sector wording preserved from source"
2026-06-05,2026-06-22,S&P 500,Addition,Marvell Technology,MRVL,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2026-06-05-Marvell-Technology-and-Flex-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2026-06-05,2026-06-22,S&P 500,Deletion,Pool Corp,POOL,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2026-06-05-Marvell-Technology-and-Flex-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2026-06-05,2026-06-22,S&P 500,Addition,Flex,FLEX,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2026-06-05-Marvell-Technology-and-Flex-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2026-06-05,2026-06-22,S&P 500,Deletion,The Campbell's Company,CPB,Consumer Staples,S&P DJI Press Release,https://press.spglobal.com/2026-06-05-Marvell-Technology-and-Flex-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2026-06-23,2026-06-29,S&P 500,Addition,Honeywell Aerospace,HONA,Industrials,S&P DJI Press Release,https://press.spglobal.com/2026-06-23-Honeywell-Aerospace-Set-to-Join-S-P-500-S-P-100-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Honeywell spin-off; addition occurs one day before CAG deletion"
2026-06-23,2026-06-30,S&P 500,Deletion,Conagra Brands,CAG,Consumer Staples,S&P DJI Press Release,https://press.spglobal.com/2026-06-23-Honeywell-Aerospace-Set-to-Join-S-P-500-S-P-100-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Removed following Honeywell Aerospace addition"
2026-07-31,2026-08-05,S&P 500,Addition,Ferguson Enterprises,FERG,Industrials,S&P DJI Press Release,https://press.spglobal.com/2026-07-31-Ferguson-Enterprises-Set-to-Join-S-P-500-and-ADI-Global-Distribution-to-Join-S-P-SmallCap-600,"Replaced Electronic Arts following acquisition"
2026-07-31,2026-08-05,S&P 500,Deletion,Electronic Arts,EA,Communication Services,S&P DJI Press Release,https://press.spglobal.com/2026-07-31-Ferguson-Enterprises-Set-to-Join-S-P-500-and-ADI-Global-Distribution-to-Join-S-P-SmallCap-600,"Removed following acquisition"
2025-03-07,2025-03-24,S&P 500,Addition,DoorDash,DASH,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2025-03-07-DoorDash%2C-TKO-Group-Holdings%2C-Williams-Sonoma-and-Expand-Energy-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-03-07,2025-03-24,S&P 500,Addition,TKO Group Holdings,TKO,Communication Services,S&P DJI Press Release,https://press.spglobal.com/2025-03-07-DoorDash%2C-TKO-Group-Holdings%2C-Williams-Sonoma-and-Expand-Energy-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-03-07,2025-03-24,S&P 500,Addition,Williams-Sonoma,WSM,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2025-03-07-DoorDash%2C-TKO-Group-Holdings%2C-Williams-Sonoma-and-Expand-Energy-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-03-07,2025-03-24,S&P 500,Addition,Expand Energy,EXE,Energy,S&P DJI Press Release,https://press.spglobal.com/2025-03-07-DoorDash%2C-TKO-Group-Holdings%2C-Williams-Sonoma-and-Expand-Energy-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-03-07,2025-03-24,S&P 500,Deletion,Borgwarner,BWA,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2025-03-07-DoorDash%2C-TKO-Group-Holdings%2C-Williams-Sonoma-and-Expand-Energy-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-03-07,2025-03-24,S&P 500,Deletion,Teleflex,TFX,Health Care,S&P DJI Press Release,https://press.spglobal.com/2025-03-07-DoorDash%2C-TKO-Group-Holdings%2C-Williams-Sonoma-and-Expand-Energy-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-03-07,2025-03-24,S&P 500,Deletion,Celanese,CE,Materials,S&P DJI Press Release,https://press.spglobal.com/2025-03-07-DoorDash%2C-TKO-Group-Holdings%2C-Williams-Sonoma-and-Expand-Energy-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-03-07,2025-03-24,S&P 500,Deletion,FMC,FMC,Materials,S&P DJI Press Release,https://press.spglobal.com/2025-03-07-DoorDash%2C-TKO-Group-Holdings%2C-Williams-Sonoma-and-Expand-Energy-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-05-12,2025-05-19,S&P 500,Addition,Coinbase Global,COIN,Financials,S&P DJI Press Release,https://press.spglobal.com/2025-05-12-Coinbase-Global-Set-to-Join-S-P-500,"Replaced Discover Financial Services following acquisition"
2025-05-12,2025-05-19,S&P 500,Deletion,Discover Financial Services,DFS,Financials,S&P DJI Press Release,https://press.spglobal.com/2025-05-12-Coinbase-Global-Set-to-Join-S-P-500,"Acquired by Capital One Financial"
2025-07-02,2025-07-09,S&P 500,Addition,Datadog,DDOG,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2025-07-02-Datadog-Set-to-Join-S-P-500,"Replaced Juniper Networks"
2025-07-02,2025-07-09,S&P 500,Deletion,Juniper Networks,JNPR,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2025-07-02-Datadog-Set-to-Join-S-P-500,"Acquired by Hewlett Packard Enterprise"
2025-07-14,2025-07-18,S&P 500,Addition,The Trade Desk,TTD,Communication Services,S&P DJI Press Release,https://press.spglobal.com/2025-07-14-The-Trade-Desk-Set-to-Join-S-P-500,"Replaced ANSYS"
2025-07-14,2025-07-18,S&P 500,Deletion,ANSYS,ANSS,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2025-07-14-The-Trade-Desk-Set-to-Join-S-P-500,"Acquired by Synopsys"
2025-07-18,2025-07-23,S&P 500,Addition,Block,XYZ,Financials,S&P DJI Press Release,https://press.spglobal.com/2025-07-18-Block-Set-to-Join-S-P-500,"Replaced Hess"
2025-07-18,2025-07-23,S&P 500,Deletion,Hess,HES,Energy,S&P DJI Press Release,https://press.spglobal.com/2025-07-18-Block-Set-to-Join-S-P-500,"Acquired by Chevron"
2025-08-25,2025-08-28,S&P 500,Addition,Interactive Brokers Group,IBKR,Financials,S&P DJI Press Release,https://press.spglobal.com/2025-08-25-Interactive-Brokers-Group-Set-to-Join-S-P-500%2C-Talen-Energy-to-Join-S-P-MidCap-400-and-Kinetik-Holdings-to-Join-S-P-SmallCap-600,"Replaced Walgreens Boots Alliance"
2025-08-25,2025-08-28,S&P 500,Deletion,Walgreens Boots Alliance,WBA,Consumer Staples,S&P DJI Press Release,https://press.spglobal.com/2025-08-25-Interactive-Brokers-Group-Set-to-Join-S-P-500%2C-Talen-Energy-to-Join-S-P-MidCap-400-and-Kinetik-Holdings-to-Join-S-P-SmallCap-600,"Removed following acquisition"
2025-09-05,2025-09-22,S&P 500,Addition,AppLovin,APP,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2025-09-05-AppLovin%2C-Robinhood-Markets-and-Emcor-Group-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-09-05,2025-09-22,S&P 500,Addition,Robinhood Markets,HOOD,Financials,S&P DJI Press Release,https://press.spglobal.com/2025-09-05-AppLovin%2C-Robinhood-Markets-and-Emcor-Group-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-09-05,2025-09-22,S&P 500,Addition,Emcor Group,EME,Industrials,S&P DJI Press Release,https://press.spglobal.com/2025-09-05-AppLovin%2C-Robinhood-Markets-and-Emcor-Group-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-09-05,2025-09-22,S&P 500,Deletion,MarketAxess Holdings,MKTX,Financials,S&P DJI Press Release,https://press.spglobal.com/2025-09-05-AppLovin%2C-Robinhood-Markets-and-Emcor-Group-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-09-05,2025-09-22,S&P 500,Deletion,Caesars Entertainment,CZR,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2025-09-05-AppLovin%2C-Robinhood-Markets-and-Emcor-Group-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-09-05,2025-09-22,S&P 500,Deletion,Enphase Energy,ENPH,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2025-09-05-AppLovin%2C-Robinhood-Markets-and-Emcor-Group-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-10-27,2025-10-30,S&P 500,Addition,Solstice Advance Materials,SOLS,Materials,S&P DJI Press Release,https://press.spglobal.com/2025-10-27-Solstice-Advance-Materials-and-Qnity-Electronics-Set-to-Join-S-P-500-Others-to-Join-S-P-SmallCap-600,"Honeywell spin-off; official table gives October 30 addition date"
2025-10-27,2025-10-31,S&P 500,Deletion,CarMax,KMX,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2025-10-27-Solstice-Advance-Materials-and-Qnity-Electronics-Set-to-Join-S-P-500-Others-to-Join-S-P-SmallCap-600,"Removed following Solstice addition; official table gives October 31 deletion date"
2025-10-27,2025-11-03,S&P 500,Addition,Qnity Electronics,Q,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2025-10-27-Solstice-Advance-Materials-and-Qnity-Electronics-Set-to-Join-S-P-500-Others-to-Join-S-P-SmallCap-600,"DuPont spin-off; official table gives November 3 addition date"
2025-10-27,2025-11-04,S&P 500,Deletion,Eastman Chemical Co,EMN,Materials,S&P DJI Press Release,https://press.spglobal.com/2025-10-27-Solstice-Advance-Materials-and-Qnity-Electronics-Set-to-Join-S-P-500-Others-to-Join-S-P-SmallCap-600,"Removed following Qnity addition; official table gives November 4 deletion date"
2025-11-24,2025-11-28,S&P 500,Addition,Sandisk,SNDK,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2025-11-24-Sandisk-Set-to-Join-S-P-500-Upwork%2C-First-Interstate-BancSystem%2C-PTC-Therapeutics-to-Join-S-P-SmallCap-600,"Replaced Interpublic Group"
2025-11-24,2025-11-28,S&P 500,Deletion,Interpublic Group,IPG,Communication Services,S&P DJI Press Release,https://press.spglobal.com/2025-11-24-Sandisk-Set-to-Join-S-P-500-Upwork%2C-First-Interstate-BancSystem%2C-PTC-Therapeutics-to-Join-S-P-SmallCap-600,"Removed following Omnicom acquisition"
2025-12-08,2025-12-11,S&P 500,Addition,Ares Management,ARES,Financials,S&P DJI Press Release,https://press.spglobal.com/2025-12-08-Ares-Management-Set-to-Join-S-P-500-Sezzle-and-Vital-Farms-to-Join-S-P-SmallCap-600,"Replaced Kellanova"
2025-12-08,2025-12-11,S&P 500,Deletion,Kellanova,K,Consumer Staples,S&P DJI Press Release,https://press.spglobal.com/2025-12-08-Ares-Management-Set-to-Join-S-P-500-Sezzle-and-Vital-Farms-to-Join-S-P-SmallCap-600,"Removed following Mars acquisition"
2025-12-05,2025-12-22,S&P 500,Addition,CRH,CRH,Materials,S&P DJI Press Release,https://press.spglobal.com/2025-12-05-CRH%2C-Carvana-and-Comfort-Systems-USA-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-12-05,2025-12-22,S&P 500,Addition,Carvana,CVNA,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2025-12-05-CRH%2C-Carvana-and-Comfort-Systems-USA-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-12-05,2025-12-22,S&P 500,Addition,Comfort Systems USA,FIX,Industrials,S&P DJI Press Release,https://press.spglobal.com/2025-12-05-CRH%2C-Carvana-and-Comfort-Systems-USA-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-12-05,2025-12-22,S&P 500,Deletion,LKQ,LKQ,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2025-12-05-CRH%2C-Carvana-and-Comfort-Systems-USA-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2025-12-05,2025-12-22,S&P 500,Deletion,Solstice Advanced Materials,SOLS,Materials,S&P DJI Press Release,https://press.spglobal.com/2025-12-05-CRH%2C-Carvana-and-Comfort-Systems-USA-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance; source uses Advanced while October source uses Advance"
2025-12-05,2025-12-22,S&P 500,Deletion,Mohawk Industries,MHK,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2025-12-05-CRH%2C-Carvana-and-Comfort-Systems-USA-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2024-03-01,2024-03-18,S&P 500,Addition,Super Micro Computer,SMCI,Information Technology,S&P DJI Press Release,https://press.spglobal.com/2024-03-01-Super-Micro-Computer-and-Deckers-Outdoor-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2024-03-01,2024-03-18,S&P 500,Addition,Deckers Outdoor,DECK,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2024-03-01-Super-Micro-Computer-and-Deckers-Outdoor-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2024-03-01,2024-03-18,S&P 500,Deletion,Whirlpool,WHR,Consumer Discretionary,S&P DJI Press Release,https://press.spglobal.com/2024-03-01-Super-Micro-Computer-and-Deckers-Outdoor-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
2024-03-01,2024-03-18,S&P 500,Deletion,Zions Bancorporation,ZION,Financials,S&P DJI Press Release,https://press.spglobal.com/2024-03-01-Super-Micro-Computer-and-Deckers-Outdoor-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,"Quarterly rebalance"
