alpha_monthly,alpha_annualized_arithmetic,beta,alpha_hac_se,beta_hac_se,alpha_hac_z,beta_hac_z,alpha_hac_p,beta_hac_p,r_squared,observations,series_code
-0.0009355331218009989,-0.011226397461611987,0.9283321366340266,0.002293908899074052,0.04437967190345883,-0.40783359887510423,20.917958534111534,0.6833958447017143,3.675126365997491e-97,0.8198599687317177,59.0,WINNER
-0.003619854575303741,-0.04343825490364489,1.0120505713880237,0.004208584650440402,0.09888954924680078,-0.8601120984758964,10.234150919853292,0.38972725271133657,1.3941268203953683e-24,0.6512777643942635,59.0,LOSER
0.002684321453502741,0.03221185744203289,-0.08371843475399718,0.003633772076336092,0.09803752871074375,0.7387148662910428,-0.8539427284117437,0.4600801566138232,0.3931367231025308,0.01241897285969551,59.0,WML
-0.0011468232286204552,-0.013761878743445463,0.9964755624207088,7.356229572924828e-05,0.0019128251016888365,-15.589823798341296,520.9444196131255,8.536869169734364e-55,0.0,0.9997031324138895,59.0,SP500
