observations,mean_monthly_wml,arithmetic_annualized_mean,monthly_sd,classical_t_stat,classical_t_p,classical_ci_low,classical_ci_high,bootstrap_ci_low,bootstrap_ci_high,wilcoxon_stat,wilcoxon_p,positive_months,negative_months,sign_test_p,hac_z,hac_p,hac_ci_low,hac_ci_high,gross_final_wealth,gross_annualized_return,annualized_volatility,maximum_drawdown,primary_directional_test_pass
59,0.0018644752153647534,0.022373702584377042,0.03290541582693113,0.4352264061280831,0.6650134090031982,-0.006710722853505964,0.01043967328423547,-0.006538988197208708,0.009965220802907366,785.0,0.4503704356437198,33,26,0.43499280512215344,0.518161378545958,0.6043456787940159,-0.005187969106975571,0.008916919537705077,1.0814310559465918,0.01604985392818903,0.11398770411285154,-0.13233735077009623,False
