effective_date,action,ticker,company_name,original_gics_sector,corrected_gics_sector,source_type,source_url,reason,review_status
2022-09-19,Addition,CSGP,CoStar Group,Real Estate,Industrials,S&P_DJI_OFFICIAL_INDEX_CHANGE_RELEASE,https://press.spglobal.com/2022-09-02-CoStar-Group%2C-Invitation-Homes-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,Official S&P DJI release for the 2022-09-19 S&P 500 addition lists CoStar Group in Industrials. The later GICS change to Real Estate is separately effective after the close of 2023-06-30.,APPROVED_GICS_EVIDENCE_CORRECTION
