security_key,project_ticker,primary_source,primary_symbol,primary_status,fallback_source,fallback_symbol,resolution_status,source_url,notes
IRM,IRM,Yahoo Finance,IRM,AVAILABLE,,,PRIMARY_AVAILABLE,,
ISRG,ISRG,Yahoo Finance,ISRG,AVAILABLE,,,PRIMARY_AVAILABLE,,
IT,IT,Yahoo Finance,IT,AVAILABLE,,,PRIMARY_AVAILABLE,,
ITW,ITW,Yahoo Finance,ITW,AVAILABLE,,,PRIMARY_AVAILABLE,,
IVZ,IVZ,Yahoo Finance,IVZ,AVAILABLE,,,PRIMARY_AVAILABLE,,
J,J,Yahoo Finance,J,AVAILABLE,,,PRIMARY_AVAILABLE,,
JBHT,JBHT,Yahoo Finance,JBHT,AVAILABLE,,,PRIMARY_AVAILABLE,,
JBL,JBL,Yahoo Finance,JBL,AVAILABLE,,,PRIMARY_AVAILABLE,,
JCI,JCI,Yahoo Finance,JCI,AVAILABLE,,,PRIMARY_AVAILABLE,,
JKHY,JKHY,Yahoo Finance,JKHY,AVAILABLE,,,PRIMARY_AVAILABLE,,
JNJ,JNJ,Yahoo Finance,JNJ,AVAILABLE,,,PRIMARY_AVAILABLE,,
JPM,JPM,Yahoo Finance,JPM,AVAILABLE,,,PRIMARY_AVAILABLE,,
KDP,KDP,Yahoo Finance,KDP,AVAILABLE,,,PRIMARY_AVAILABLE,,
KEY,KEY,Yahoo Finance,KEY,AVAILABLE,,,PRIMARY_AVAILABLE,,
KEYS,KEYS,Yahoo Finance,KEYS,AVAILABLE,,,PRIMARY_AVAILABLE,,
KHC,KHC,Yahoo Finance,KHC,AVAILABLE,,,PRIMARY_AVAILABLE,,
KIM,KIM,Yahoo Finance,KIM,AVAILABLE,,,PRIMARY_AVAILABLE,,
KKR,KKR,Yahoo Finance,KKR,AVAILABLE,,,PRIMARY_AVAILABLE,,
KLAC,KLAC,Yahoo Finance,KLAC,AVAILABLE,,,PRIMARY_AVAILABLE,,
KMB,KMB,Yahoo Finance,KMB,AVAILABLE,,,PRIMARY_AVAILABLE,,
KMI,KMI,Yahoo Finance,KMI,AVAILABLE,,,PRIMARY_AVAILABLE,,
KMX,KMX,Yahoo Finance,KMX,AVAILABLE,,,PRIMARY_AVAILABLE,,
KO,KO,Yahoo Finance,KO,AVAILABLE,,,PRIMARY_AVAILABLE,,
KR,KR,Yahoo Finance,KR,AVAILABLE,,,PRIMARY_AVAILABLE,,
KVUE,KVUE,Yahoo Finance,KVUE,AVAILABLE,,,PRIMARY_AVAILABLE,,
L,L,Yahoo Finance,L,AVAILABLE,,,PRIMARY_AVAILABLE,,
LDOS,LDOS,Yahoo Finance,LDOS,AVAILABLE,,,PRIMARY_AVAILABLE,,
LEG,LEG,Yahoo Finance,LEG,AVAILABLE,,,PRIMARY_AVAILABLE,,
LEN,LEN,Yahoo Finance,LEN,AVAILABLE,,,PRIMARY_AVAILABLE,,
LH,LH,Yahoo Finance,LH,AVAILABLE,,,PRIMARY_AVAILABLE,,
LHX,LHX,Yahoo Finance,LHX,AVAILABLE,,,PRIMARY_AVAILABLE,,
LII,LII,Yahoo Finance,LII,AVAILABLE,,,PRIMARY_AVAILABLE,,
LIN,LIN,Yahoo Finance,LIN,AVAILABLE,,,PRIMARY_AVAILABLE,,
LKQ,LKQ,Yahoo Finance,LKQ,AVAILABLE,,,PRIMARY_AVAILABLE,,
LLY,LLY,Yahoo Finance,LLY,AVAILABLE,,,PRIMARY_AVAILABLE,,
LMT,LMT,Yahoo Finance,LMT,AVAILABLE,,,PRIMARY_AVAILABLE,,
LNC,LNC,Yahoo Finance,LNC,AVAILABLE,,,PRIMARY_AVAILABLE,,
LNT,LNT,Yahoo Finance,LNT,AVAILABLE,,,PRIMARY_AVAILABLE,,
LOW,LOW,Yahoo Finance,LOW,AVAILABLE,,,PRIMARY_AVAILABLE,,
LRCX,LRCX,Yahoo Finance,LRCX,AVAILABLE,,,PRIMARY_AVAILABLE,,
LULU,LULU,Yahoo Finance,LULU,AVAILABLE,,,PRIMARY_AVAILABLE,,
LUMN,LUMN,Yahoo Finance,LUMN,AVAILABLE,,,PRIMARY_AVAILABLE,,
LUV,LUV,Yahoo Finance,LUV,AVAILABLE,,,PRIMARY_AVAILABLE,,
LVS,LVS,Yahoo Finance,LVS,AVAILABLE,,,PRIMARY_AVAILABLE,,
LW,LW,Yahoo Finance,LW,AVAILABLE,,,PRIMARY_AVAILABLE,,
LYB,LYB,Yahoo Finance,LYB,AVAILABLE,,,PRIMARY_AVAILABLE,,
LYV,LYV,Yahoo Finance,LYV,AVAILABLE,,,PRIMARY_AVAILABLE,,
MA,MA,Yahoo Finance,MA,AVAILABLE,,,PRIMARY_AVAILABLE,,
MAA,MAA,Yahoo Finance,MAA,AVAILABLE,,,PRIMARY_AVAILABLE,,
MAR,MAR,Yahoo Finance,MAR,AVAILABLE,,,PRIMARY_AVAILABLE,,
MAS,MAS,Yahoo Finance,MAS,AVAILABLE,,,PRIMARY_AVAILABLE,,
MBC,MBC,Yahoo Finance,MBC,AVAILABLE,,,PRIMARY_AVAILABLE,,
MCD,MCD,Yahoo Finance,MCD,AVAILABLE,,,PRIMARY_AVAILABLE,,
MCHP,MCHP,Yahoo Finance,MCHP,AVAILABLE,,,PRIMARY_AVAILABLE,,
MCK,MCK,Yahoo Finance,MCK,AVAILABLE,,,PRIMARY_AVAILABLE,,
MCO,MCO,Yahoo Finance,MCO,AVAILABLE,,,PRIMARY_AVAILABLE,,
MDLZ,MDLZ,Yahoo Finance,MDLZ,AVAILABLE,,,PRIMARY_AVAILABLE,,
MDT,MDT,Yahoo Finance,MDT,AVAILABLE,,,PRIMARY_AVAILABLE,,
MET,MET,Yahoo Finance,MET,AVAILABLE,,,PRIMARY_AVAILABLE,,
META,META,Yahoo Finance,META,AVAILABLE,,,PRIMARY_AVAILABLE,,
MGM,MGM,Yahoo Finance,MGM,AVAILABLE,,,PRIMARY_AVAILABLE,,
MHK,MHK,Yahoo Finance,MHK,AVAILABLE,,,PRIMARY_AVAILABLE,,
MKC,MKC,Yahoo Finance,MKC,AVAILABLE,,,PRIMARY_AVAILABLE,,
MKTX,MKTX,Yahoo Finance,MKTX,AVAILABLE,,,PRIMARY_AVAILABLE,,
MLM,MLM,Yahoo Finance,MLM,AVAILABLE,,,PRIMARY_AVAILABLE,,
MMM,MMM,Yahoo Finance,MMM,AVAILABLE,,,PRIMARY_AVAILABLE,,
MNST,MNST,Yahoo Finance,MNST,AVAILABLE,,,PRIMARY_AVAILABLE,,
MO,MO,Yahoo Finance,MO,AVAILABLE,,,PRIMARY_AVAILABLE,,
MOH,MOH,Yahoo Finance,MOH,AVAILABLE,,,PRIMARY_AVAILABLE,,
MOS,MOS,Yahoo Finance,MOS,AVAILABLE,,,PRIMARY_AVAILABLE,,
MPC,MPC,Yahoo Finance,MPC,AVAILABLE,,,PRIMARY_AVAILABLE,,
MPWR,MPWR,Yahoo Finance,MPWR,AVAILABLE,,,PRIMARY_AVAILABLE,,
MRK,MRK,Yahoo Finance,MRK,AVAILABLE,,,PRIMARY_AVAILABLE,,
MRNA,MRNA,Yahoo Finance,MRNA,AVAILABLE,,,PRIMARY_AVAILABLE,,
MRSH,MRSH,Yahoo Finance,MRSH,AVAILABLE,,,PRIMARY_AVAILABLE,,
MS,MS,Yahoo Finance,MS,AVAILABLE,,,PRIMARY_AVAILABLE,,
MSCI,MSCI,Yahoo Finance,MSCI,AVAILABLE,,,PRIMARY_AVAILABLE,,
MSFT,MSFT,Yahoo Finance,MSFT,AVAILABLE,,,PRIMARY_AVAILABLE,,
MSI,MSI,Yahoo Finance,MSI,AVAILABLE,,,PRIMARY_AVAILABLE,,
MTB,MTB,Yahoo Finance,MTB,AVAILABLE,,,PRIMARY_AVAILABLE,,
MTCH,MTCH,Yahoo Finance,MTCH,AVAILABLE,,,PRIMARY_AVAILABLE,,
MTD,MTD,Yahoo Finance,MTD,AVAILABLE,,,PRIMARY_AVAILABLE,,
MU,MU,Yahoo Finance,MU,AVAILABLE,,,PRIMARY_AVAILABLE,,
NCLH,NCLH,Yahoo Finance,NCLH,AVAILABLE,,,PRIMARY_AVAILABLE,,
NDAQ,NDAQ,Yahoo Finance,NDAQ,AVAILABLE,,,PRIMARY_AVAILABLE,,
NDSN,NDSN,Yahoo Finance,NDSN,AVAILABLE,,,PRIMARY_AVAILABLE,,
NEE,NEE,Yahoo Finance,NEE,AVAILABLE,,,PRIMARY_AVAILABLE,,
NEM,NEM,Yahoo Finance,NEM,AVAILABLE,,,PRIMARY_AVAILABLE,,
NFLX,NFLX,Yahoo Finance,NFLX,AVAILABLE,,,PRIMARY_AVAILABLE,,
NI,NI,Yahoo Finance,NI,AVAILABLE,,,PRIMARY_AVAILABLE,,
NKE,NKE,Yahoo Finance,NKE,AVAILABLE,,,PRIMARY_AVAILABLE,,
NOC,NOC,Yahoo Finance,NOC,AVAILABLE,,,PRIMARY_AVAILABLE,,
NOV,NOV,Yahoo Finance,NOV,AVAILABLE,,,PRIMARY_AVAILABLE,,
NOW,NOW,Yahoo Finance,NOW,AVAILABLE,,,PRIMARY_AVAILABLE,,
NRG,NRG,Yahoo Finance,NRG,AVAILABLE,,,PRIMARY_AVAILABLE,,
NSC,NSC,Yahoo Finance,NSC,AVAILABLE,,,PRIMARY_AVAILABLE,,
NTAP,NTAP,Yahoo Finance,NTAP,AVAILABLE,,,PRIMARY_AVAILABLE,,
NTRS,NTRS,Yahoo Finance,NTRS,AVAILABLE,,,PRIMARY_AVAILABLE,,
NUE,NUE,Yahoo Finance,NUE,AVAILABLE,,,PRIMARY_AVAILABLE,,
NVDA,NVDA,Yahoo Finance,NVDA,AVAILABLE,,,PRIMARY_AVAILABLE,,
NVR,NVR,Yahoo Finance,NVR,AVAILABLE,,,PRIMARY_AVAILABLE,,
NWL,NWL,Yahoo Finance,NWL,AVAILABLE,,,PRIMARY_AVAILABLE,,
NWS,NWS,Yahoo Finance,NWS,AVAILABLE,,,PRIMARY_AVAILABLE,,
NWSA,NWSA,Yahoo Finance,NWSA,AVAILABLE,,,PRIMARY_AVAILABLE,,
NXPI,NXPI,Yahoo Finance,NXPI,AVAILABLE,,,PRIMARY_AVAILABLE,,
O,O,Yahoo Finance,O,AVAILABLE,,,PRIMARY_AVAILABLE,,
ODFL,ODFL,Yahoo Finance,ODFL,AVAILABLE,,,PRIMARY_AVAILABLE,,
OGN,OGN,Yahoo Finance,OGN,AVAILABLE,,,PRIMARY_AVAILABLE,,
OKE,OKE,Yahoo Finance,OKE,AVAILABLE,,,PRIMARY_AVAILABLE,,
OMC,OMC,Yahoo Finance,OMC,AVAILABLE,,,PRIMARY_AVAILABLE,,
ON,ON,Yahoo Finance,ON,AVAILABLE,,,PRIMARY_AVAILABLE,,
ORCL,ORCL,Yahoo Finance,ORCL,AVAILABLE,,,PRIMARY_AVAILABLE,,
ORLY,ORLY,Yahoo Finance,ORLY,AVAILABLE,,,PRIMARY_AVAILABLE,,
OTIS,OTIS,Yahoo Finance,OTIS,AVAILABLE,,,PRIMARY_AVAILABLE,,
OXY,OXY,Yahoo Finance,OXY,AVAILABLE,,,PRIMARY_AVAILABLE,,
PANW,PANW,Yahoo Finance,PANW,AVAILABLE,,,PRIMARY_AVAILABLE,,
PAYC,PAYC,Yahoo Finance,PAYC,AVAILABLE,,,PRIMARY_AVAILABLE,,
PAYX,PAYX,Yahoo Finance,PAYX,AVAILABLE,,,PRIMARY_AVAILABLE,,
PCAR,PCAR,Yahoo Finance,PCAR,AVAILABLE,,,PRIMARY_AVAILABLE,,
PCG,PCG,Yahoo Finance,PCG,AVAILABLE,,,PRIMARY_AVAILABLE,,
PEG,PEG,Yahoo Finance,PEG,AVAILABLE,,,PRIMARY_AVAILABLE,,
PENN,PENN,Yahoo Finance,PENN,AVAILABLE,,,PRIMARY_AVAILABLE,,
PEP,PEP,Yahoo Finance,PEP,AVAILABLE,,,PRIMARY_AVAILABLE,,
PFE,PFE,Yahoo Finance,PFE,AVAILABLE,,,PRIMARY_AVAILABLE,,
PFG,PFG,Yahoo Finance,PFG,AVAILABLE,,,PRIMARY_AVAILABLE,,
PG,PG,Yahoo Finance,PG,AVAILABLE,,,PRIMARY_AVAILABLE,,
PGR,PGR,Yahoo Finance,PGR,AVAILABLE,,,PRIMARY_AVAILABLE,,
PH,PH,Yahoo Finance,PH,AVAILABLE,,,PRIMARY_AVAILABLE,,
PHIN,PHIN,Yahoo Finance,PHIN,AVAILABLE,,,PRIMARY_AVAILABLE,,
PHM,PHM,Yahoo Finance,PHM,AVAILABLE,,,PRIMARY_AVAILABLE,,
PKG,PKG,Yahoo Finance,PKG,AVAILABLE,,,PRIMARY_AVAILABLE,,
PLD,PLD,Yahoo Finance,PLD,AVAILABLE,,,PRIMARY_AVAILABLE,,
PLTR,PLTR,Yahoo Finance,PLTR,AVAILABLE,,,PRIMARY_AVAILABLE,,
PM,PM,Yahoo Finance,PM,AVAILABLE,,,PRIMARY_AVAILABLE,,
PNC,PNC,Yahoo Finance,PNC,AVAILABLE,,,PRIMARY_AVAILABLE,,
PNR,PNR,Yahoo Finance,PNR,AVAILABLE,,,PRIMARY_AVAILABLE,,
PNW,PNW,Yahoo Finance,PNW,AVAILABLE,,,PRIMARY_AVAILABLE,,
PODD,PODD,Yahoo Finance,PODD,AVAILABLE,,,PRIMARY_AVAILABLE,,
POOL,POOL,Yahoo Finance,POOL,AVAILABLE,,,PRIMARY_AVAILABLE,,
PPG,PPG,Yahoo Finance,PPG,AVAILABLE,,,PRIMARY_AVAILABLE,,
PPL,PPL,Yahoo Finance,PPL,AVAILABLE,,,PRIMARY_AVAILABLE,,
PRGO,PRGO,Yahoo Finance,PRGO,AVAILABLE,,,PRIMARY_AVAILABLE,,
PRU,PRU,Yahoo Finance,PRU,AVAILABLE,,,PRIMARY_AVAILABLE,,
PSA,PSA,Yahoo Finance,PSA,AVAILABLE,,,PRIMARY_AVAILABLE,,
PSKY,PSKY,Yahoo Finance,PSKY,AVAILABLE,,,PRIMARY_AVAILABLE,,
PSX,PSX,Yahoo Finance,PSX,AVAILABLE,,,PRIMARY_AVAILABLE,,
PTC,PTC,Yahoo Finance,PTC,AVAILABLE,,,PRIMARY_AVAILABLE,,
PVH,PVH,Yahoo Finance,PVH,AVAILABLE,,,PRIMARY_AVAILABLE,,
PWR,PWR,Yahoo Finance,PWR,AVAILABLE,,,PRIMARY_AVAILABLE,,
PYPL,PYPL,Yahoo Finance,PYPL,AVAILABLE,,,PRIMARY_AVAILABLE,,
Q,Q,Yahoo Finance,Q,AVAILABLE,,,PRIMARY_AVAILABLE,,
QCOM,QCOM,Yahoo Finance,QCOM,AVAILABLE,,,PRIMARY_AVAILABLE,,
QRVO,QRVO,Yahoo Finance,QRVO,AVAILABLE,,,PRIMARY_AVAILABLE,,
RCL,RCL,Yahoo Finance,RCL,AVAILABLE,,,PRIMARY_AVAILABLE,,
REG,REG,Yahoo Finance,REG,AVAILABLE,,,PRIMARY_AVAILABLE,,
REGN,REGN,Yahoo Finance,REGN,AVAILABLE,,,PRIMARY_AVAILABLE,,
RF,RF,Yahoo Finance,RF,AVAILABLE,,,PRIMARY_AVAILABLE,,
RHI,RHI,Yahoo Finance,RHI,AVAILABLE,,,PRIMARY_AVAILABLE,,
RJF,RJF,Yahoo Finance,RJF,AVAILABLE,,,PRIMARY_AVAILABLE,,
RL,RL,Yahoo Finance,RL,AVAILABLE,,,PRIMARY_AVAILABLE,,
RMD,RMD,Yahoo Finance,RMD,AVAILABLE,,,PRIMARY_AVAILABLE,,
ROK,ROK,Yahoo Finance,ROK,AVAILABLE,,,PRIMARY_AVAILABLE,,
ROL,ROL,Yahoo Finance,ROL,AVAILABLE,,,PRIMARY_AVAILABLE,,
ROP,ROP,Yahoo Finance,ROP,AVAILABLE,,,PRIMARY_AVAILABLE,,
ROST,ROST,Yahoo Finance,ROST,AVAILABLE,,,PRIMARY_AVAILABLE,,
RSG,RSG,Yahoo Finance,RSG,AVAILABLE,,,PRIMARY_AVAILABLE,,
RTX,RTX,Yahoo Finance,RTX,AVAILABLE,,,PRIMARY_AVAILABLE,,
RVTY,RVTY,Yahoo Finance,RVTY,AVAILABLE,,,PRIMARY_AVAILABLE,,
SBAC,SBAC,Yahoo Finance,SBAC,AVAILABLE,,,PRIMARY_AVAILABLE,,
SBUX,SBUX,Yahoo Finance,SBUX,AVAILABLE,,,PRIMARY_AVAILABLE,,
SCHW,SCHW,Yahoo Finance,SCHW,AVAILABLE,,,PRIMARY_AVAILABLE,,
SEDG,SEDG,Yahoo Finance,SEDG,AVAILABLE,,,PRIMARY_AVAILABLE,,
SHW,SHW,Yahoo Finance,SHW,AVAILABLE,,,PRIMARY_AVAILABLE,,
SJM,SJM,Yahoo Finance,SJM,AVAILABLE,,,PRIMARY_AVAILABLE,,
SLB,SLB,Yahoo Finance,SLB,AVAILABLE,,,PRIMARY_AVAILABLE,,
SLG,SLG,Yahoo Finance,SLG,AVAILABLE,,,PRIMARY_AVAILABLE,,
SMCI,SMCI,Yahoo Finance,SMCI,AVAILABLE,,,PRIMARY_AVAILABLE,,
SNA,SNA,Yahoo Finance,SNA,AVAILABLE,,,PRIMARY_AVAILABLE,,
SNDK,SNDK,Yahoo Finance,SNDK,AVAILABLE,,,PRIMARY_AVAILABLE,,
SNPS,SNPS,Yahoo Finance,SNPS,AVAILABLE,,,PRIMARY_AVAILABLE,,
SO,SO,Yahoo Finance,SO,AVAILABLE,,,PRIMARY_AVAILABLE,,
SOLS,SOLS,Yahoo Finance,SOLS,AVAILABLE,,,PRIMARY_AVAILABLE,,
SOLV,SOLV,Yahoo Finance,SOLV,AVAILABLE,,,PRIMARY_AVAILABLE,,
SP500_INDEX,^GSPC,Yahoo Finance,^GSPC,AVAILABLE,,,PRIMARY_AVAILABLE,,
SPG,SPG,Yahoo Finance,SPG,AVAILABLE,,,PRIMARY_AVAILABLE,,
SPGI,SPGI,Yahoo Finance,SPGI,AVAILABLE,,,PRIMARY_AVAILABLE,,
SPY_ETF,SPY,Yahoo Finance,SPY,AVAILABLE,,,PRIMARY_AVAILABLE,,
SRE,SRE,Yahoo Finance,SRE,AVAILABLE,,,PRIMARY_AVAILABLE,,
STE,STE,Yahoo Finance,STE,AVAILABLE,,,PRIMARY_AVAILABLE,,
STLD,STLD,Yahoo Finance,STLD,AVAILABLE,,,PRIMARY_AVAILABLE,,
STT,STT,Yahoo Finance,STT,AVAILABLE,,,PRIMARY_AVAILABLE,,
STX,STX,Yahoo Finance,STX,AVAILABLE,,,PRIMARY_AVAILABLE,,
STZ,STZ,Yahoo Finance,STZ,AVAILABLE,,,PRIMARY_AVAILABLE,,
SW,SW,Yahoo Finance,SW,AVAILABLE,,,PRIMARY_AVAILABLE,,
SWK,SWK,Yahoo Finance,SWK,AVAILABLE,,,PRIMARY_AVAILABLE,,
SWKS,SWKS,Yahoo Finance,SWKS,AVAILABLE,,,PRIMARY_AVAILABLE,,
SYF,SYF,Yahoo Finance,SYF,AVAILABLE,,,PRIMARY_AVAILABLE,,
SYK,SYK,Yahoo Finance,SYK,AVAILABLE,,,PRIMARY_AVAILABLE,,
SYY,SYY,Yahoo Finance,SYY,AVAILABLE,,,PRIMARY_AVAILABLE,,
T,T,Yahoo Finance,T,AVAILABLE,,,PRIMARY_AVAILABLE,,
TAP,TAP,Yahoo Finance,TAP,AVAILABLE,,,PRIMARY_AVAILABLE,,
TDG,TDG,Yahoo Finance,TDG,AVAILABLE,,,PRIMARY_AVAILABLE,,
TDY,TDY,Yahoo Finance,TDY,AVAILABLE,,,PRIMARY_AVAILABLE,,
TECH,TECH,Yahoo Finance,TECH,AVAILABLE,,,PRIMARY_AVAILABLE,,
TEL,TEL,Yahoo Finance,TEL,AVAILABLE,,,PRIMARY_AVAILABLE,,
TER,TER,Yahoo Finance,TER,AVAILABLE,,,PRIMARY_AVAILABLE,,
TFC,TFC,Yahoo Finance,TFC,AVAILABLE,,,PRIMARY_AVAILABLE,,
TFX,TFX,Yahoo Finance,TFX,AVAILABLE,,,PRIMARY_AVAILABLE,,
TGT,TGT,Yahoo Finance,TGT,AVAILABLE,,,PRIMARY_AVAILABLE,,
TJX,TJX,Yahoo Finance,TJX,AVAILABLE,,,PRIMARY_AVAILABLE,,
TKO,TKO,Yahoo Finance,TKO,AVAILABLE,,,PRIMARY_AVAILABLE,,
TMO,TMO,Yahoo Finance,TMO,AVAILABLE,,,PRIMARY_AVAILABLE,,
TMUS,TMUS,Yahoo Finance,TMUS,AVAILABLE,,,PRIMARY_AVAILABLE,,
TPL,TPL,Yahoo Finance,TPL,AVAILABLE,,,PRIMARY_AVAILABLE,,
TPR,TPR,Yahoo Finance,TPR,AVAILABLE,,,PRIMARY_AVAILABLE,,
TRGP,TRGP,Yahoo Finance,TRGP,AVAILABLE,,,PRIMARY_AVAILABLE,,
TRMB,TRMB,Yahoo Finance,TRMB,AVAILABLE,,,PRIMARY_AVAILABLE,,
TROW,TROW,Yahoo Finance,TROW,AVAILABLE,,,PRIMARY_AVAILABLE,,
TRV,TRV,Yahoo Finance,TRV,AVAILABLE,,,PRIMARY_AVAILABLE,,
TSCO,TSCO,Yahoo Finance,TSCO,AVAILABLE,,,PRIMARY_AVAILABLE,,
TSLA,TSLA,Yahoo Finance,TSLA,AVAILABLE,,,PRIMARY_AVAILABLE,,
TSN,TSN,Yahoo Finance,TSN,AVAILABLE,,,PRIMARY_AVAILABLE,,
TT,TT,Yahoo Finance,TT,AVAILABLE,,,PRIMARY_AVAILABLE,,
TTD,TTD,Yahoo Finance,TTD,AVAILABLE,,,PRIMARY_AVAILABLE,,
TTWO,TTWO,Yahoo Finance,TTWO,AVAILABLE,,,PRIMARY_AVAILABLE,,
TXN,TXN,Yahoo Finance,TXN,AVAILABLE,,,PRIMARY_AVAILABLE,,
TXT,TXT,Yahoo Finance,TXT,AVAILABLE,,,PRIMARY_AVAILABLE,,
TYL,TYL,Yahoo Finance,TYL,AVAILABLE,,,PRIMARY_AVAILABLE,,
UA,UA,Yahoo Finance,UA,AVAILABLE,,,PRIMARY_AVAILABLE,,
UAA,UAA,Yahoo Finance,UAA,AVAILABLE,,,PRIMARY_AVAILABLE,,
UAL,UAL,Yahoo Finance,UAL,AVAILABLE,,,PRIMARY_AVAILABLE,,
UBER,UBER,Yahoo Finance,UBER,AVAILABLE,,,PRIMARY_AVAILABLE,,
UDR,UDR,Yahoo Finance,UDR,AVAILABLE,,,PRIMARY_AVAILABLE,,
UHS,UHS,Yahoo Finance,UHS,AVAILABLE,,,PRIMARY_AVAILABLE,,
ULTA,ULTA,Yahoo Finance,ULTA,AVAILABLE,,,PRIMARY_AVAILABLE,,
UNH,UNH,Yahoo Finance,UNH,AVAILABLE,,,PRIMARY_AVAILABLE,,
UNM,UNM,Yahoo Finance,UNM,AVAILABLE,,,PRIMARY_AVAILABLE,,
UNP,UNP,Yahoo Finance,UNP,AVAILABLE,,,PRIMARY_AVAILABLE,,
UPS,UPS,Yahoo Finance,UPS,AVAILABLE,,,PRIMARY_AVAILABLE,,
URI,URI,Yahoo Finance,URI,AVAILABLE,,,PRIMARY_AVAILABLE,,
USB,USB,Yahoo Finance,USB,AVAILABLE,,,PRIMARY_AVAILABLE,,
V,V,Yahoo Finance,V,AVAILABLE,,,PRIMARY_AVAILABLE,,
VFC,VFC,Yahoo Finance,VFC,AVAILABLE,,,PRIMARY_AVAILABLE,,
VICI,VICI,Yahoo Finance,VICI,AVAILABLE,,,PRIMARY_AVAILABLE,,
VLO,VLO,Yahoo Finance,VLO,AVAILABLE,,,PRIMARY_AVAILABLE,,
VLTO,VLTO,Yahoo Finance,VLTO,AVAILABLE,,,PRIMARY_AVAILABLE,,
VMC,VMC,Yahoo Finance,VMC,AVAILABLE,,,PRIMARY_AVAILABLE,,
VNO,VNO,Yahoo Finance,VNO,AVAILABLE,,,PRIMARY_AVAILABLE,,
VNT,VNT,Yahoo Finance,VNT,AVAILABLE,,,PRIMARY_AVAILABLE,,
VRSK,VRSK,Yahoo Finance,VRSK,AVAILABLE,,,PRIMARY_AVAILABLE,,
VRSN,VRSN,Yahoo Finance,VRSN,AVAILABLE,,,PRIMARY_AVAILABLE,,
VRTX,VRTX,Yahoo Finance,VRTX,AVAILABLE,,,PRIMARY_AVAILABLE,,
VST,VST,Yahoo Finance,VST,AVAILABLE,,,PRIMARY_AVAILABLE,,
VTR,VTR,Yahoo Finance,VTR,AVAILABLE,,,PRIMARY_AVAILABLE,,
VTRS,VTRS,Yahoo Finance,VTRS,AVAILABLE,,,PRIMARY_AVAILABLE,,
VZ,VZ,Yahoo Finance,VZ,AVAILABLE,,,PRIMARY_AVAILABLE,,
WAB,WAB,Yahoo Finance,WAB,AVAILABLE,,,PRIMARY_AVAILABLE,,
WAT,WAT,Yahoo Finance,WAT,AVAILABLE,,,PRIMARY_AVAILABLE,,
WBD,WBD,Yahoo Finance,WBD,AVAILABLE,,,PRIMARY_AVAILABLE,,
WDAY,WDAY,Yahoo Finance,WDAY,AVAILABLE,,,PRIMARY_AVAILABLE,,
WDC,WDC,Yahoo Finance,WDC,AVAILABLE,,,PRIMARY_AVAILABLE,,
WEC,WEC,Yahoo Finance,WEC,AVAILABLE,,,PRIMARY_AVAILABLE,,
WELL,WELL,Yahoo Finance,WELL,AVAILABLE,,,PRIMARY_AVAILABLE,,
WFC,WFC,Yahoo Finance,WFC,AVAILABLE,,,PRIMARY_AVAILABLE,,
WHR,WHR,Yahoo Finance,WHR,AVAILABLE,,,PRIMARY_AVAILABLE,,
WM,WM,Yahoo Finance,WM,AVAILABLE,,,PRIMARY_AVAILABLE,,
WMB,WMB,Yahoo Finance,WMB,AVAILABLE,,,PRIMARY_AVAILABLE,,
WMT,WMT,Yahoo Finance,WMT,AVAILABLE,,,PRIMARY_AVAILABLE,,
WRB,WRB,Yahoo Finance,WRB,AVAILABLE,,,PRIMARY_AVAILABLE,,
WSM,WSM,Yahoo Finance,WSM,AVAILABLE,,,PRIMARY_AVAILABLE,,
WST,WST,Yahoo Finance,WST,AVAILABLE,,,PRIMARY_AVAILABLE,,
WTW,WTW,Yahoo Finance,WTW,AVAILABLE,,,PRIMARY_AVAILABLE,,
WU,WU,Yahoo Finance,WU,AVAILABLE,,,PRIMARY_AVAILABLE,,
WY,WY,Yahoo Finance,WY,AVAILABLE,,,PRIMARY_AVAILABLE,,
WYNN,WYNN,Yahoo Finance,WYNN,AVAILABLE,,,PRIMARY_AVAILABLE,,
XEL,XEL,Yahoo Finance,XEL,AVAILABLE,,,PRIMARY_AVAILABLE,,
XOM,XOM,Yahoo Finance,XOM,AVAILABLE,,,PRIMARY_AVAILABLE,,
XRAY,XRAY,Yahoo Finance,XRAY,AVAILABLE,,,PRIMARY_AVAILABLE,,
XRX,XRX,Yahoo Finance,XRX,AVAILABLE,,,PRIMARY_AVAILABLE,,
XYL,XYL,Yahoo Finance,XYL,AVAILABLE,,,PRIMARY_AVAILABLE,,
XYZ,XYZ,Yahoo Finance,XYZ,AVAILABLE,,,PRIMARY_AVAILABLE,,
YUM,YUM,Yahoo Finance,YUM,AVAILABLE,,,PRIMARY_AVAILABLE,,
ZBH,ZBH,Yahoo Finance,ZBH,AVAILABLE,,,PRIMARY_AVAILABLE,,
ZBRA,ZBRA,Yahoo Finance,ZBRA,AVAILABLE,,,PRIMARY_AVAILABLE,,
ZION,ZION,Yahoo Finance,ZION,AVAILABLE,,,PRIMARY_AVAILABLE,,
ZTS,ZTS,Yahoo Finance,ZTS,AVAILABLE,,,PRIMARY_AVAILABLE,,
