security_key,latest_project_ticker,canonical_company_name,membership_company_name,membership_valid_from,membership_valid_to_exclusive,left_censored,right_censored,entry_source_url,exit_source_url,stage3b2_candidate_sec_cik,resolved_sec_cik,cik_resolution_basis,known_in_membership_public_name_event_count,known_in_membership_legal_only_name_event_count,known_in_membership_ticker_only_event_count,unexpected_in_membership_sec_former_name_signal_count,final_no_nport_disposition,name_state_resolution_basis,resolution_status
MXIM,MXIM,Maxim Integrated Products,Maxim Integrated Products,2021-01-01,2021-08-30,True,False,,https://press.spglobal.com/2021-08-24-Bio-Techne-Set-to-Join-S-P-500-Saia%2C-Mimecast-Option-Care-Health-to-Join-S-P-MidCap-400-Others-to-Join-S-P-SmallCap-600,,0000743316,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
NWL,NWL,Newell Brands,Newell Brands,2021-01-01,2023-09-18,True,False,,https://press.spglobal.com/2023-09-01-Blackstone-and-Airbnb-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,0000814453,0000814453,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
OGN,OGN,Organon,Organon,2021-06-03,2023-10-18,False,False,https://press.spglobal.com/2021-05-27-Organon-Set-to-Join-S-P-500-HollyFrontier-to-Join-S-P-MidCap-400-Service-Properties-Trust-to-Join-S-P-SmallCap-600,https://press.spglobal.com/2023-10-13-Lululemon-Athletica-Hubbell-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,0001821825,0001821825,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
PBCT,PBCT,People's United Financial,People's United Financial,2021-01-01,2022-04-04,True,False,,https://press.spglobal.com/2022-03-29-Camden-Property-Trust-Set-to-Join-S-P-500-Matador-Resources-to-Join-S-P-MidCap-400-Vir-Biotechnology-to-Join-S-P-SmallCap-600,,0001378946,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
PHIN,PHIN,PHINIA,PHINIA,2023-07-05,2023-07-06,False,False,https://press.spglobal.com/2023-06-28-Fortrea-Holdings-and-PHINIA-Set-to-Join-S-P-SmallCap-600,https://press.spglobal.com/2023-06-28-Fortrea-Holdings-and-PHINIA-Set-to-Join-S-P-SmallCap-600,0001968915,0001968915,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
PRGO,PRGO,Perrigo Company,Perrigo Company,2021-01-01,2021-09-20,True,False,,https://press.spglobal.com/2021-09-03-Match-Group%2C-Ceridian-HCM-and-Brown-Brown-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,0001585364,0001585364,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
PVH,PVH,PVH,PVH,2021-01-01,2022-09-19,True,False,,https://press.spglobal.com/2022-09-02-CoStar-Group%2C-Invitation-Homes-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,0000078239,0000078239,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
QRVO,QRVO,Qorvo,Qorvo,2021-01-01,2024-12-23,True,False,,https://press.spglobal.com/2024-12-06-Apollo-Global-Management-and-Workday-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,0001604778,0001604778,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
SBNY,SBNY,Signature Bank,Signature Bank,2021-12-20,2023-03-15,False,False,https://press.spglobal.com/2021-12-03-Signature-Bank%2C-SolarEdge-Technologies-and-FactSet-Research-Systems-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,https://press.spglobal.com/2023-03-13-Bunge-Set-to-Join-S-P-500,,0001288784,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
SEDG,SEDG,SolarEdge Technologies,SolarEdge Technologies,2021-12-20,2023-12-18,False,False,https://press.spglobal.com/2021-12-03-Signature-Bank%2C-SolarEdge-Technologies-and-FactSet-Research-Systems-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,https://press.spglobal.com/2023-12-01-Uber-Technologies%2C-Jabil-and-Builders-FirstSource-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,0001419612,0001419612,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
SEE,SEE,Sealed Air,Sealed Air,2021-01-01,2023-12-18,True,False,,https://press.spglobal.com/2023-12-01-Uber-Technologies%2C-Jabil-and-Builders-FirstSource-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,,0000088204,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
SIVB,SIVB,SVB Financial Group,SVB Financial Group,2021-01-01,2023-03-15,True,False,,https://press.spglobal.com/2023-03-10-Insulet-Set-to-Join-S-P-500,0000719739,0000719739,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
SLG,SLG,SL Green Realty,SL Green Realty,2021-01-01,2021-03-22,True,False,,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,0001040971,0001040971,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
SOLS,SOLS,Solstice Advance Materials,Solstice Advance Materials,2025-10-30,2025-12-22,False,False,https://press.spglobal.com/2025-10-27-Solstice-Advance-Materials-and-Qnity-Electronics-Set-to-Join-S-P-500-Others-to-Join-S-P-SmallCap-600,https://press.spglobal.com/2025-12-05-CRH%2C-Carvana-and-Comfort-Systems-USA-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,0002064953,0002064953,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
TFX,TFX,Teleflex,Teleflex,2021-01-01,2025-03-24,True,False,,https://press.spglobal.com/2025-03-07-DoorDash%2C-TKO-Group-Holdings%2C-Williams-Sonoma-and-Expand-Energy-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,0000096943,0000096943,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
TIF,TIF,Tiffany & Co,Tiffany & Co,2021-01-01,2021-01-07,True,False,,https://press.spglobal.com/2020-12-30-Enphase-Energy-Set-to-Join-S-P-500-Capri-Holdings-Brooks-Automation-to-Join-S-P-MidCap-400-Celsius-Holdings-e-l-f-Beauty-to-Join-S-P-SmallCap-600,0000098246,0000098246,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
UA,UA,Under Armour Class C,Under Armour Class C,2021-01-01,2022-06-21,True,False,,https://press.spglobal.com/2022-06-03-Keurig-Dr-Pepper%2C-VICI-Properties-and-ON-Semiconductor-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400%2C-and-S-P-SmallCap-600,0001336917,0001336917,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
UAA,UAA,Under Armour Class A,Under Armour Class A,2021-01-01,2022-06-21,True,False,,https://press.spglobal.com/2022-06-03-Keurig-Dr-Pepper%2C-VICI-Properties-and-ON-Semiconductor-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400%2C-and-S-P-SmallCap-600,0001336917,0001336917,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
UNM,UNM,Unum Group,Unum Group,2021-01-01,2021-09-20,True,False,,https://press.spglobal.com/2021-09-03-Match-Group%2C-Ceridian-HCM-and-Brown-Brown-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,0000005513,0000005513,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
VFC,VFC,V.F.,V.F.,2021-01-01,2024-04-03,True,False,,https://press.spglobal.com/2024-03-27-GE-Vernova-and-Solventum-Set-to-Join-S-P-500-Dentsply-Sirona-to-Join-S-P-MidCap-400-Others-to-Join-S-P-SmallCap-600,0000103379,0000103379,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
VNO,VNO,Vornado Realty Trust,Vornado Realty Trust,2021-01-01,2023-01-05,True,False,,https://press.spglobal.com/2022-12-28-GE-HealthCare-Technologies-Set-to-Join-S-P-500-Vornado-Realty-Trust-to-Join-S-P-MidCap-400-RXO-to-Join-S-P-SmallCap-600,0000899689,0000899689,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
VNT,VNT,Vontier,Vontier,2021-01-01,2021-03-22,True,False,,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,0001786842,0001786842,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
WBA,WBA,Walgreens Boots Alliance,Walgreens Boots Alliance,2021-01-01,2025-08-28,True,False,,https://press.spglobal.com/2025-08-25-Interactive-Brokers-Group-Set-to-Join-S-P-500%2C-Talen-Energy-to-Join-S-P-MidCap-400-and-Kinetik-Holdings-to-Join-S-P-SmallCap-600,,0001618921,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
WHR,WHR,Whirlpool,Whirlpool,2021-01-01,2024-03-18,True,False,,https://press.spglobal.com/2024-03-01-Super-Micro-Computer-and-Deckers-Outdoor-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,0000106640,0000106640,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
WU,WU,The Western Union,The Western Union,2021-01-01,2021-12-20,True,False,,https://press.spglobal.com/2021-12-03-Signature-Bank%2C-SolarEdge-Technologies-and-FactSet-Research-Systems-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,0001365135,0001365135,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
XLNX,XLNX,Xilinx,Xilinx,2021-01-01,2022-02-15,True,False,,https://press.spglobal.com/2022-02-10-Nordson-Set-to-Join-S-P-500-PDC-Energy-to-Join-S-P-MidCap-400-XPEL-to-Join-S-P-SmallCap-600,,0000743988,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
XRAY,XRAY,Dentsply Sirona,Dentsply Sirona,2021-01-01,2024-04-03,True,False,,https://press.spglobal.com/2024-03-27-GE-Vernova-and-Solventum-Set-to-Join-S-P-500-Dentsply-Sirona-to-Join-S-P-MidCap-400-Others-to-Join-S-P-SmallCap-600,0000818479,0000818479,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
XRX,XRX,Xerox Holdings,Xerox Holdings,2021-01-01,2021-03-22,True,False,,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,0001770450,0001770450,STAGE3B2_CANDIDATE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
ZION,ZION,Zions Bancorporation,Zions Bancorporation,2021-01-01,2024-03-18,True,False,,https://press.spglobal.com/2024-03-01-Super-Micro-Computer-and-Deckers-Outdoor-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,,0001642140,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_MEMBERSHIP_PLUS_SEC_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_PLUS_SEC_IDENTITY,CLOSED_NO_NPORT_SOURCE_GAP
DISH,DISH,DISH Network,DISH Network,2021-01-01,2023-06-20,True,False,,https://press.spglobal.com/2023-06-02-Palo-Alto-Networks-Set-to-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,,,,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_SP500_MEMBERSHIP_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_RECONSTRUCTION,CLOSED_NO_NPORT_SOURCE_GAP
IPG,IPG,Interpublic Group,Interpublic Group,2021-01-01,2025-11-28,True,False,,https://press.spglobal.com/2025-11-24-Sandisk-Set-to-Join-S-P-500-Upwork%2C-First-Interstate-BancSystem%2C-PTC-Therapeutics-to-Join-S-P-SmallCap-600,,,,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_SP500_MEMBERSHIP_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_RECONSTRUCTION,CLOSED_NO_NPORT_SOURCE_GAP
NLSN,NLSN,Nielsen Holdings,Nielsen Holdings,2021-01-01,2022-10-12,True,False,,https://press.spglobal.com/2022-10-06-Targa-Resources-Set-to-Join-S-P-500-Lantheus-Holdings-to-Join-S-P-MidCap-400-Payoneer-Global-to-Join-S-P-SmallCap-600,,,,0,0,0,0,STABLE_PUBLIC_NAME_OFFICIAL_SP500_MEMBERSHIP_IDENTITY,OFFICIAL_SP500_MEMBERSHIP_RECONSTRUCTION,CLOSED_NO_NPORT_SOURCE_GAP
ATVI,ATVI,Activision Blizzard,Activision Blizzard,2021-01-01,2023-10-18,True,False,,https://press.spglobal.com/2023-10-13-Lululemon-Athletica-Hubbell-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,,0000718877,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_UNTIL_VALIDATED_MARKET_TERMINATION,OFFICIAL_SP500_MEMBERSHIP_PLUS_MARKET_TERMINATION,CLOSED_NO_NPORT_SOURCE_GAP
CTLT,CTLT,Catalent,Catalent,2021-01-01,2024-12-23,True,False,,https://press.spglobal.com/2024-12-18-Lennox-International-Set-to-Join-S-P-500-and-BILL-Holdings-to-Join-S-P-MidCap-400,,0001596783,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_UNTIL_VALIDATED_MARKET_TERMINATION,OFFICIAL_SP500_MEMBERSHIP_PLUS_MARKET_TERMINATION,CLOSED_NO_NPORT_SOURCE_GAP
CXO,CXO,Concho Resources,Concho Resources,2021-01-01,2021-01-21,True,False,,https://press.spglobal.com/2021-01-15-Trimble-Set-to-Join-S-P-500-YETI-Holdings-to-Join-S-P-MidCap-400-Hilltop-Holdings-to-Join-S-P-SmallCap-600,,,,0,0,0,0,STABLE_PUBLIC_NAME_UNTIL_VALIDATED_MARKET_TERMINATION,OFFICIAL_SP500_MEMBERSHIP_PLUS_MARKET_TERMINATION,CLOSED_NO_NPORT_SOURCE_GAP
HES,HES,Hess,Hess,2021-01-01,2025-07-23,True,False,,https://press.spglobal.com/2025-07-18-Block-Set-to-Join-S-P-500,,0000004447,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_UNTIL_VALIDATED_MARKET_TERMINATION,OFFICIAL_SP500_MEMBERSHIP_PLUS_MARKET_TERMINATION,CLOSED_NO_NPORT_SOURCE_GAP
INFO,INFO,IHS Markit,IHS Markit,2021-01-01,2022-03-02,True,False,,https://press.spglobal.com/2022-02-25-Molina-Healthcare-Set-to-Join-S-P-500-Range-Resources-to-Join-S-P-MidCap-400-Golden-Entertainment-to-Join-S-P-SmallCap-600,,0001598014,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_UNTIL_VALIDATED_MARKET_TERMINATION,OFFICIAL_SP500_MEMBERSHIP_PLUS_MARKET_TERMINATION,CLOSED_NO_NPORT_SOURCE_GAP
JNPR,JNPR,Juniper Networks,Juniper Networks,2021-01-01,2025-07-09,True,False,,https://press.spglobal.com/2025-07-02-Datadog-Set-to-Join-S-P-500,,0001043604,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_UNTIL_VALIDATED_MARKET_TERMINATION,OFFICIAL_SP500_MEMBERSHIP_PLUS_MARKET_TERMINATION,CLOSED_NO_NPORT_SOURCE_GAP
MRO,MRO,Marathon Oil,Marathon Oil,2021-01-01,2024-11-26,True,False,,https://press.spglobal.com/2024-11-21-Texas-Pacific-Land-Set-to-Join-S-P-500%2C-Mueller-Industries-to-Join-S-P-MidCap-400-and-Atlas-Energy-Solutions-to-Join-S-P-SmallCap-600,,0000101778,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_UNTIL_VALIDATED_MARKET_TERMINATION,OFFICIAL_SP500_MEMBERSHIP_PLUS_MARKET_TERMINATION,CLOSED_NO_NPORT_SOURCE_GAP
PXD,PXD,Pioneer Natural Resources,Pioneer Natural Resources,2021-01-01,2024-05-08,True,False,,https://press.spglobal.com/2024-05-03-Vistra-Set-to-Join-S-P-500-Aaon-to-Join-S-P-MidCap-400-Marathon-Digital-Holdings-to-Join-S-P-SmallCap-600,,0001038357,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_UNTIL_VALIDATED_MARKET_TERMINATION,OFFICIAL_SP500_MEMBERSHIP_PLUS_MARKET_TERMINATION,CLOSED_NO_NPORT_SOURCE_GAP
TWTR,TWTR,Twitter,Twitter,2021-01-01,2022-11-01,True,False,,https://press.spglobal.com/2022-10-27-Arch-Capital-Group-Set-to-Join-S-P-500-RXO-to-Join-S-P-MidCap-400-Bread-Financial-Holdings-to-Join-S-P-SmallCap-600,,0001418091,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_UNTIL_VALIDATED_MARKET_TERMINATION,OFFICIAL_SP500_MEMBERSHIP_PLUS_MARKET_TERMINATION,CLOSED_NO_NPORT_SOURCE_GAP
VAR,VAR,Varian Medical Systems,Varian Medical Systems,2021-01-01,2021-04-20,True,False,,https://press.spglobal.com/2021-04-15-PTC-Set-to-Join-S-P-500-Lattice-Semiconductor-Progyny-to-Join-S-P-MidCap-400-Domtar-to-Join-S-P-SmallCap-600,,0000203527,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,0,0,0,0,STABLE_PUBLIC_NAME_UNTIL_VALIDATED_MARKET_TERMINATION,OFFICIAL_SP500_MEMBERSHIP_PLUS_MARKET_TERMINATION,CLOSED_NO_NPORT_SOURCE_GAP
BBWI,BBWI,Bath & Body Works,Bath & Body Works,2021-01-01,2024-10-01,True,False,,https://press.spglobal.com/2024-09-24-Amentum-Set-to-Join-S-P-500-Bath-Body-Works-to-Join-S-P-SmallCap-600,0000701985,0000701985,STAGE3B2_CANDIDATE,1,0,0,0,TRUE_PIT_PUBLIC_NAME_STATE_TRANSITION,KNOWN_PRIMARY_SOURCE_PUBLIC_IDENTITY_EVENT,CLOSED_NO_NPORT_SOURCE_GAP
FBHS,FBHS,Fortune Brands Home & Security,Fortune Brands Home & Security,2021-01-01,2022-12-19,True,False,,https://press.spglobal.com/2022-12-12-First-Solar-Set-to-Join-S-P-500-Fortune-Brands-Innovations-to-Join-S-P-MidCap-400-MasterBrand-to-Join-S-P-SmallCap-600,,0001519751,UNIQUE_EXACT_SEC_CIK_LOOKUP_NAME_CORE,1,0,0,0,TRUE_PIT_PUBLIC_NAME_STATE_TRANSITION,KNOWN_PRIMARY_SOURCE_PUBLIC_IDENTITY_EVENT,CLOSED_NO_NPORT_SOURCE_GAP
K,K,Kellanova,Kellanova,2021-01-01,2025-12-11,True,False,,https://press.spglobal.com/2025-12-08-Ares-Management-Set-to-Join-S-P-500-Sezzle-and-Vital-Farms-to-Join-S-P-SmallCap-600,0000055067,0000055067,STAGE3B2_CANDIDATE,1,0,0,0,TRUE_PIT_PUBLIC_NAME_STATE_TRANSITION,KNOWN_PRIMARY_SOURCE_PUBLIC_IDENTITY_EVENT,CLOSED_NO_NPORT_SOURCE_GAP
NOV,NOV,NOV,NOV,2021-01-01,2021-09-20,True,False,,https://press.spglobal.com/2021-09-03-Match-Group%2C-Ceridian-HCM-and-Brown-Brown-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,0001021860,0001021860,STAGE3B2_CANDIDATE,1,0,0,0,TRUE_PIT_PUBLIC_NAME_STATE_TRANSITION,KNOWN_PRIMARY_SOURCE_PUBLIC_IDENTITY_EVENT,CLOSED_NO_NPORT_SOURCE_GAP
PENN,PENN,Penn National Gaming,Penn National Gaming,2021-03-22,2022-09-19,False,False,https://press.spglobal.com/2021-03-12-NXP-Semiconductors-Penn-National-Gaming-Generac-Holdings-and-Caesars-Entertainment-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-S-P-SmallCap-600-and-S-P-100,https://press.spglobal.com/2022-09-02-CoStar-Group%2C-Invitation-Homes-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,0000921738,0000921738,STAGE3B2_CANDIDATE,1,0,0,0,TRUE_PIT_PUBLIC_NAME_STATE_TRANSITION,KNOWN_PRIMARY_SOURCE_PUBLIC_IDENTITY_EVENT,CLOSED_NO_NPORT_SOURCE_GAP
