anchor_id,date,ticker,canonical_company_name,ambiguity_tier,matched_source_documents,matched_namesets,total_source_documents,total_namesets,malformed_rows,configured_csv_field_limit,news_attention_share,mentions_per_100k_source_documents
A2021,2021-01-14,WMB,"The Williams Companies, Inc.",MEDIUM,0,0,130817,86832,1,922337203,0.0,0.0
A2021,2021-01-14,IRM,Iron Mountain Incorporated,HIGH,3,3,130817,86832,1,922337203,2.29327992539196e-05,2.2932799253919596
A2021,2021-01-14,MOS,The Mosaic Company,HIGH,4,2,130817,86832,1,922337203,3.05770656718928e-05,3.0577065671892796
A2021,2021-01-14,TPL,Texas Pacific Land Corporation,MEDIUM,0,0,130817,86832,1,922337203,0.0,0.0
A2021,2021-01-15,NVDA,NVIDIA Corporation,LOW,75,63,126280,81481,1,922337203,0.0005939182768451061,59.39182768451061
A2021,2021-01-15,NFLX,"Netflix, Inc.",LOW,970,691,126280,81481,1,922337203,0.007681343047196706,768.1343047196706
A2021,2021-01-15,NUE,Nucor Corporation,LOW,3,3,126280,81481,1,922337203,2.3756731073804245e-05,2.3756731073804245
A2021,2021-01-15,ALB,Albemarle Corporation,LOW,4,2,126280,81481,1,922337203,3.167564143173899e-05,3.1675641431738994
A2021,2021-01-15,WMT,Walmart Inc.,LOW,304,244,126280,81481,1,922337203,0.0024073487488121634,240.73487488121634
A2021,2021-01-15,META,"Meta Platforms, Inc.",MEDIUM,5339,3707,126280,81481,1,922337203,0.04227906240101362,4227.906240101362
A2021,2021-01-15,CEG,Constellation Energy Corporation,MEDIUM,0,0,126280,81481,1,922337203,0.0,0.0
A2021,2021-01-15,LLY,Eli Lilly and Company,MEDIUM,61,40,126280,81481,1,922337203,0.00048305353183401964,48.30535318340196
A2021,2021-01-15,TSLA,"Tesla, Inc.",MEDIUM,36,33,126280,81481,1,922337203,0.00028508077288565093,28.508077288565094
A2021,2021-01-15,MPC,Marathon Petroleum Corporation,MEDIUM,5,5,126280,81481,1,922337203,3.959455178967374e-05,3.959455178967374
A2021,2021-01-15,NRG,"NRG Energy, Inc.",MEDIUM,0,0,126280,81481,1,922337203,0.0,0.0
A2021,2021-01-15,WMB,"The Williams Companies, Inc.",MEDIUM,0,0,126280,81481,1,922337203,0.0,0.0
A2021,2021-01-15,IRM,Iron Mountain Incorporated,HIGH,4,2,126280,81481,1,922337203,3.167564143173899e-05,3.1675641431738994
A2021,2021-01-15,MOS,The Mosaic Company,HIGH,9,3,126280,81481,1,922337203,7.127019322141273e-05,7.127019322141273
A2021,2021-01-15,TPL,Texas Pacific Land Corporation,MEDIUM,1,1,126280,81481,1,922337203,7.918910357934748e-06,0.7918910357934749
A2021,2021-01-16,NVDA,NVIDIA Corporation,LOW,19,19,76429,48347,1,922337203,0.000248596736840728,24.8596736840728
A2021,2021-01-16,NFLX,"Netflix, Inc.",LOW,617,388,76429,48347,1,922337203,0.008072851927933115,807.2851927933115
A2021,2021-01-16,NUE,Nucor Corporation,LOW,0,0,76429,48347,1,922337203,0.0,0.0
A2021,2021-01-16,ALB,Albemarle Corporation,LOW,3,3,76429,48347,1,922337203,3.925211634327284e-05,3.925211634327284
A2021,2021-01-16,WMT,Walmart Inc.,LOW,259,157,76429,48347,1,922337203,0.003388766044302555,338.87660443025555
A2021,2021-01-16,META,"Meta Platforms, Inc.",MEDIUM,3654,2377,76429,48347,1,922337203,0.04780907770610632,4780.907770610632
A2021,2021-01-16,CEG,Constellation Energy Corporation,MEDIUM,0,0,76429,48347,1,922337203,0.0,0.0
A2021,2021-01-16,LLY,Eli Lilly and Company,MEDIUM,25,22,76429,48347,1,922337203,0.00032710096952727366,32.71009695272737
A2021,2021-01-16,TSLA,"Tesla, Inc.",MEDIUM,16,16,76429,48347,1,922337203,0.00020934462049745515,20.934462049745516
A2021,2021-01-16,MPC,Marathon Petroleum Corporation,MEDIUM,2,2,76429,48347,1,922337203,2.6168077562181894e-05,2.6168077562181895
A2021,2021-01-16,NRG,"NRG Energy, Inc.",MEDIUM,0,0,76429,48347,1,922337203,0.0,0.0
A2021,2021-01-16,WMB,"The Williams Companies, Inc.",MEDIUM,0,0,76429,48347,1,922337203,0.0,0.0
A2021,2021-01-16,IRM,Iron Mountain Incorporated,HIGH,1,1,76429,48347,1,922337203,1.3084038781090947e-05,1.3084038781090948
A2021,2021-01-16,MOS,The Mosaic Company,HIGH,1,1,76429,48347,1,922337203,1.3084038781090947e-05,1.3084038781090948
A2021,2021-01-16,TPL,Texas Pacific Land Corporation,MEDIUM,0,0,76429,48347,1,922337203,0.0,0.0
A2021,2021-01-17,NVDA,NVIDIA Corporation,LOW,13,9,65027,41235,1,922337203,0.00019991695757147032,19.99169575714703
A2021,2021-01-17,NFLX,"Netflix, Inc.",LOW,393,331,65027,41235,1,922337203,0.006043643409660603,604.3643409660602
A2021,2021-01-17,NUE,Nucor Corporation,LOW,0,0,65027,41235,1,922337203,0.0,0.0
A2021,2021-01-17,ALB,Albemarle Corporation,LOW,1,1,65027,41235,1,922337203,1.5378227505497718e-05,1.5378227505497717
A2021,2021-01-17,WMT,Walmart Inc.,LOW,134,93,65027,41235,1,922337203,0.002060682485736694,206.0682485736694
A2021,2021-01-17,META,"Meta Platforms, Inc.",MEDIUM,3009,2036,65027,41235,1,922337203,0.04627308656404263,4627.308656404263
A2021,2021-01-17,CEG,Constellation Energy Corporation,MEDIUM,0,0,65027,41235,1,922337203,0.0,0.0
A2021,2021-01-17,LLY,Eli Lilly and Company,MEDIUM,22,18,65027,41235,1,922337203,0.00033832100512094977,33.832100512094975
A2021,2021-01-17,TSLA,"Tesla, Inc.",MEDIUM,12,12,65027,41235,1,922337203,0.0001845387300659726,18.45387300659726
A2021,2021-01-17,MPC,Marathon Petroleum Corporation,MEDIUM,0,0,65027,41235,1,922337203,0.0,0.0
A2021,2021-01-17,NRG,"NRG Energy, Inc.",MEDIUM,0,0,65027,41235,1,922337203,0.0,0.0
A2021,2021-01-17,WMB,"The Williams Companies, Inc.",MEDIUM,0,0,65027,41235,1,922337203,0.0,0.0
A2021,2021-01-17,IRM,Iron Mountain Incorporated,HIGH,1,1,65027,41235,1,922337203,1.5378227505497718e-05,1.5378227505497717
A2021,2021-01-17,MOS,The Mosaic Company,HIGH,0,0,65027,41235,1,922337203,0.0,0.0
A2021,2021-01-17,TPL,Texas Pacific Land Corporation,MEDIUM,1,1,65027,41235,1,922337203,1.5378227505497718e-05,1.5378227505497717
A2022,2022-04-11,NVDA,NVIDIA Corporation,LOW,73,63,92410,62694,1,922337203,0.0007899577967752408,78.99577967752408
A2022,2022-04-11,NFLX,"Netflix, Inc.",LOW,599,439,92410,62694,1,922337203,0.006481982469429715,648.1982469429715
A2022,2022-04-11,NUE,Nucor Corporation,LOW,0,0,92410,62694,1,922337203,0.0,0.0
A2022,2022-04-11,ALB,Albemarle Corporation,LOW,4,2,92410,62694,1,922337203,4.328535872741045e-05,4.328535872741045
A2022,2022-04-11,WMT,Walmart Inc.,LOW,641,330,92410,62694,1,922337203,0.006936478736067525,693.6478736067526
A2022,2022-04-11,META,"Meta Platforms, Inc.",MEDIUM,2486,1874,92410,62694,1,922337203,0.026901850449085597,2690.1850449085596
A2022,2022-04-11,CEG,Constellation Energy Corporation,MEDIUM,1,1,92410,62694,1,922337203,1.0821339681852613e-05,1.0821339681852613
A2022,2022-04-11,LLY,Eli Lilly and Company,MEDIUM,43,36,92410,62694,1,922337203,0.00046531760631966237,46.531760631966236
A2022,2022-04-11,TSLA,"Tesla, Inc.",MEDIUM,97,85,92410,62694,1,922337203,0.0010496699491397035,104.96699491397035
A2022,2022-04-11,MPC,Marathon Petroleum Corporation,MEDIUM,4,3,92410,62694,1,922337203,4.328535872741045e-05,4.328535872741045
A2022,2022-04-11,NRG,"NRG Energy, Inc.",MEDIUM,0,0,92410,62694,1,922337203,0.0,0.0
A2022,2022-04-11,WMB,"The Williams Companies, Inc.",MEDIUM,2,2,92410,62694,1,922337203,2.1642679363705225e-05,2.1642679363705226
A2022,2022-04-11,IRM,Iron Mountain Incorporated,HIGH,3,3,92410,62694,1,922337203,3.246401904555784e-05,3.246401904555784
A2022,2022-04-11,MOS,The Mosaic Company,HIGH,8,5,92410,62694,1,922337203,8.65707174548209e-05,8.65707174548209
A2022,2022-04-11,TPL,Texas Pacific Land Corporation,MEDIUM,0,0,92410,62694,1,922337203,0.0,0.0
A2022,2022-04-12,NVDA,NVIDIA Corporation,LOW,91,67,104748,70039,1,922337203,0.0008687516706762898,86.87516706762898
A2022,2022-04-12,NFLX,"Netflix, Inc.",LOW,663,502,104748,70039,1,922337203,0.006329476457784397,632.9476457784397
A2022,2022-04-12,NUE,Nucor Corporation,LOW,4,4,104748,70039,1,922337203,3.818688662313362e-05,3.818688662313362
A2022,2022-04-12,ALB,Albemarle Corporation,LOW,2,1,104748,70039,1,922337203,1.909344331156681e-05,1.909344331156681
A2022,2022-04-12,WMT,Walmart Inc.,LOW,301,228,104748,70039,1,922337203,0.0028735632183908046,287.35632183908046
A2022,2022-04-12,META,"Meta Platforms, Inc.",MEDIUM,2794,2111,104748,70039,1,922337203,0.02667354030625883,2667.3540306258833
A2022,2022-04-12,CEG,Constellation Energy Corporation,MEDIUM,21,14,104748,70039,1,922337203,0.00020048115477145148,20.04811547714515
A2022,2022-04-12,LLY,Eli Lilly and Company,MEDIUM,23,18,104748,70039,1,922337203,0.0002195745980830183,21.95745980830183
A2022,2022-04-12,TSLA,"Tesla, Inc.",MEDIUM,49,47,104748,70039,1,922337203,0.0004677893611333868,46.77893611333868
A2022,2022-04-12,MPC,Marathon Petroleum Corporation,MEDIUM,1,1,104748,70039,1,922337203,9.546721655783405e-06,0.9546721655783404
A2022,2022-04-12,NRG,"NRG Energy, Inc.",MEDIUM,0,0,104748,70039,1,922337203,0.0,0.0
A2022,2022-04-12,WMB,"The Williams Companies, Inc.",MEDIUM,1,1,104748,70039,1,922337203,9.546721655783405e-06,0.9546721655783404
A2022,2022-04-12,IRM,Iron Mountain Incorporated,HIGH,2,1,104748,70039,1,922337203,1.909344331156681e-05,1.909344331156681
A2022,2022-04-12,MOS,The Mosaic Company,HIGH,4,2,104748,70039,1,922337203,3.818688662313362e-05,3.818688662313362
A2022,2022-04-12,TPL,Texas Pacific Land Corporation,MEDIUM,0,0,104748,70039,1,922337203,0.0,0.0
A2022,2022-04-13,NVDA,NVIDIA Corporation,LOW,54,49,104597,71820,1,922337203,0.0005162671969559357,51.626719695593565
A2022,2022-04-13,NFLX,"Netflix, Inc.",LOW,935,571,104597,71820,1,922337203,0.008939070910255552,893.9070910255552
A2022,2022-04-13,NUE,Nucor Corporation,LOW,1,1,104597,71820,1,922337203,9.56050364733214e-06,0.9560503647332141
A2022,2022-04-13,ALB,Albemarle Corporation,LOW,3,3,104597,71820,1,922337203,2.8681510941996424e-05,2.8681510941996424
A2022,2022-04-13,WMT,Walmart Inc.,LOW,324,214,104597,71820,1,922337203,0.003097603181735614,309.76031817356136
A2022,2022-04-13,META,"Meta Platforms, Inc.",MEDIUM,2804,2089,104597,71820,1,922337203,0.026807652227119325,2680.7652227119324
A2022,2022-04-13,CEG,Constellation Energy Corporation,MEDIUM,2,2,104597,71820,1,922337203,1.912100729466428e-05,1.9121007294664283
A2022,2022-04-13,LLY,Eli Lilly and Company,MEDIUM,24,24,104597,71820,1,922337203,0.0002294520875359714,22.94520875359714
A2022,2022-04-13,TSLA,"Tesla, Inc.",MEDIUM,74,55,104597,71820,1,922337203,0.0007074772699025785,70.74772699025785
A2022,2022-04-13,MPC,Marathon Petroleum Corporation,MEDIUM,3,1,104597,71820,1,922337203,2.8681510941996424e-05,2.8681510941996424
A2022,2022-04-13,NRG,"NRG Energy, Inc.",MEDIUM,0,0,104597,71820,1,922337203,0.0,0.0
A2022,2022-04-13,WMB,"The Williams Companies, Inc.",MEDIUM,0,0,104597,71820,1,922337203,0.0,0.0
A2022,2022-04-13,IRM,Iron Mountain Incorporated,HIGH,1,1,104597,71820,1,922337203,9.56050364733214e-06,0.9560503647332141
A2022,2022-04-13,MOS,The Mosaic Company,HIGH,4,4,104597,71820,1,922337203,3.824201458932856e-05,3.8242014589328566
A2022,2022-04-13,TPL,Texas Pacific Land Corporation,MEDIUM,0,0,104597,71820,1,922337203,0.0,0.0
A2022,2022-04-14,NVDA,NVIDIA Corporation,LOW,43,39,101187,69578,1,922337203,0.00042495577495132774,42.49557749513277
A2022,2022-04-14,NFLX,"Netflix, Inc.",LOW,871,504,101187,69578,1,922337203,0.008607825115874568,860.7825115874568
A2022,2022-04-14,NUE,Nucor Corporation,LOW,0,0,101187,69578,1,922337203,0.0,0.0
A2022,2022-04-14,ALB,Albemarle Corporation,LOW,4,4,101187,69578,1,922337203,3.9530769762914206e-05,3.953076976291421
A2022,2022-04-14,WMT,Walmart Inc.,LOW,252,188,101187,69578,1,922337203,0.002490438495063595,249.04384950635952
A2022,2022-04-14,META,"Meta Platforms, Inc.",MEDIUM,2962,2124,101187,69578,1,922337203,0.02927253500943797,2927.253500943797
A2022,2022-04-14,CEG,Constellation Energy Corporation,MEDIUM,1,1,101187,69578,1,922337203,9.882692440728552e-06,0.9882692440728552
A2022,2022-04-14,LLY,Eli Lilly and Company,MEDIUM,40,28,101187,69578,1,922337203,0.0003953076976291421,39.53076976291421
A2022,2022-04-14,TSLA,"Tesla, Inc.",MEDIUM,103,87,101187,69578,1,922337203,0.001017917321395041,101.79173213950409
A2022,2022-04-14,MPC,Marathon Petroleum Corporation,MEDIUM,0,0,101187,69578,1,922337203,0.0,0.0
A2022,2022-04-14,NRG,"NRG Energy, Inc.",MEDIUM,0,0,101187,69578,1,922337203,0.0,0.0
A2022,2022-04-14,WMB,"The Williams Companies, Inc.",MEDIUM,0,0,101187,69578,1,922337203,0.0,0.0
A2022,2022-04-14,IRM,Iron Mountain Incorporated,HIGH,1,1,101187,69578,1,922337203,9.882692440728552e-06,0.9882692440728552
A2022,2022-04-14,MOS,The Mosaic Company,HIGH,2,2,101187,69578,1,922337203,1.9765384881457103e-05,1.9765384881457104
A2022,2022-04-14,TPL,Texas Pacific Land Corporation,MEDIUM,2,2,101187,69578,1,922337203,1.9765384881457103e-05,1.9765384881457104
A2022,2022-04-15,NVDA,NVIDIA Corporation,LOW,25,19,83390,54622,1,922337203,0.0002997961386257345,29.97961386257345
A2022,2022-04-15,NFLX,"Netflix, Inc.",LOW,935,465,83390,54622,1,922337203,0.01121237558460247,1121.237558460247
A2022,2022-04-15,NUE,Nucor Corporation,LOW,3,3,83390,54622,1,922337203,3.597553663508814e-05,3.597553663508814
A2022,2022-04-15,ALB,Albemarle Corporation,LOW,3,1,83390,54622,1,922337203,3.597553663508814e-05,3.597553663508814
A2022,2022-04-15,WMT,Walmart Inc.,LOW,307,182,83390,54622,1,922337203,0.0036814965823240195,368.149658232402
A2022,2022-04-15,META,"Meta Platforms, Inc.",MEDIUM,2620,1768,83390,54622,1,922337203,0.03141863532797697,3141.8635327976976
A2022,2022-04-15,CEG,Constellation Energy Corporation,MEDIUM,0,0,83390,54622,1,922337203,0.0,0.0
A2022,2022-04-15,LLY,Eli Lilly and Company,MEDIUM,19,15,83390,54622,1,922337203,0.00022784506535555822,22.78450653555582
A2022,2022-04-15,TSLA,"Tesla, Inc.",MEDIUM,51,48,83390,54622,1,922337203,0.0006115841227964984,61.15841227964984
A2022,2022-04-15,MPC,Marathon Petroleum Corporation,MEDIUM,0,0,83390,54622,1,922337203,0.0,0.0
A2022,2022-04-15,NRG,"NRG Energy, Inc.",MEDIUM,0,0,83390,54622,1,922337203,0.0,0.0
A2022,2022-04-15,WMB,"The Williams Companies, Inc.",MEDIUM,1,1,83390,54622,1,922337203,1.199184554502938e-05,1.199184554502938
A2022,2022-04-15,IRM,Iron Mountain Incorporated,HIGH,1,1,83390,54622,1,922337203,1.199184554502938e-05,1.199184554502938
A2022,2022-04-15,MOS,The Mosaic Company,HIGH,0,0,83390,54622,1,922337203,0.0,0.0
A2022,2022-04-15,TPL,Texas Pacific Land Corporation,MEDIUM,0,0,83390,54622,1,922337203,0.0,0.0
A2022,2022-04-16,NVDA,NVIDIA Corporation,LOW,11,11,55414,35130,1,922337203,0.00019850579275995235,19.850579275995237
A2022,2022-04-16,NFLX,"Netflix, Inc.",LOW,676,296,55414,35130,1,922337203,0.012199083264157072,1219.9083264157073
A2022,2022-04-16,NUE,Nucor Corporation,LOW,0,0,55414,35130,1,922337203,0.0,0.0
A2022,2022-04-16,ALB,Albemarle Corporation,LOW,1,1,55414,35130,1,922337203,1.8045981159995668e-05,1.804598115999567
A2022,2022-04-16,WMT,Walmart Inc.,LOW,227,119,55414,35130,1,922337203,0.004096437723319017,409.6437723319017
A2022,2022-04-16,META,"Meta Platforms, Inc.",MEDIUM,1741,1222,55414,35130,1,922337203,0.03141805319955246,3141.805319955246
A2022,2022-04-16,CEG,Constellation Energy Corporation,MEDIUM,0,0,55414,35130,1,922337203,0.0,0.0
A2022,2022-04-16,LLY,Eli Lilly and Company,MEDIUM,1,1,55414,35130,1,922337203,1.8045981159995668e-05,1.804598115999567
A2022,2022-04-16,TSLA,"Tesla, Inc.",MEDIUM,38,36,55414,35130,1,922337203,0.0006857472840798354,68.57472840798354
A2022,2022-04-16,MPC,Marathon Petroleum Corporation,MEDIUM,1,1,55414,35130,1,922337203,1.8045981159995668e-05,1.804598115999567
A2022,2022-04-16,NRG,"NRG Energy, Inc.",MEDIUM,0,0,55414,35130,1,922337203,0.0,0.0
A2022,2022-04-16,WMB,"The Williams Companies, Inc.",MEDIUM,0,0,55414,35130,1,922337203,0.0,0.0
A2022,2022-04-16,IRM,Iron Mountain Incorporated,HIGH,2,2,55414,35130,1,922337203,3.6091962319991336e-05,3.609196231999134
A2022,2022-04-16,MOS,The Mosaic Company,HIGH,0,0,55414,35130,1,922337203,0.0,0.0
A2022,2022-04-16,TPL,Texas Pacific Land Corporation,MEDIUM,0,0,55414,35130,1,922337203,0.0,0.0
A2022,2022-04-17,NVDA,NVIDIA Corporation,LOW,8,8,47870,31425,1,922337203,0.00016711928138709003,16.711928138709002
A2022,2022-04-17,NFLX,"Netflix, Inc.",LOW,419,260,47870,31425,1,922337203,0.00875287236264884,875.2872362648841
A2022,2022-04-17,NUE,Nucor Corporation,LOW,0,0,47870,31425,1,922337203,0.0,0.0
A2022,2022-04-17,ALB,Albemarle Corporation,LOW,0,0,47870,31425,1,922337203,0.0,0.0
A2022,2022-04-17,WMT,Walmart Inc.,LOW,92,80,47870,31425,1,922337203,0.0019218717359515355,192.18717359515355
A2022,2022-04-17,META,"Meta Platforms, Inc.",MEDIUM,1341,942,47870,31425,1,922337203,0.028013369542510966,2801.336954251097
A2022,2022-04-17,CEG,Constellation Energy Corporation,MEDIUM,0,0,47870,31425,1,922337203,0.0,0.0
A2022,2022-04-17,LLY,Eli Lilly and Company,MEDIUM,4,2,47870,31425,1,922337203,8.355964069354502e-05,8.355964069354501
A2022,2022-04-17,TSLA,"Tesla, Inc.",MEDIUM,22,22,47870,31425,1,922337203,0.0004595780238144976,45.95780238144976
A2022,2022-04-17,MPC,Marathon Petroleum Corporation,MEDIUM,0,0,47870,31425,1,922337203,0.0,0.0
A2022,2022-04-17,NRG,"NRG Energy, Inc.",MEDIUM,0,0,47870,31425,1,922337203,0.0,0.0
A2022,2022-04-17,WMB,"The Williams Companies, Inc.",MEDIUM,0,0,47870,31425,1,922337203,0.0,0.0
A2022,2022-04-17,IRM,Iron Mountain Incorporated,HIGH,0,0,47870,31425,1,922337203,0.0,0.0
A2022,2022-04-17,MOS,The Mosaic Company,HIGH,0,0,47870,31425,1,922337203,0.0,0.0
A2022,2022-04-17,TPL,Texas Pacific Land Corporation,MEDIUM,0,0,47870,31425,1,922337203,0.0,0.0
A2023,2023-07-10,NVDA,NVIDIA Corporation,LOW,79,79,122328,109152,1,922337203,0.0006458047217317377,64.58047217317376
A2023,2023-07-10,NFLX,"Netflix, Inc.",LOW,790,772,122328,109152,1,922337203,0.0064580472173173765,645.8047217317376
A2023,2023-07-10,NUE,Nucor Corporation,LOW,0,0,122328,109152,1,922337203,0.0,0.0
A2023,2023-07-10,ALB,Albemarle Corporation,LOW,2,2,122328,109152,1,922337203,1.634948662611994e-05,1.634948662611994
A2023,2023-07-10,WMT,Walmart Inc.,LOW,283,278,122328,109152,1,922337203,0.0023134523575959716,231.34523575959716
A2023,2023-07-10,META,"Meta Platforms, Inc.",MEDIUM,3335,3220,122328,109152,1,922337203,0.027262768949055,2726.2768949055
