filename,catalog_md5,catalog_size_bytes
20160813.gkg.csv.zip,dc816d29e2d812faa2c69babedc70fb7,39453562
20160814.gkg.csv.zip,0a4bacdc0ef65b47e161c9d995a51189,37185039
20160815.gkg.csv.zip,e6faf15a754defb7e890f9cf1783d84c,62994038
20160816.gkg.csv.zip,d58bf2aa3155ebc326435d267c0d06a8,71131171
20160817.gkg.csv.zip,b4050d68d3ee46a65ca8b582c66a3ed3,71906494
20160818.gkg.csv.zip,b3cbdc17468d68dc42f8d9a87a76800f,72443178
20160819.gkg.csv.zip,b9c094da5295bb37f423825a5a8749c3,68111790
20160820.gkg.csv.zip,21898fa90849de00eedc543e79626959,38829372
20160821.gkg.csv.zip,af2cdd839d5feecf86c2e88ac7cf113d,37312777
20160822.gkg.csv.zip,5504ee5417b1b1f6a182878d00c09c40,65309192
20160823.gkg.csv.zip,50da7cadae3dc897c5d3065600915052,72448449
20160824.gkg.csv.zip,81db22f67420ff5ef425792cc9d1d470,77026068
20160825.gkg.csv.zip,d5a57938b335d3f7ec5107833614b213,77161065
20160826.gkg.csv.zip,6a45ddb4b20844c39743ffc2e59f5367,70424239
20160827.gkg.csv.zip,3601d83281bb3a892927cf4abc9856f3,40657109
20160828.gkg.csv.zip,d08e57a36a34b306f3cbc495ae419fbd,37410255
20160829.gkg.csv.zip,ff75565409d5a870587f20e0d69e0055,64523577
20160830.gkg.csv.zip,e364ded0bbecbde95af365551f8ec5da,72270099
20160831.gkg.csv.zip,769d8ce7e6ee57dc9e83fdc81417471e,75031492
20160901.gkg.csv.zip,2aca0b3ca08d4c67172408355ad1cd98,74123086
20160902.gkg.csv.zip,a5ad9ee0fd2f6c78ba415ae5da82e142,67969718
20160903.gkg.csv.zip,57f3d21a093a6be2b5602cf95831d79f,40808991
20160904.gkg.csv.zip,52ee62339f2e2c5a65cbfb64abce5150,37062263
20160905.gkg.csv.zip,3c499ddca7f2f8404186016df49f5bd4,53326662
20160906.gkg.csv.zip,ab1adcef7fba6335211f924443ba00fe,69667712
20160907.gkg.csv.zip,de1fab9357cbaf703d26767b32ff6203,74188675
20160908.gkg.csv.zip,314ecdcaaf1742e754c9116e9028e98d,74170308
20160909.gkg.csv.zip,7a498f40e9c5bc08e5524ade4105b422,70630728
20160910.gkg.csv.zip,7cb6c9938c070b601636b59d485ceb41,41190036
20160911.gkg.csv.zip,0582c7eb3f9f67bfca60e9038fb7bda4,37102531
20160912.gkg.csv.zip,3d24401f4a1164c71ff83f9d55ee8672,64109616
20160913.gkg.csv.zip,9b9abc8cfde03d8b6f42fcd8a92922db,71196062
20160914.gkg.csv.zip,c0a428ff2a61e7f3a3de64fe004d6ff6,71572197
20160915.gkg.csv.zip,0e813cfa79dd7ea4adcd8ef8d32524e7,73183667
20160916.gkg.csv.zip,d5afd2f5e61917f2c1c88fb10307139a,68122497
20160917.gkg.csv.zip,b7b96702b7eaefa373cacfda65270590,40290786
20160918.gkg.csv.zip,c0fc3886e3f23f09129b8906935a86b6,38941698
20160919.gkg.csv.zip,efa8c44adcbaf4d7746593f78d3a753c,70367467
20160920.gkg.csv.zip,f640106e2bc05e2d8cdefab02c578d3d,75328609
20160921.gkg.csv.zip,9f78349414b2a46a0ac886919a2c0baa,76747968
20160922.gkg.csv.zip,248d3ba59f22270f8faa1f035d123322,76210131
20160923.gkg.csv.zip,872e2a7e7a92442add22a428581f5009,70235266
20160924.gkg.csv.zip,27a936bf6897f59b383981fe491c2642,41424475
20160925.gkg.csv.zip,d391513a7943874b0446b5f0836aeb18,37908788
20160926.gkg.csv.zip,815c998b280051fe66576df80024b37f,65982488
20160927.gkg.csv.zip,c4dd4077bfbb1db0206d83f2b32453c4,74599434
20160928.gkg.csv.zip,f4a767042636984f5a01ab745dd9e1a6,77736297
20160929.gkg.csv.zip,464f5385137516f0cf2a622dc532d11b,75513394
20160930.gkg.csv.zip,05c1a7b8f571c88776985e87b3d136cc,72641395
20161001.gkg.csv.zip,73bce37c01d79ad7c731380c37151435,40590576
20161002.gkg.csv.zip,0709e9b0f058a46cd0dde65496d46f20,37442044
20161003.gkg.csv.zip,0d304c3dee81469fa02a3156a2d127c3,66747591
20161004.gkg.csv.zip,502139b8dc2bb6c7369b07b669120a0b,73180186
20161005.gkg.csv.zip,46090a3d8ed79630045c3386af033633,77958225
20161006.gkg.csv.zip,f97ca6854f68971c1a5bc211021cbe04,77069054
20161007.gkg.csv.zip,605074196f990b85ca9c58dd2410a1a2,73045622
20161008.gkg.csv.zip,f04e2559fe6c310ef0646e8abd20a9ad,44133909
20161009.gkg.csv.zip,aefc80b23d313a8c50e7e2b3e27f9eca,40488311
20161010.gkg.csv.zip,8ddabf4fb55bbb15c962d9dfe5a54dd2,66888019
20161011.gkg.csv.zip,d1c64879bd6bc0153ad4b5e66ef65415,70252797
20161012.gkg.csv.zip,033ddf66728b67d468d2432a55177841,70156758
20161013.gkg.csv.zip,64d891953b49e8021bb198c5acf0524e,72780514
20161014.gkg.csv.zip,17c3c151a61e2b0f7a2927a7e971897d,71007482
20161015.gkg.csv.zip,459bff840f26c7b766d5f4d378b7b53a,42421728
20161016.gkg.csv.zip,29734ea9743729d3d2c37b9949b1e5d2,38158138
20161017.gkg.csv.zip,9b6d7d20d323eda34bf77be242555e31,67263439
20161018.gkg.csv.zip,99aec2a0cda3a800ce9c65d1842a0e39,73065485
20161019.gkg.csv.zip,8f07ece08b00927b7f7862311d087549,74634328
20161020.gkg.csv.zip,115d216187e3524bb995b6c8dcd3e583,77162479
20161021.gkg.csv.zip,e6bba1ffb1ff4c561846290a9213d54f,70880403
20161022.gkg.csv.zip,dc6f04565c47e486d1702628501cf27c,41261848
20161023.gkg.csv.zip,8b8d03d3bec8352390adaaf22ecb3481,37293036
20161024.gkg.csv.zip,1b146412ebda19cf9d83b9dcf80c7c0c,65932553
20161025.gkg.csv.zip,8c1c043b4674a3a530b1e703ba891108,73918015
20161026.gkg.csv.zip,94912e9f5aaf8d9b7e203a2b9f795b41,75494979
20161027.gkg.csv.zip,878930235b571795853dc61892a1587e,76176537
20161028.gkg.csv.zip,3b11f57ee35d40171fffca8afb9cf054,72542424
20161029.gkg.csv.zip,52afb1315871efa0d5732e3b940fe100,40573108
20161030.gkg.csv.zip,6a761e5a0ad36d8157abcbcac7e15fa5,38180846
20161031.gkg.csv.zip,3bbc13b881282a338af5373e2b00d0d4,66401133
20161101.gkg.csv.zip,ee6b13094848e0469a44ae1bb75887d6,70965119
20161102.gkg.csv.zip,81880177bab151d263cc441332b2a42f,75135999
20161103.gkg.csv.zip,849a0505e8b33c46ed679539b4f7859d,75578021
20161104.gkg.csv.zip,5f03729644cad4fee80585bbf2d04296,72589232
20161105.gkg.csv.zip,228d7d79fee81fecffb944aacb47954d,42811697
20161106.gkg.csv.zip,8ab90f84d00875467f3d7c49da8e7f3f,38406198
20161107.gkg.csv.zip,1b89bc114159f9f87abba01349568b89,69213261
20161108.gkg.csv.zip,95556af015fafb919ad100d0c8b2c70b,72018236
20161109.gkg.csv.zip,1839886405c6651b26ce2f187e516dbb,84334810
20161110.gkg.csv.zip,8287e7e8e595f222143f59b7dba3534a,75410669
20161111.gkg.csv.zip,7a1663b2aeb5ab04a997036c7fa3e47c,68380415
20161112.gkg.csv.zip,ea8c022b4a95e27583491e4f9a6f063e,41285962
20161113.gkg.csv.zip,36ad0b61dd2165226961efc8c2bf193d,38432888
20161114.gkg.csv.zip,8710fcf901a60e2e2abdeac89aeecc4a,66049548
20161115.gkg.csv.zip,0e5fe32423aaca57921dce7ac8a19545,74502630
20161116.gkg.csv.zip,894fd191bd3d392e8360a7c2ad3554a0,73954938
20161117.gkg.csv.zip,5c1be8b797d415a40c896b00faac4db8,74203509
20161118.gkg.csv.zip,ecf49a4891e8673591a94e08a3ece189,71286835
20161119.gkg.csv.zip,1252b7a81dd72746a82a9eb6ff8f9a06,42620498
20161120.gkg.csv.zip,d77ceb294a62eb71482956c894bb933a,37946468
20161121.gkg.csv.zip,8c1d4389ba37b80e1feb97ca8a954f22,67782616
20161122.gkg.csv.zip,2727aef77b7468380c720e14141dc36f,72426976
20161123.gkg.csv.zip,c3dd799c0be83a7594fb171630a02f94,70988315
20161124.gkg.csv.zip,dbdf6d77acc86ea1b1a7a7b79c56b7b3,57457446
20161125.gkg.csv.zip,3d497ca49221be7dd9df67239b231731,54489228
20161126.gkg.csv.zip,bf533c763ab36f444cdfdbc3ad1083e6,39685029
20161127.gkg.csv.zip,f053154329aaec540c7819d7d8e660c1,37456553
20161128.gkg.csv.zip,3ba803b5488abc3e8cbbb0b6821ee25e,63688236
20161129.gkg.csv.zip,b55bf65b8eb6e171bc8e2c9fda076bd4,72942528
20161130.gkg.csv.zip,c1a593676f2be5753e2e26903d0ff8d1,75236193
20161201.gkg.csv.zip,b479eae8e5eefc2777142987fdedc540,74778106
20161202.gkg.csv.zip,24ae6d542f37026ada60ec20f397ee22,68887506
20161203.gkg.csv.zip,adf49ba956beca8524100f232f0297b0,40386911
20161204.gkg.csv.zip,9f7edd27b1a5fcc9baf024aadf2d2954,38034251
20161205.gkg.csv.zip,4baa3ebbcc9161d3dd6795aa4cc6cc45,66696097
20161206.gkg.csv.zip,80d8c9357508975edddced0ad20695e8,73122809
20161207.gkg.csv.zip,ba9fddb3d1703482757393c9c0e286d5,74716931
20161208.gkg.csv.zip,868def4f4a5bd4c567c23b4d951b68b4,73302634
20161209.gkg.csv.zip,7d90aace3df09b6c7c01f3389b4a35e5,68359167
20161210.gkg.csv.zip,97a18bbcaef63c6adf88c20905d1301c,41743529
20161211.gkg.csv.zip,cb62b20e84d74ddffa163783d982d19c,35918944
20161212.gkg.csv.zip,125097c79eec91eb05e7439b6af239c1,61627432
20161213.gkg.csv.zip,a6ed57dafb95092f0bebed0597ce2bca,70776378
20161214.gkg.csv.zip,f9868cc6c12e98a87f29471b372041e4,69668969
20161215.gkg.csv.zip,9ed86e8871dbb48e00d28d59787efb27,69324402
20161216.gkg.csv.zip,864b9ef689e331a285a3591490e3ceeb,67255775
20161217.gkg.csv.zip,0992f98a4298bc679fbefe9543b36038,40495033
20161218.gkg.csv.zip,a5462029179aff04f9cb472f35512650,35487744
20161219.gkg.csv.zip,2fd900ec40b9d7347ba0ec12adc31580,63406504
20161220.gkg.csv.zip,5736410c182153511769c9b5d53ee19c,68775271
20161221.gkg.csv.zip,99420e72bfb59b348e84469eec939070,67955742
20161222.gkg.csv.zip,d4bc3a0423b981c6e8bce1fc099f5a56,63901976
20161223.gkg.csv.zip,2d3ccd02de2bfe339b2a60b070964668,56789740
20161224.gkg.csv.zip,78ec433fc85c49136d5454c5ce2f41f7,35040371
20161225.gkg.csv.zip,0e53b7f5c6856f52060a9c9e05be7d8b,37225007
20161226.gkg.csv.zip,7735f5bd89aab08630df47ba9a8184a1,47011500
20161227.gkg.csv.zip,4e216a350df75e767eba4097c082fe6a,51153017
20161228.gkg.csv.zip,822524de01aed7da05ff01607ed57823,55123949
20161229.gkg.csv.zip,f4cc3d5e4345edf7201a015b123ddbe2,56787501
20161230.gkg.csv.zip,f8a652986dc82dbaac72721a13abca14,54158077
20161231.gkg.csv.zip,65dfec39cdbb309b27996376647e4e45,37103198
20170101.gkg.csv.zip,f75ab87f7e550cacb132bdf2fe533859,33039061
20170102.gkg.csv.zip,1fa1c54f7990a591858e73f0bf0c27aa,42450297
20170103.gkg.csv.zip,f9031923b641833a57893c52ed8edac0,59555069
20170104.gkg.csv.zip,c98a0b3fb62a4800180577aaa9baf781,66227575
20170105.gkg.csv.zip,62cfb3a2ebca7d77eb542138f99cfb36,68546524
20170106.gkg.csv.zip,9b767056873646804d46295290847947,66141303
20170107.gkg.csv.zip,633814dc6d64d9571285bad8ca200df3,40655185
20170108.gkg.csv.zip,a71cc0ae5cd21288b111fe1f20c66cd0,37215842
20170109.gkg.csv.zip,e3479217f46b08d1cd998550990b1748,65477527
20170110.gkg.csv.zip,4e503ec7ace6984acfe3e33f621abd6f,72161853
20170111.gkg.csv.zip,4a969e10767d470fe9d61dc97fbb8cff,70045078
20170112.gkg.csv.zip,3d249588d535900fd5c7ae57182dfe05,72944151
20170113.gkg.csv.zip,20c9c0fbf1b8c01ac47fdeb6ba017a97,69924574
20170114.gkg.csv.zip,a1a7c66fc6db14e423c08d86df50a2f3,41207159
20170115.gkg.csv.zip,a50a280dac8db319108222b831bb5ee1,37091894
20170116.gkg.csv.zip,91da661ccf3f5d8bffd70a4d331f7d60,59884677
20170117.gkg.csv.zip,821051266181c245aa39375e74936e23,74123874
20170118.gkg.csv.zip,2d86547677ad83af0faaffb6e3d119b2,80533414
20170119.gkg.csv.zip,78b949a5fb4f0a2169fccf94216f2d26,77313512
20170120.gkg.csv.zip,45d11f15837fad61e8a80a536b4151e8,73109967
20170121.gkg.csv.zip,b35c0bae5431267e49110904112df7c1,45405654
20170122.gkg.csv.zip,2231da7af21d5b68103fe087c78561b9,39474708
20170123.gkg.csv.zip,a123d49182b71fed80b4209c12f91fa4,66613434
20170124.gkg.csv.zip,6d8e60c1117a52cc21627659c12bf1f0,74933833
20170125.gkg.csv.zip,74bfd7711292cde99a41fb3c98dfc10b,76592062
20170126.gkg.csv.zip,ba58a5800a74a2e41855fa2d2c142d86,72886263
20170127.gkg.csv.zip,bd476aeb05d7e1738a495697f661b749,69632298
20170128.gkg.csv.zip,bbe3ba993359c2b717569c169ac43806,43048501
20170129.gkg.csv.zip,f3284e5b941c48506e194df1ebc37c8b,41487856
20170130.gkg.csv.zip,3e06269a768ccef013d9b1d7eb34af7e,71212132
20170131.gkg.csv.zip,db5a060998712d53796365ad73f69350,77314532
20170201.gkg.csv.zip,da625dfc028843b33fb58ad2fec5da3a,79026721
20170202.gkg.csv.zip,31ca1c70a25d619899ee528dccada656,77469491
20170203.gkg.csv.zip,55cba0dee2792b4ba8c0d2678678a03f,73019629
20170204.gkg.csv.zip,c3ac6c1c294ede0f91aec4ff18c43f59,44078091
20170205.gkg.csv.zip,6bfc04754ec22c7517f3c457b8fd6ac3,38062433
20170206.gkg.csv.zip,5df194305ba707926ccfeb580f63707c,64835222
20170207.gkg.csv.zip,0bff643133111587c81b8cf57a642262,73415203
20170208.gkg.csv.zip,b43f394e8352b746df9bb514c7b367ed,76256780
20170209.gkg.csv.zip,beedc36997e667e40dd3b4819ed14950,76660542
20170210.gkg.csv.zip,54ac2adda7a0039aa17802cd028839c2,71768372
20170211.gkg.csv.zip,815b493ce6cec7680d6a2569b6f5f203,41521039
20170212.gkg.csv.zip,0d0c33e2c990a800befd751af4228a2a,36711983
20170213.gkg.csv.zip,6c9a13b75f01cff12291fc702137c8b7,65765256
20170214.gkg.csv.zip,0d892265968a8120a2450e11403e4eab,73444383
20170215.gkg.csv.zip,67c3bf39ec659a26b47ccf9961a67eef,76439702
20170216.gkg.csv.zip,55a5470f2f6b26e0f2fadb08a6f8d7db,76984759
20170217.gkg.csv.zip,221c605f5d361009dd7c4bef2529bfd0,72005164
20170218.gkg.csv.zip,1309831bf8733a55e666d9d2a4e45027,42172198
20170219.gkg.csv.zip,0fb36241d65c98007b858c8aeb899c34,36819308
20170220.gkg.csv.zip,8d5ea483aa4ca3d96ea081fcb1b806e5,58971078
20170221.gkg.csv.zip,5c2c209c261f8edc15f184f8e1d9f460,70798438
20170222.gkg.csv.zip,7696aafd637b955a8966004faa2c0afb,75287648
20170223.gkg.csv.zip,4b964f7d3fa7f8410c5cd810f2c75f34,73331937
20170224.gkg.csv.zip,ae2fe7c0659d376c8ccb2d5a52d995ea,71184741
20170225.gkg.csv.zip,1af386c39c46bf4e2620733888156e1e,42250936
20170226.gkg.csv.zip,b8d250bec8fde4794f1891b545199cf2,37379498
20170227.gkg.csv.zip,a56802918de49bb8190f0cd96f7480cb,66444053
20170228.gkg.csv.zip,244a4638a1836c100f69e0dc0f03cbef,71788457
20170301.gkg.csv.zip,1b9b6a284a85aba8902c9bec553ff38f,78189149
20170302.gkg.csv.zip,120135e8f970f81d194db43661427fb9,75526050
20170303.gkg.csv.zip,d4dacf5d1c27c7e893e7692d4838c066,71550717
20170304.gkg.csv.zip,458bdc3e8e8d479109822a1e7a911cb7,41572931
20170305.gkg.csv.zip,5ab41886c15d304c0b984a902788d51e,36788176
20170306.gkg.csv.zip,4918bd13e09b71a2fd652b9efaab82a6,64817448
20170307.gkg.csv.zip,fbc53c5b559ea4c7b13e3a13e93c95a3,71591091
20170308.gkg.csv.zip,86cfc457538d27537d871570162a68d7,75589420
20170309.gkg.csv.zip,bd844e9d6e350a6953ca960d43e1759f,75722653
20170310.gkg.csv.zip,49e5988feb86bccc5c0579c8630b7d82,69971624
20170311.gkg.csv.zip,c27b0a903f404b5c0bc81e0c1bb00763,39961369
20170312.gkg.csv.zip,de2adb11bac246a2aced7606515d1ea3,36151277
20170313.gkg.csv.zip,d8fae911eafccd77c61401e701c7a432,59851067
20170314.gkg.csv.zip,deee4b9db607aa7ee9c5ac5d1ad27e54,68208947
20170315.gkg.csv.zip,3ddc1c50ee5e181ce7d406da7ed6fe76,69840104
20170316.gkg.csv.zip,048bbaff9f9a6a6ff0db0138ab5f8d64,74229287
20170317.gkg.csv.zip,456f8fc407ff0599713944994737ea4d,69967903
20170318.gkg.csv.zip,362e61ed61ea0f7c535a9d9837688dcf,39019958
20170319.gkg.csv.zip,9c388f7f60df85c3e1c99069596fda2b,34848148
20170320.gkg.csv.zip,3b4e47f8a8f4ce1fe427ef7046d865c5,60425740
20170321.gkg.csv.zip,f7bd849c29c06919e24e339fdeb7fd3e,68900591
20170322.gkg.csv.zip,4a0473942e29d5eaa51be69249eba7fb,71795820
20170323.gkg.csv.zip,f9a1725e30c9620936e744ead6aab7b4,69677050
20170324.gkg.csv.zip,e5cfd031149f9eb3cf7309d2a2fa73e0,64538925
20170325.gkg.csv.zip,76535df14c8a06fb35472262338d20cb,36697821
20170326.gkg.csv.zip,529eb53d4034b037600bacba6970b88d,32675530
20170327.gkg.csv.zip,54c6bf2e690b523e01744eb157fc6099,58504185
20170328.gkg.csv.zip,414d83c801537b8f3a11b66033bc90a0,67512038
20170329.gkg.csv.zip,aa642a84e5e3bc64d07a678f1902b37e,72038922
20170330.gkg.csv.zip,cfe31d51c642b24731eb023ef484afab,70283424
20170331.gkg.csv.zip,da1cd37166f0861390182da71821c2a3,65006240
20170401.gkg.csv.zip,9ad21f340af119b6eb06c7912c7daebc,36445082
20170402.gkg.csv.zip,58bac3f73eb80d402e2dbf32047bd92d,32752786
20170403.gkg.csv.zip,1908996cfac5edb6545e0e2c76141e9e,61872147
20170404.gkg.csv.zip,bc9534ec559ed6d30729e0c3ca4a25b7,65324170
20170405.gkg.csv.zip,91398d661facf2e589ecd98837cd3322,67952577
20170406.gkg.csv.zip,545ad767991f8b6bf80f099d9ea0ed6d,66488637
20170407.gkg.csv.zip,1722886298ff413aa4e6c375418fd36e,68707304
20170408.gkg.csv.zip,7f62a128be960649a7021886c64bd043,36425807
20170409.gkg.csv.zip,97baf89ff7f7844bac0d4842d49db926,33567250
20170410.gkg.csv.zip,0b6ebc70c22aaec664836a5b992a5cf7,58830863
20170411.gkg.csv.zip,c796b93206740b64934ddd250a07acfd,64051263
20170412.gkg.csv.zip,efdacaaaa217f8e546ee9431a9a3194e,66364113
20170413.gkg.csv.zip,7929af3b19f02ec735a77042e7c8d99d,65247531
20170414.gkg.csv.zip,8bbb01dfca29a496eecf4bb95633b50c,49149289
20170415.gkg.csv.zip,53db262f761acb37d7968b066e433344,34068388
20170416.gkg.csv.zip,7feb00d2a40438d76db88ba56a98edac,31636223
20170417.gkg.csv.zip,3c939480a4e04b85d68afb227532cf66,50240907
20170418.gkg.csv.zip,c457ddf0e637f74c9e28f9b609a06a96,62115054
20170419.gkg.csv.zip,e157545d337ba1d24dc7d9cc635823a7,60997822
20170420.gkg.csv.zip,91a53ec94577e3abf33fc32fa1e68b9f,64780159
20170421.gkg.csv.zip,69cb1dcef57d8d73dcc16b91e972fe14,64904617
20170422.gkg.csv.zip,0250a37b067dc56928fb6e152b9246f8,34097540
20170423.gkg.csv.zip,da192560ea40fb164b02881c49d45bcf,31520942
20170424.gkg.csv.zip,3846a26c9b07a3b54d9fdf94341be76d,57981906
20170425.gkg.csv.zip,80d836705f1f7e4a7a0ec2acaa82157d,66903551
20170426.gkg.csv.zip,a3958bc765f7cece572a484e113ac8bc,68686213
20170427.gkg.csv.zip,560c54a528844af0bff4b3134ee3d98d,70127712
20170428.gkg.csv.zip,7602e4e35d0d8fd10dfbeef780c6f676,64818691
20170429.gkg.csv.zip,ab4e9d5520b6e81d8f53ed216ee145eb,38140148
20170430.gkg.csv.zip,c5dace5e25077401bd4c146792294816,32329480
20170501.gkg.csv.zip,4a7f169aa70ce32aff8860b36691886b,55428271
20170502.gkg.csv.zip,32cb70636207d5c34355c7a23110d3f1,61562997
20170503.gkg.csv.zip,3eeef5d6e5c2fa1054b7d7b2c13477b5,65401869
20170504.gkg.csv.zip,ff81433e68f2dd537a2569c15b8f8f0e,59774337
20170505.gkg.csv.zip,f8cc1cbc2bd4d9afc694a8cdb60e288a,56019534
20170506.gkg.csv.zip,9d508befc6ec778dcbdcf1c474209c5f,34996064
20170507.gkg.csv.zip,6ad0fd6bf2ca1436e320628cfe7ae8b2,32491210
20170508.gkg.csv.zip,f23472162275ef19f7fd9127799d2f48,57006370
20170509.gkg.csv.zip,f832c8ba2592c0750fe737599ad32d70,61802061
20170510.gkg.csv.zip,ca8430194bd682028cef9631825cd30b,62063916
20170511.gkg.csv.zip,70161e97121662725cac819208fdaa4a,61016393
20170512.gkg.csv.zip,1a9852a5e2437d83ad49c9e65215cf74,60382919
20170513.gkg.csv.zip,7e10ee3fe02b73c64fbe12df4072911e,34957792
20170514.gkg.csv.zip,46e1ac30b2440adae387968dc8022d5a,31343999
20170515.gkg.csv.zip,7c78efcc65cc18cf95c1bed91d606382,56446318
20170516.gkg.csv.zip,5e4e07370743df5ad855ffe5fba76df4,62058345
20170517.gkg.csv.zip,ecaf21479edd11f632ac8ec6c2783576,63289327
20170518.gkg.csv.zip,dd70ccc5cd8dd8198abb6d121f40a738,67018525
20170519.gkg.csv.zip,cf407defda18c1595d1f5dde7b8d17bb,61564907
20170520.gkg.csv.zip,7b19af766f23f330a4140ae611e0a063,34623185
20170521.gkg.csv.zip,0ced57b4b70814cc0fa156ce08a779ef,29906382
20170522.gkg.csv.zip,e9a1eeafb3a401dc52c74c5d247d0df7,56309265
20170523.gkg.csv.zip,1b95b86055eb3cb70faf80a731874d3c,64684492
20170524.gkg.csv.zip,72bb9c63bf19c57b0f9108ff6c24670e,63099208
20170525.gkg.csv.zip,4dcf5a07c7cf26506c0abc93e42a6c47,65108044
20170526.gkg.csv.zip,19c782ee34f4d6b38b696a27c65a7bc6,59344829
20170527.gkg.csv.zip,26dbc4a44b40f62c40772139e9e80537,37519226
20170528.gkg.csv.zip,e29f4f8769b7b40d2ef6b8078698a1b5,32996086
20170529.gkg.csv.zip,3f56bbceebeaaf590de5f90534ddfd63,44064708
20170530.gkg.csv.zip,844e9f594725886d8fbd5c12acdd7e72,55620445
20170531.gkg.csv.zip,2d67e55a766b30e76ec54339f2953dbe,63699685
20170601.gkg.csv.zip,16f68bf80e96108374437a488846ff67,62270362
20170602.gkg.csv.zip,9724f6a1cd5d69cdcc1c6044c1ef7000,58979374
20170603.gkg.csv.zip,a22ed7399a9e8c55ce6b162e5401a149,33856220
20170604.gkg.csv.zip,f92dff7f896cf7dc99336bfb01fc5259,33307419
20170605.gkg.csv.zip,f1937c868c30a0e0f54a8876ca13e4ca,58476105
20170606.gkg.csv.zip,dfb3afe2cec6a833e155c19243e104b4,60872377
20170607.gkg.csv.zip,7db554dbcebb6493e070de77248a28f7,63312504
20170608.gkg.csv.zip,2b8ad98ef34160a3ebd801945032e62e,65305464
20170609.gkg.csv.zip,a0e9f850d023d656d451d27f451f61a4,63286523
20170610.gkg.csv.zip,320336b206388e15d85db88f20cf3deb,32783297
20170611.gkg.csv.zip,1951af07c7a235da405e3c3d8ea8367c,32161109
20170612.gkg.csv.zip,52515d78d1437a957572f989719dea73,54208351
20170613.gkg.csv.zip,98cbab7f342af9fc7b4f4524467e0086,61360819
20170614.gkg.csv.zip,73d89153ca76b6ce0747ad5cd7aa6bf4,65209156
20170615.gkg.csv.zip,491b87d2da9b833b58c70b8af110adbd,64882520
20170616.gkg.csv.zip,8ea91a092111afa80f86ba092151debc,60340802
20170617.gkg.csv.zip,d0cf4fda4e4ecf356b4b0c17d1abd6c9,34312058
20170618.gkg.csv.zip,b4dc1d217ea552549e97289e88c1174d,31887327
20170619.gkg.csv.zip,071edf8d1b0e4805465f64ac977ebb7b,57214917
20170620.gkg.csv.zip,f485bd71949f9ab9c26f123f8952f76d,61071205
20170621.gkg.csv.zip,7a0fc006f65260f765bb81786547103b,64351705
20170622.gkg.csv.zip,d33376cdc270a75a0de82134ac683e19,61357120
20170623.gkg.csv.zip,6ca1674f0b6a282bd24682851a27b921,57143358
20170624.gkg.csv.zip,e30ed78a75e02c997f18d40ea4dd052c,35681603
20170625.gkg.csv.zip,efe72b4408ed93edd47c8372f5b3120c,29070175
20170626.gkg.csv.zip,7bf36913739d68ae408aa0622dce2da0,49723947
20170627.gkg.csv.zip,1fbecffb6e47c8bbe55d219b6860d006,50836294
20170628.gkg.csv.zip,c3c50b98dda326d073de419ed672b592,54383023
20170629.gkg.csv.zip,ff0c2c36c7c690bbbc3041739ae6ff7b,50620310
20170630.gkg.csv.zip,6bf5b48447a4b5e5d515a95018c76fed,50709869
20170701.gkg.csv.zip,14e90a67ffc4956f12681b94df9d03f0,31810013
20170702.gkg.csv.zip,96edfcca2017abea713ae893e138a9b0,27380787
20170703.gkg.csv.zip,69b12155e6b67f11337ec92accb3ac98,42198595
20170704.gkg.csv.zip,9ebd6e24319915272e3e897574895fea,39961171
20170705.gkg.csv.zip,4f9c6e4859f3a4ac66bca846cb5d83ff,44551031
20170706.gkg.csv.zip,def51747381c988863bb2a108f88169c,50797127
20170707.gkg.csv.zip,47ec8a80f5d700c4bd61885818c39a23,50328123
20170708.gkg.csv.zip,feaa032732d875e6791769b219a2fb4c,31021107
20170709.gkg.csv.zip,6207b6697b863a4f39d591eda843c76c,28216620
20170710.gkg.csv.zip,f9f6b262b4dd35bde6c4dee16cc1f747,45735503
20170711.gkg.csv.zip,6531466f5aa5bd7f3c2ca426d53ff505,51743862
20170712.gkg.csv.zip,f3b685835ca7b7d04926cddb4745fe86,55048098
20170713.gkg.csv.zip,7deb6bbb91566ba5dff1ec4f7fdbe816,53207040
20170714.gkg.csv.zip,d317a43bc7e9206d2d2c1b9f7fef48b1,49219371
20170715.gkg.csv.zip,e707921a875de2a759737f453168fe2c,29700323
20170716.gkg.csv.zip,820ff4b28b36aed47e1195552d6400fe,25088342
20170717.gkg.csv.zip,7a6623bfcfb85cd2faf6d15e97eb43a6,46672340
20170718.gkg.csv.zip,ffa2c756283ebe431c94803b1f01cece,49955731
20170719.gkg.csv.zip,1b4b147757c22b703bceab6d33e558a9,53734718
20170720.gkg.csv.zip,45aa92b3f685afac117345d7e2931e42,51172080
20170721.gkg.csv.zip,f0369a7613fcbca00a88f2df55887c93,49519940
20170722.gkg.csv.zip,557f0f3f4df3a6bf15d5e3ad1cb240c2,32130083
20170723.gkg.csv.zip,e0c2d273e42cfefb226601ee3d799a74,27488219
20170724.gkg.csv.zip,c7a1719f469322db0114838360578bd0,49293440
20170725.gkg.csv.zip,a844cbb98da0d49527fa7e0833ccc761,54729433
20170726.gkg.csv.zip,ba6a87f200f343167984c292b17ec1d0,52791086
20170727.gkg.csv.zip,4317b2729ce521c6af93eaca8a7ff325,54149694
20170728.gkg.csv.zip,f4184593db51760abf2da0a43449db12,53532312
