analysis_month_number,theme_code,theme_name,active_tagged_winner_count,signed_theme_commonality_contribution,absolute_theme_commonality_contribution,aggregate_commonality_factor,absolute_aggregate_commonality_factor
22,S02,Power / Energy Infrastructure,1,0.0011164499164377,0.0011164499164377,-0.0304047667239001,0.0304047667239001
23,S02,Power / Energy Infrastructure,0,0.0,0.0,-0.0072981595634097,0.0072981595634097
24,S02,Power / Energy Infrastructure,1,0.0013992821527421,0.0013992821527421,-0.0312120412597236,0.0312120412597236
25,S02,Power / Energy Infrastructure,2,-0.00012143124531260006,0.00012143124531260006,0.0138729690242993,0.0138729690242993
26,S02,Power / Energy Infrastructure,2,0.002170774179879299,0.002170774179879299,0.004974391368723,0.004974391368723
27,S02,Power / Energy Infrastructure,2,-0.0032632947284883997,0.0032632947284883997,-0.004284561570165,0.004284561570165
28,S02,Power / Energy Infrastructure,2,0.0010258279336046998,0.0010258279336046998,-0.0003828212947141,0.0003828212947141
29,S02,Power / Energy Infrastructure,2,0.0010545368293201,0.0010545368293201,0.0005910370618961,0.0005910370618961
30,S02,Power / Energy Infrastructure,2,0.0008246960359775,0.0008246960359775,-0.0164626176104256,0.0164626176104256
31,S02,Power / Energy Infrastructure,2,0.0034884784389921,0.0034884784389921,0.0067270697611475,0.0067270697611475
32,S02,Power / Energy Infrastructure,2,0.0029568295075163,0.0029568295075163,-2.9990140570888204e-05,2.9990140570888204e-05
33,S02,Power / Energy Infrastructure,2,0.0009438187079571,0.0009438187079571,0.0048159159545982,0.0048159159545982
34,S02,Power / Energy Infrastructure,3,0.0012869727894771863,0.0012869727894771863,0.0126267700200857,0.0126267700200857
35,S02,Power / Energy Infrastructure,3,-0.0023139397040495002,0.0023139397040495002,-0.0246613613736501,0.0246613613736501
36,S02,Power / Energy Infrastructure,3,0.004054587972950004,0.004054587972950004,0.0281785759812571,0.0281785759812571
37,S02,Power / Energy Infrastructure,3,0.007169523446408799,0.007169523446408799,0.0231646645293638,0.0231646645293638
