security_key,project_ticker,gics_sectors_seen,winner_return_months,cumulative_signed_commonality_contribution,cumulative_absolute_commonality_contribution,mean_signed_commonality_contribution,max_positive_month_contribution,max_negative_month_contribution,share_of_total_absolute_commonality_contribution,absolute_signed_contribution,cumulative_share_of_total_absolute_commonality_contribution
TRGP,TRGP,Energy,19,0.014536209675829108,0.024435687659299453,0.0007650636671489004,0.0027298590609863022,-0.002693711430974039,0.007782618554261878,0.014536209675829108,0.15530986837712085
LYV,LYV,Communication Services,20,0.0008953760088348563,0.024128613031154645,4.476880044174281e-05,0.002200622722510581,-0.0019498854452159509,0.007684817144624309,0.0008953760088348563,0.16299468552174518
LLY,LLY,Health Care,43,0.010347578930387099,0.024071682486316064,0.00024064137047411858,0.0018998598451718809,-0.0011856300788292958,0.007666685110824295,0.010347578930387099,0.17066137063256948
COST,COST,Consumer Staples,30,0.002114902150994869,0.02301933337975268,7.049673836649564e-05,0.0015266224646357852,-0.0016629219493311622,0.007331518292665027,0.002114902150994869,0.17799288892523452
TPL,TPL,Energy,8,-0.008474300361450679,0.022962493586363094,-0.0010592875451813349,0.002899554782297807,-0.004829241585234161,0.007313415162651993,0.008474300361450679,0.1853063040878865
NVDA,NVDA,Information Technology,39,0.009480392386302562,0.022613337034819513,0.00024308698426416824,0.002128077440926886,-0.001353470803120162,0.00720221091523025,0.009480392386302562,0.19250851500311675
WMB,WMB,Energy,17,0.0011226124345290326,0.021533996079062177,6.603602556053133e-05,0.0030497413480983673,-0.003892416722291075,0.006858447356546237,0.0011226124345290326,0.19936696235966297
SPG,SPG,Real Estate,37,0.00744249921170648,0.02065658616655319,0.00020114862734341838,0.0011316425069245438,-0.001126347943598953,0.006578997612385384,0.00744249921170648,0.20594595997204837
RCL,RCL,Consumer Discretionary,30,0.007444724438036927,0.02044739717932514,0.00024815748126789754,0.001674035532483596,-0.0010219262906412526,0.00651237218665366,0.007444724438036927,0.21245833215870202
WBD,WBD,Communication Services,3,0.020023555192114937,0.020023555192114937,0.006674518397371646,0.014108124335173543,0.0017721181679290251,0.006377381080214222,0.020023555192114937,0.21883571323891624
ADM,ADM,Consumer Staples,23,0.0016796651744564808,0.019571490371854402,7.302892062854264e-05,0.001993138445866018,-0.001964399256425262,0.006233401172345749,0.0016796651744564808,0.22506911441126198
NEM,NEM,Materials,11,0.012568206834418874,0.019390165042125953,0.0011425642576744432,0.003065260123906885,-0.002340187471004567,0.006175650152805064,0.012568206834418874,0.23124476456406703
ANET,ANET,Information Technology,39,0.007236012753731185,0.01922214413943125,0.00018553878855720988,0.001903740636490367,-0.0010631116893586709,0.006122136512712437,0.007236012753731185,0.23736690107677946
WMT,WMT,Consumer Staples,32,0.00703769959543227,0.018920481868378275,0.00021992811235725844,0.0014529493628974673,-0.0015059788470786829,0.006026058906035213,0.00703769959543227,0.24339295998281468
CBRE,CBRE,Real Estate,29,0.005708137492983266,0.018788278049542195,0.00019683232734425053,0.0016802324038972035,-0.001343837643483435,0.005983952790268653,0.005708137492983266,0.24937691277308333
WELL,WELL,Real Estate,26,0.0089927486201842,0.01839789557029284,0.0003458749469301615,0.002129777497019829,-0.0015282438439935054,0.005859618334507654,0.0089927486201842,0.255236531107591
EQT,EQT,Energy,12,-0.008723094303168283,0.01796947298456108,-0.0007269245252640236,0.0020689352385884446,-0.0034163548402791327,0.005723168335175961,0.008723094303168283,0.2609596994427669
KR,KR,Consumer Staples,24,0.001865593858751591,0.01791550641458168,7.773307744798296e-05,0.003134249397060396,-0.0013721647121396681,0.005705980309420863,0.001865593858751591,0.2666656797521878
IPG,IPG,Communication Services,21,4.499641895112352e-05,0.01772962299691781,2.1426866167201677e-06,0.0017167669381948976,-0.0031006924438045256,0.005646777566473301,4.499641895112352e-05,0.2723124573186611
TWTR,TWTR,Communication Services,7,0.007016590174757165,0.017587270263463496,0.0010023700249653094,0.007941070359912887,-0.0030453846760412056,0.005601439082855476,0.007016590174757165,0.2779138964015166
OXY,OXY,Energy,15,0.000265898902201124,0.017531977817783612,1.7726593480074935e-05,0.00338137856066756,-0.002205288172901607,0.005583828773718339,0.000265898902201124,0.2834977251752349
CTVA,CTVA,Materials,21,0.0021481114197850044,0.01750051225009912,0.00010229101998976211,0.0020411372848401204,-0.0015987773357621507,0.005573807180944031,0.0021481114197850044,0.28907153235617894
AES,AES,Utilities,17,-0.008237029807951704,0.017138031798449117,-0.0004845311651736296,0.0022456368039405904,-0.002192144577027837,0.005458359352018498,0.008237029807951704,0.29452989170819743
MRO,MRO,Energy,19,0.007601905809445207,0.017096244688893553,0.00040010030576027405,0.001941236488092682,-0.0017807349743313432,0.005445050410658203,0.007601905809445207,0.2999749421188556
OMC,OMC,Communication Services,15,0.0003586445253503927,0.016337062118879277,2.3909635023359513e-05,0.0020756641611768593,-0.0030532995786028906,0.0052032553591808296,0.0003586445253503927,0.30517819747803643
TPR,TPR,Consumer Discretionary,22,0.008524392968289149,0.01630553524006695,0.0003874724076495068,0.0021499437970167543,-0.0009380332185290563,0.005193214239183561,0.008524392968289149,0.31037141171722
ENPH,ENPH,Information Technology,21,-0.001116849254037534,0.01597221834907781,-5.3183297811311137e-05,0.003000218913774498,-0.0019183644600267774,0.005087054827734638,0.001116849254037534,0.31545846654495463
PWR,PWR,Industrials,46,0.005033999564921799,0.015745873565552897,0.0001094347731504739,0.0010822917164534861,-0.0008033160613145191,0.005014965384765719,0.005033999564921799,0.32047343192972033
STLD,STLD,Materials,13,0.00027182658781269774,0.015575173937817363,2.0909737524053672e-05,0.0021354566289810014,-0.0022409508209718905,0.004960598586968049,0.00027182658781269774,0.3254340305166884
AVGO,AVGO,Information Technology,35,0.006441200142073749,0.01554202747573006,0.00018403428977353567,0.0032609329954336446,-0.0010861010732429192,0.004950041639504751,0.006441200142073749,0.33038407215619314
PM,PM,Consumer Staples,22,0.0023695349181375564,0.015531901650439413,0.0001077061326426162,0.002110148418025748,-0.0014488737725179399,0.004946816625464509,0.0023695349181375564,0.3353308887816577
AXON,AXON,Industrials,25,0.004369633239810171,0.015081251313794468,0.00017478532959240686,0.0027277517593743065,-0.0015975759166551285,0.004803287222062491,0.004369633239810171,0.34013417600372015
PSKY,PSKY,Communication Services,6,-0.009350504609259503,0.014857660853592603,-0.0015584174348765838,0.0011709833315629067,-0.005751777307870198,0.004732075014393731,0.009350504609259503,0.34486625101811386
FANG,FANG,Energy,16,-0.003517864392005105,0.014619763392253467,-0.00021986652450031906,0.002645933734052547,-0.0026498745077948934,0.00465630611349582,0.003517864392005105,0.3495225571316097
EL,EL,Consumer Staples,14,0.0027803316302679737,0.01447106140548917,0.0001985951164477124,0.0031075803591956693,-0.0023199402755561833,0.004608945431145348,0.0027803316302679737,0.35413150256275505
HWM,HWM,Industrials,41,0.005923771803959545,0.014220911113921557,0.00014448223912096451,0.0015918755363631,-0.0007275184544096413,0.004529274078014133,0.005923771803959545,0.3586607766407692
T,T,Communication Services,16,-0.003522699048347052,0.014212450617525702,-0.00022016869052169074,0.002537302008499919,-0.0028314643954309615,0.00452657946114283,0.003522699048347052,0.363187356101912
PLTR,PLTR,Information Technology,15,0.011495350725708418,0.014111544045409478,0.0007663567150472279,0.003933251011581692,-0.0007804449945012971,0.0044944413289425755,0.011495350725708418,0.36768179743085455
KMI,KMI,Energy,12,0.0034762090982244542,0.013976738382058616,0.0002896840915187045,0.0024897395901123227,-0.0017627510625785596,0.004451506541452987,0.0034762090982244542,0.37213330397230754
MO,MO,Consumer Staples,20,-0.0016364663591767448,0.0136423353365173,-8.182331795883724e-05,0.0012198229935727002,-0.002982307214853099,0.004345001196356177,0.0016364663591767448,0.3764783051686637
RL,RL,Consumer Discretionary,21,0.005582584059247011,0.01357495867072399,0.00026583733615461954,0.0015247612552707088,-0.0009491104791390377,0.004323542136286396,0.005582584059247011,0.3808018473049501
TMUS,TMUS,Communication Services,15,-0.0037884511041442245,0.013523495665327425,-0.0002525634069429483,0.0016618550141565074,-0.0024861260888148673,0.0043071514806911175,0.0037884511041442245,0.3851089987856412
DLR,DLR,Real Estate,18,-0.005370345251416312,0.013342090288632294,-0.00029835251396757287,0.0011280617677190846,-0.001735245196270044,0.004249374966676252,0.005370345251416312,0.38935837375231747
CCL,CCL,Consumer Discretionary,17,-0.0059921984066182,0.013207779640448789,-0.00035248225921283527,0.0018941672738622345,-0.0013921464596898332,0.004206597838520005,0.0059921984066182,0.3935649715908375
