analysis_month_number,ranking_month_end_date,security_key,project_ticker,gics_sector,sector_momentum_quintile,sector_neutral_leg_weight
30,2023-06-30,EQIX,EQIX,Real Estate,5,0.015151515151515152
30,2023-06-30,HST,HST,Real Estate,5,0.015151515151515152
30,2023-06-30,IRM,IRM,Real Estate,5,0.015151515151515152
30,2023-06-30,PLD,PLD,Real Estate,5,0.015151515151515152
30,2023-06-30,SPG,SPG,Real Estate,5,0.015151515151515152
30,2023-06-30,VICI,VICI,Real Estate,5,0.015151515151515152
30,2023-06-30,ATO,ATO,Utilities,5,0.015151515151515152
30,2023-06-30,CEG,CEG,Utilities,5,0.015151515151515152
30,2023-06-30,EIX,EIX,Utilities,5,0.015151515151515152
30,2023-06-30,PCG,PCG,Utilities,5,0.015151515151515152
30,2023-06-30,PNW,PNW,Utilities,5,0.015151515151515152
30,2023-06-30,SO,SO,Utilities,5,0.015151515151515152
31,2023-07-31,IPG,IPG,Communication Services,5,0.022727272727272728
31,2023-07-31,META,META,Communication Services,5,0.022727272727272728
31,2023-07-31,NFLX,NFLX,Communication Services,5,0.022727272727272728
31,2023-07-31,OMC,OMC,Communication Services,5,0.022727272727272728
31,2023-07-31,CCL,CCL,Consumer Discretionary,5,0.009090909090909092
31,2023-07-31,DHI,DHI,Consumer Discretionary,5,0.009090909090909092
31,2023-07-31,LEN,LEN,Consumer Discretionary,5,0.009090909090909092
31,2023-07-31,LVS,LVS,Consumer Discretionary,5,0.009090909090909092
31,2023-07-31,NCLH,NCLH,Consumer Discretionary,5,0.009090909090909092
31,2023-07-31,NVR,NVR,Consumer Discretionary,5,0.009090909090909092
31,2023-07-31,PHM,PHM,Consumer Discretionary,5,0.009090909090909092
31,2023-07-31,RCL,RCL,Consumer Discretionary,5,0.009090909090909092
31,2023-07-31,TJX,TJX,Consumer Discretionary,5,0.009090909090909092
31,2023-07-31,WYNN,WYNN,Consumer Discretionary,5,0.009090909090909092
31,2023-07-31,CHD,CHD,Consumer Staples,5,0.012987012987012986
31,2023-07-31,CLX,CLX,Consumer Staples,5,0.012987012987012986
31,2023-07-31,LW,LW,Consumer Staples,5,0.012987012987012986
31,2023-07-31,MDLZ,MDLZ,Consumer Staples,5,0.012987012987012986
31,2023-07-31,MNST,MNST,Consumer Staples,5,0.012987012987012986
31,2023-07-31,SJM,SJM,Consumer Staples,5,0.012987012987012986
31,2023-07-31,WMT,WMT,Consumer Staples,5,0.012987012987012986
31,2023-07-31,BKR,BKR,Energy,5,0.022727272727272728
31,2023-07-31,HES,HES,Energy,5,0.022727272727272728
31,2023-07-31,MPC,MPC,Energy,5,0.022727272727272728
31,2023-07-31,SLB,SLB,Energy,5,0.022727272727272728
31,2023-07-31,ACGL,ACGL,Financials,5,0.006493506493506493
31,2023-07-31,AFL,AFL,Financials,5,0.006493506493506493
31,2023-07-31,AJG,AJG,Financials,5,0.006493506493506493
31,2023-07-31,AMP,AMP,Financials,5,0.006493506493506493
31,2023-07-31,AON,AON,Financials,5,0.006493506493506493
