security_key,project_ticker,gics_sectors_seen,winner_return_months,cumulative_signed_commonality_contribution,cumulative_absolute_commonality_contribution,mean_signed_commonality_contribution,max_positive_month_contribution,max_negative_month_contribution,share_of_total_absolute_commonality_contribution,absolute_signed_contribution,cumulative_share_of_total_absolute_commonality_contribution,winner_months,eligible_months,winner_share_of_eligible_months,max_consecutive_winner_streak,winner_sector_count,latest_winner_sector,research_priority_rank,research_priority_band
DGX,DGX,Health Care,9,0.0006497137212259,0.0029394103020839,7.219041346954854e-05,0.0007079927338323,-0.0007515103113335,0.0009361843822259,0.0006497137212259,0.9033980970467528,9,60,0.15,7,1,Health Care,316,TIER_3_REMAINDER
HES,HES,Energy,7,-0.002136262502661,0.0029348780623573,-0.000305180357523,0.0003672018522326,-0.0008695252925297,0.000934740891317,0.002136262502661,0.9043328379380696,7,54,0.1296296296296296,4,1,Energy,317,TIER_3_REMAINDER
NDAQ,NDAQ,Financials,8,-0.0010032638544584,0.0029317495947011,-0.0001254079818073,0.0004794104806821,-0.0009830888205254,0.0009337444933123,0.0010032638544584,0.905266582431382,8,60,0.1333333333333333,3,1,Financials,318,TIER_3_REMAINDER
EVRG,EVRG,Utilities,7,-0.0027844197857141,0.0029166457354134,-0.000397774255102,6.611297484966655e-05,-0.0010782772831601,0.0009289340055874,0.0027844197857141,0.9061955164369696,8,60,0.1333333333333333,3,1,Utilities,319,TIER_3_REMAINDER
CTAS,CTAS,Industrials,15,0.0005618328677304,0.0029115709130237,3.745552451536385e-05,0.0003928240499665,-0.0006463596136899,0.0009273177053858,0.0005618328677304,0.9071228341423554,15,60,0.25,3,1,Industrials,320,TIER_3_REMAINDER
AIG,AIG,Financials,13,0.0006737007889443,0.0029089522463896,5.182313761110305e-05,0.0004258327453386,-0.0003457528459612,0.0009264836759197,0.0006737007889443,0.9080493178182752,13,60,0.2166666666666666,5,1,Financials,321,TIER_3_REMAINDER
WM,WM,Industrials,9,-0.0001953018036371,0.0028961103862312,-2.170020040412425e-05,0.0004726889566064,-0.0008611864339327,0.0009223936212204,0.0001953018036371,0.9089717114394956,9,60,0.15,4,1,Industrials,322,TIER_3_REMAINDER
CB,CB,Financials,10,0.0004483877113396,0.002880773769407,4.483877113396177e-05,0.0007085627138046,-0.0006310614328113,0.0009175090016296,0.0004483877113396,0.9098892204411252,10,60,0.1666666666666666,5,1,Financials,323,TIER_3_REMAINDER
INTU,INTU,Information Technology,8,-0.0001439698809371,0.0028679534357805,-1.7996235117149594e-05,0.0006805972203963,-0.0006671206130722,0.0009134258030004,0.0001439698809371,0.9108026462441258,8,60,0.1333333333333333,7,1,Information Technology,324,TIER_3_REMAINDER
FMC,FMC,Materials,4,0.0021566699426313,0.0028604370916136,0.0005391674856578,0.0018384573205337,-0.0003518835744911,0.0009110318928969,0.0021566699426313,0.9117136781370228,4,50,0.08,2,1,Materials,325,TIER_3_REMAINDER
HIG,HIG,Financials,13,-0.0003812728627718,0.0028587528544657,-2.932868175167792e-05,0.0003018753689301,-0.0005068270724285,0.0009104954735639,0.0003812728627718,0.9126241736105868,14,60,0.2333333333333333,4,1,Financials,326,TIER_3_REMAINDER
BLDR,BLDR,Industrials,7,-0.0011579570478222,0.0028376302062277,-0.0001654224354031,0.000315949450016,-0.000768397990604,0.0009037680380039,0.0011579570478222,0.9135279416485906,7,25,0.28,6,1,Industrials,327,TIER_3_REMAINDER
RMD,RMD,Health Care,10,0.0011322064116288,0.0028040383375358,0.0001132206411628,0.000716441465533,-0.0002483817946869,0.0008930692312341,0.0011322064116288,0.9144210108798247,10,60,0.1666666666666666,8,1,Health Care,328,TIER_3_REMAINDER
CME,CME,Financials,10,-0.0017143968304755,0.0027921268131843,-0.0001714396830475,0.0003186888410063,-0.0004891404936562,0.0008892754828559,0.0017143968304755,0.9153102863626806,10,60,0.1666666666666666,5,1,Financials,329,TIER_3_REMAINDER
EMN,EMN,Materials,4,-0.0011297281015222,0.0027648618777741,-0.0002824320253805,0.0008175668881259,-0.0009831151456541,0.0008805917660249,0.0011297281015222,0.9161908781287056,4,58,0.0689655172413793,3,1,Materials,330,TIER_3_REMAINDER
WBA,WBA,Consumer Staples,4,-0.0004762633115375,0.0027496746460634,-0.0001190658278843,0.0011367056672629,-0.0007126996120192,0.0008757547246881,0.0004762633115375,0.9170666328533936,4,55,0.0727272727272727,4,1,Consumer Staples,331,TIER_3_REMAINDER
EA,EA,Communication Services,4,-0.000405541194226,0.0027252786535164,-0.0001013852985565,0.0011255689431323,-0.0013056817883658,0.0008679847487868,0.000405541194226,0.9179346176021804,4,60,0.0666666666666666,3,1,Communication Services,332,TIER_3_REMAINDER
BIIB,BIIB,Health Care,9,-0.0001346213997021,0.0027202093492065,-1.4957933300241368e-05,0.0005291148643383,-0.0007501266946647,0.0008663702060602,0.0001346213997021,0.9188009878082408,9,60,0.15,9,1,Health Care,333,TIER_3_REMAINDER
AMP,AMP,Financials,18,0.0008099106088609,0.0026812171468134,4.49950338256056e-05,0.0004093481411977,-0.0003036383126041,0.0008539514257072,0.0008099106088609,0.919654939233948,18,60,0.3,8,1,Financials,334,TIER_3_REMAINDER
JKHY,JKHY,Information Technology,9,-0.0009309810550112,0.0026757488955855,-0.0001034423394456,0.0003617501898723,-0.000770578444468,0.000852209820803,0.0009309810550112,0.9205071490547512,9,60,0.15,9,1,Information Technology,335,TIER_3_REMAINDER
DRI,DRI,Consumer Discretionary,9,-0.0014966895515137,0.0026600384128842,-0.000166298839057,0.0004239936963629,-0.0008675434051973,0.0008472061271941,0.0014966895515137,0.9213543551819452,9,60,0.15,4,1,Consumer Discretionary,336,TIER_3_REMAINDER
HPE,HPE,Information Technology,6,-0.0022490134122746,0.0026469550566323,-0.0003748355687124,0.0001989708221788,-0.0009518513496941,0.0008430391574515,0.0022490134122746,0.9221973943393968,6,60,0.1,2,1,Information Technology,337,TIER_3_REMAINDER
MKTX,MKTX,Financials,4,-0.0026307633345733,0.0026307633345733,-0.0006576908336433,-0.0003959052858634,-0.0010333660807749,0.0008378821920213,0.0026307633345733,0.923035276531418,4,56,0.0714285714285714,2,1,Financials,338,TIER_3_REMAINDER
POOL,POOL,Consumer Discretionary,6,-0.0020105228151463,0.0025895718662523,-0.0003350871358577,0.0002895245255529,-0.0009638895488139,0.0008247629587874,0.0020105228151463,0.9238600394902056,6,60,0.1,4,1,Consumer Discretionary,339,TIER_3_REMAINDER
CMCSA,CMCSA,Communication Services,3,-0.0024666630658741,0.0025822047575169,-0.000822221021958,5.7770845821360153e-05,-0.0015533242950113,0.0008224165792652,0.0024666630658741,0.9246824560694707,3,60,0.05,3,1,Communication Services,340,TIER_3_REMAINDER
NLSN,NLSN,Industrials,3,0.0011091978450519,0.0025606046992168,0.0003697326150173,0.0012968461490494,-0.0007257034270824,0.0008155370914913,0.0011091978450519,0.925497993160962,3,21,0.1428571428571428,3,1,Industrials,341,TIER_3_REMAINDER
DUK,DUK,Utilities,8,-0.0002750261437612,0.0025604074629005,-3.437826797015662e-05,0.0005341489489984,-0.0007200994587003,0.0008154742729188,0.0002750261437612,0.926313467433881,8,60,0.1333333333333333,4,1,Utilities,342,TIER_3_REMAINDER
AIZ,AIZ,Financials,10,-0.001003003872726,0.0025573471992957,-0.0001003003872726,0.0004128690263024,-0.0005719055536304,0.0008144995974915,0.001003003872726,0.9271279670313726,10,60,0.1666666666666666,7,1,Financials,343,TIER_3_REMAINDER
VTRS,VTRS,Health Care,5,-0.002000550860923,0.0025544294148846,-0.0004001101721846,0.0002254132436801,-0.0011765466614604,0.0008135703008246,0.002000550860923,0.9279415373321972,5,60,0.0833333333333333,3,1,Health Care,344,TIER_3_REMAINDER
AVY,AVY,Materials,5,-0.0012161904078781,0.0025446700316418,-0.0002432380815756,0.0006642398118818,-0.0009660137058351,0.0008104619963577,0.0012161904078781,0.9287519993285548,5,60,0.0833333333333333,3,1,Materials,345,TIER_3_REMAINDER
AWK,AWK,Utilities,4,-0.0019001292782772,0.0025426755816433,-0.0004750323195693,0.0002534692432766,-0.0012771530037978,0.0008098267761101,0.0019001292782772,0.9295618261046652,4,60,0.0666666666666666,2,1,Utilities,346,TIER_3_REMAINDER
LKQ,LKQ,Consumer Discretionary,11,1.802217882141949e-06,0.00253782367745,1.6383798928563174e-07,0.0006535399451456,-0.0008243238877425,0.0008082814740043,1.802217882141949e-06,0.9303701075786694,11,59,0.1864406779661017,4,1,Consumer Discretionary,347,TIER_3_REMAINDER
MAR,MAR,Consumer Discretionary,10,-0.0003740871592454,0.0025161146272172,-3.740871592454909e-05,0.0004348827970293,-0.0006652732447428,0.0008013672729598,0.0003740871592454,0.9311714748516292,10,60,0.1666666666666666,8,1,Consumer Discretionary,348,TIER_3_REMAINDER
CRM,CRM,Information Technology,6,-8.310671916915863e-05,0.0025030559598472,-1.385111986152644e-05,0.0005134065922471,-0.0007544705166027,0.0007972081664765,8.310671916915863e-05,0.931968683018106,6,60,0.1,3,1,Information Technology,349,TIER_3_REMAINDER
APTV,APTV,Consumer Discretionary,6,-0.0013038588793292,0.0024931387743456,-0.0002173098132215,0.0003721672597355,-0.0010178810955248,0.0007940496029457,0.0013038588793292,0.9327627326210516,6,60,0.1,3,1,Consumer Discretionary,350,TIER_3_REMAINDER
AON,AON,Financials,7,0.0006428439448636,0.0024828751236785,9.183484926623342e-05,0.0004739172656438,-0.0004842261235581,0.0007907806923576,0.0006428439448636,0.9335535133134092,7,60,0.1166666666666666,3,1,Financials,351,TIER_3_REMAINDER
SO,SO,Utilities,8,-0.0017346661055413,0.0024785708126374,-0.0002168332631926,0.0002679761065549,-0.0007203371815397,0.0007894097953549,0.0017346661055413,0.934342923108764,8,60,0.1333333333333333,2,1,Utilities,352,TIER_3_REMAINDER
GPS,GPS,Consumer Discretionary,5,-0.0012538866238071,0.0024267749725116,-0.0002507773247614,0.0004780184069715,-0.0010324677362194,0.0007729131339137,0.0012538866238071,0.935115836242678,5,13,0.3846153846153846,5,1,Consumer Discretionary,353,TIER_3_REMAINDER
CPAY,CPAY,Financials,6,0.0001297178503631,0.0024186974569503,2.161964172719089e-05,0.0007767635244771,-0.0006316491891141,0.0007703404941192,0.0001297178503631,0.9358861767367972,6,60,0.1,6,1,Financials,354,TIER_3_REMAINDER
JBL,JBL,Information Technology,8,-0.0006595714673087,0.0023649748401924,-8.244643341358855e-05,0.0007515122698661,-0.0005863568198398,0.0007532301659879,0.0006595714673087,0.936639406902785,8,25,0.32,5,1,Information Technology,355,TIER_3_REMAINDER
BRK.B,BRK.B,Financials,10,-0.0022023300253993,0.0023626493084073,-0.0002202330025399,8.015964150398175e-05,-0.0006179702282459,0.0007524894981961,0.0022023300253993,0.9373918964009812,10,60,0.1666666666666666,3,1,Financials,356,TIER_3_REMAINDER
TRMB,TRMB,Information Technology,9,-0.0002804147490778,0.00232788250354,-3.1157194341986304e-05,0.0005608435982443,-0.0004144797860185,0.0007414164813691,0.0002804147490778,0.9381333128823502,9,60,0.15,5,1,Information Technology,357,TIER_3_REMAINDER
DELL,DELL,Information Technology,5,-0.0006642809331416,0.0023260779168318,-0.0001328561866283,0.0006046638148665,-0.0009057785197135,0.0007408417314298,0.0006642809331416,0.93887415461378,5,16,0.3125,5,1,Information Technology,358,TIER_3_REMAINDER
TXT,TXT,Industrials,12,0.0007944510195599,0.0023193271170642,6.620425162999962e-05,0.000558151632651,-0.0003969934600019,0.0007386916425819,0.0007944510195599,0.939612846256362,12,60,0.2,12,1,Industrials,359,TIER_3_REMAINDER
MTD,MTD,Health Care,9,-0.0009993106494319,0.0023141710245491,-0.0001110345166035,0.0002757227583752,-0.0004618673180341,0.0007370494583375,0.0009993106494319,0.9403498957146996,9,60,0.15,5,1,Health Care,360,TIER_3_REMAINDER
LOW,LOW,Consumer Discretionary,6,-0.0012065602144594,0.0023084156965931,-0.0002010933690765,0.0004682477608705,-0.0008710883789827,0.0007352164212337,0.0012065602144594,0.9410851121359332,6,60,0.1,5,1,Consumer Discretionary,361,TIER_3_REMAINDER
IR,IR,Industrials,12,0.0001334144980771,0.0022799650921256,1.1117874839760817e-05,0.000438125262447,-0.0006715695895975,0.0007261550759875,0.0001334144980771,0.9418112672119208,12,60,0.2,8,1,Industrials,362,TIER_3_REMAINDER
INTC,INTC,Information Technology,4,-0.0021357899772302,0.002263327086943,-0.0005339474943075,6.376855485637119e-05,-0.0010843289372667,0.0007208559720848,0.0021357899772302,0.9425321231840056,5,60,0.0833333333333333,3,1,Information Technology,363,TIER_3_REMAINDER
PAYC,PAYC,Industrials,5,-0.0022608278905382,0.0022608278905382,-0.0004521655781076,-0.0001769524807059,-0.0007912401576803,0.0007200599931632,0.0022608278905382,0.9432521831771687,5,60,0.0833333333333333,5,1,Industrials,364,TIER_3_REMAINDER
C,C,Financials,8,0.0003847029001687,0.0022445746732184,4.808786252109877e-05,0.0006177143991834,-0.0005310185959926,0.0007148834418649,0.0003847029001687,0.9439670666190336,9,60,0.15,6,1,Financials,365,TIER_3_REMAINDER
SBAC,SBAC,Real Estate,3,-0.0022407734160669,0.0022407734160669,-0.0007469244720223,-5.067266453230379e-05,-0.001528376174962,0.0007136727644799,0.0022407734160669,0.9446807393835136,3,60,0.05,2,1,Real Estate,366,TIER_3_REMAINDER
JBHT,JBHT,Industrials,8,0.0004776152547724,0.0022332774595775,5.970190684655609e-05,0.0004388491159238,-0.0006130193071421,0.0007112853477282,0.0004776152547724,0.9453920247312418,8,60,0.1333333333333333,6,1,Industrials,367,TIER_3_REMAINDER
RF,RF,Financials,8,-0.0004224971091631,0.0022040688710081,-5.281213864538975e-05,0.0004312845908837,-0.0007429839945058,0.0007019825891354,0.0004224971091631,0.9460940073203772,8,60,0.1333333333333333,6,1,Financials,368,TIER_3_REMAINDER
HUM,HUM,Health Care,6,0.0008364746340251,0.0021590286834091,0.0001394124390041,0.0005179237959175,-0.0003935408629769,0.0006876375621166,0.0008364746340251,0.946781644882494,6,60,0.1,3,1,Health Care,369,TIER_3_REMAINDER
DXC,DXC,Information Technology,6,-0.002098140104544,0.002098140104544,-0.000349690017424,-9.054662222783417e-06,-0.0006464424522584,0.0006682449184461,0.002098140104544,0.94744988980094,6,33,0.1818181818181818,6,1,Information Technology,370,TIER_3_REMAINDER
PG,PG,Consumer Staples,6,-0.0013196503178502,0.0020942941952075,-0.0002199417196417,0.0003873219386786,-0.0011281048813709,0.0006670200196106,0.0013196503178502,0.9481169098205507,6,60,0.1,2,1,Consumer Staples,371,TIER_3_REMAINDER
HOOD,HOOD,Financials,3,-0.001394442823914,0.0020772765332122,-0.000464814274638,0.000341416854649,-0.0008739657542194,0.000661599997312,0.001394442823914,0.9487785098178628,4,4,1.0,4,1,Financials,372,TIER_3_REMAINDER
LULU,LULU,Consumer Discretionary,2,-0.0020682420790801,0.0020682420790801,-0.00103412103954,-0.0003012925664847,-0.0017669495125953,0.0006587225783772,0.0020682420790801,0.94943723239624,2,27,0.074074074074074,2,1,Consumer Discretionary,373,TIER_3_REMAINDER
MSCI,MSCI,Financials,6,-0.000162910443925,0.0020675618951379,-2.7151740654181457e-05,0.0007678202532569,-0.0004345713543649,0.0006585059439103,0.000162910443925,0.9500957383401504,6,60,0.1,2,1,Financials,374,TIER_3_REMAINDER
FDS,FDS,Financials,7,0.0001091056506226,0.0020553018289992,1.5586521517524833e-05,0.000567383373857,-0.0004973166420762,0.0006546011870834,0.0001091056506226,0.950750339527234,7,49,0.1428571428571428,5,1,Financials,375,TIER_3_REMAINDER
LHX,LHX,Industrials,6,-0.0003756051476397,0.0020375356101298,-6.260085793996492e-05,0.0005803818982382,-0.0007459342161597,0.0006489427539531,0.0003756051476397,0.9513992822811872,6,60,0.1,5,1,Industrials,376,TIER_3_REMAINDER
PXD,PXD,Energy,2,-0.0018487014070019,0.0020231977854429,-0.0009243507035009,8.724818922051205e-05,-0.0019359495962224,0.0006443762436101,0.0018487014070019,0.9520436585247972,2,40,0.05,1,1,Energy,377,TIER_3_REMAINDER
ABMD,ABMD,Health Care,4,-0.0020218680311518,0.0020218680311518,-0.0005054670077879,-0.0002871405400208,-0.0009531005949972,0.0006439527249204,0.0020218680311518,0.9526876112497176,4,23,0.1739130434782608,4,1,Health Care,378,TIER_3_REMAINDER
UNH,UNH,Health Care,8,0.0008429341812579,0.0020163165824019,0.0001053667726572,0.0006496228511058,-0.0005485990282052,0.0006421846221092,0.0008429341812579,0.953329795871827,8,60,0.1333333333333333,6,1,Health Care,379,TIER_3_REMAINDER
ROK,ROK,Industrials,7,0.0004413010774372,0.0020039071907952,6.304301106246018e-05,0.0004687121528896,-0.0005843735220266,0.000638232306025,0.0004413010774372,0.953968028177852,8,60,0.1333333333333333,5,1,Industrials,380,TIER_3_REMAINDER
V,V,Financials | Information Technology,10,-0.000257291322806,0.0019915689351152,-2.5729132280609715e-05,0.0002792966752002,-0.0003971634499282,0.0006343026463026,0.000257291322806,0.9546023308241548,10,60,0.1666666666666666,3,2,Financials,381,TIER_3_REMAINDER
KVUE,KVUE,Consumer Staples,4,-0.0012323553393919,0.0019645311195814,-0.0003080888348479,0.0001567974100405,-0.0015984432294866,0.000625691265777,0.0012323553393919,0.9552280220899316,4,20,0.2,3,1,Consumer Staples,382,TIER_3_REMAINDER
APP,APP,Information Technology,3,-0.0004346847665022,0.0019473756051482,-0.0001448949221674,0.0007563454193229,-0.0011122371188162,0.0006202273383117,0.0004346847665022,0.9558482494282434,4,4,1.0,4,1,Information Technology,383,TIER_3_REMAINDER
MCHP,MCHP,Information Technology,5,-0.0018652988675688,0.0019422844565723,-0.0003730597735137,3.849279450178164e-05,-0.0007752931813179,0.0006186058383186,0.0018652988675688,0.9564668552665622,5,60,0.0833333333333333,2,1,Information Technology,384,TIER_3_REMAINDER
KEY,KEY,Financials,7,-6.354745482062588e-05,0.0019314927038163,-9.078207831517983e-06,0.0005025599141287,-0.0005439794658363,0.0006151687304131,6.354745482062588e-05,0.9570820239969752,7,60,0.1166666666666666,3,1,Financials,385,TIER_3_REMAINDER
ADI,ADI,Information Technology,5,-0.0005334709423183,0.0019302936862146,-0.0001066941884636,0.0005535626560515,-0.0007174626924692,0.0006147868505673,0.0005334709423183,0.9576968108475428,5,60,0.0833333333333333,2,1,Information Technology,386,TIER_3_REMAINDER
FAST,FAST,Industrials,6,-0.0008433530425511,0.0019179873568761,-0.0001405588404251,0.0004467790223251,-0.0009175950054546,0.0006108673591914,0.0008433530425511,0.958307678206734,6,60,0.1,2,1,Industrials,387,TIER_3_REMAINDER
ERIE,ERIE,Financials,3,-0.001892070212002,0.001892070212002,-0.0006306900706673,-8.871531249367062e-05,-0.0011926474197102,0.0006026129054849,0.001892070212002,0.958910291112219,3,16,0.1875,3,1,Financials,388,TIER_3_REMAINDER
UPS,UPS,Industrials,5,-0.0018009229030428,0.0018009229030428,-0.0003601845806085,-7.193718514523867e-05,-0.0006887639753214,0.000573583039505,0.0018009229030428,0.959483874151724,5,60,0.0833333333333333,2,1,Industrials,389,TIER_3_REMAINDER
STZ,STZ,Consumer Staples,5,-0.0010101041482691,0.0017960781719983,-0.0002020208296538,0.0003929870118646,-0.0006476026960895,0.0005720400220036,0.0010101041482691,0.9600559141737276,5,60,0.0833333333333333,3,1,Consumer Staples,390,TIER_3_REMAINDER
IBKR,IBKR,Financials,4,0.0002325670990622,0.0017795900010461,5.814177476557319e-05,0.0006805247503462,-0.0005666649646474,0.000566788639396,0.0002325670990622,0.9606227028131236,5,5,1.0,5,1,Financials,391,TIER_3_REMAINDER
LUMN,LUMN,Communication Services,3,-0.0013995964929922,0.0017662894417374,-0.0004665321643307,0.0001833464743725,-0.0011907279572253,0.0005625524917949,0.0013995964929922,0.9611852553049186,3,26,0.1153846153846153,2,1,Communication Services,392,TIER_3_REMAINDER
ZION,ZION,Financials,5,-2.5366595775519712e-05,0.0017614445794382,-5.073319155103942e-06,0.0005584565446602,-0.0004571173900393,0.0005610094324897,2.5366595775519712e-05,0.9617462647374084,5,38,0.131578947368421,4,1,Financials,393,TIER_3_REMAINDER
NXPI,NXPI,Information Technology,5,-0.0002846632490587,0.0017461412299886,-5.693264981174719e-05,0.0005571756418679,-0.0004434750182366,0.0005561354083562,0.0002846632490587,0.9623024001457646,5,58,0.0862068965517241,5,1,Information Technology,394,TIER_3_REMAINDER
MA,MA,Financials | Information Technology,9,-0.000524075419902,0.001733343705001,-5.823060221134124e-05,0.000305109668701,-0.0002967915341606,0.0005520594741404,0.000524075419902,0.9628544596199052,9,60,0.15,3,2,Financials,395,TIER_3_REMAINDER
PYPL,PYPL,Financials | Information Technology,5,-0.0002204821574872,0.0017170231340952,-4.409643149744886e-05,0.0003942773890232,-0.0005447790911837,0.0005468614711328,0.0002204821574872,0.963401321091038,5,60,0.0833333333333333,4,2,Financials,396,TIER_3_REMAINDER
CVS,CVS,Health Care,9,-0.0005017668591015,0.0016993407710895,-5.57518732335012e-05,0.000224536932198,-0.0004200049477349,0.0005412297455873,0.0005017668591015,0.9639425508366252,10,60,0.1666666666666666,5,1,Health Care,397,TIER_3_REMAINDER
DTE,DTE,Utilities,6,-0.0005781851865091,0.0016897597978164,-9.636419775152376e-05,0.0005148202577926,-0.0007944355581524,0.0005381782636154,0.0005781851865091,0.9644807291002409,6,60,0.1,4,1,Utilities,398,TIER_3_REMAINDER
EW,EW,Health Care,7,-0.0007768975964038,0.0016859106285028,-0.0001109853709148,0.0002548796044169,-0.0004591585301343,0.0005369523264969,0.0007768975964038,0.9650176814267376,7,60,0.1166666666666666,3,1,Health Care,399,TIER_3_REMAINDER
AOS,AOS,Industrials,4,-0.0014209918648438,0.0016734586062122,-0.0003552479662109,0.0001262333706842,-0.0006354277490133,0.000532986432798,0.0014209918648438,0.9655506678595358,4,60,0.0666666666666666,3,1,Industrials,400,TIER_3_REMAINDER
BXP,BXP,Real Estate,4,-0.0015706649155033,0.0016701279738456,-0.0003926662288758,4.9731529171177446e-05,-0.000885495700289,0.0005319256465572,0.0015706649155033,0.966082593506093,4,60,0.0666666666666666,2,1,Real Estate,401,TIER_3_REMAINDER
PTC,PTC,Information Technology,7,-0.0002639591914683,0.0016694854461392,-3.770845592405643e-05,0.0003863063877757,-0.0004495585311141,0.0005317210053734,0.0002639591914683,0.9666143145114664,7,57,0.1228070175438596,5,1,Information Technology,402,TIER_3_REMAINDER
ALK,ALK,Industrials,5,-0.001655598959727,0.001655598959727,-0.0003311197919454,-0.0001716263115052,-0.0007055296783297,0.0005272982435378,0.001655598959727,0.9671416127550044,5,35,0.1428571428571428,3,1,Industrials,403,TIER_3_REMAINDER
HOLX,HOLX,Health Care,3,-0.0016548392379475,0.0016548392379475,-0.0005516130793158,-3.380829081317606e-05,-0.001234031538341,0.0005270562767514,0.0016548392379475,0.9676686690317556,3,60,0.05,3,1,Health Care,404,TIER_3_REMAINDER
ICE,ICE,Financials,6,-0.000369263830026,0.001614351617204,-6.154397167100549e-05,0.0004265108263896,-0.0006030884624189,0.0005141612147089,0.000369263830026,0.9681828302464648,6,60,0.1,2,1,Financials,405,TIER_3_REMAINDER
SEDG,SEDG,Information Technology,4,-0.0012187528893905,0.0015983431929562,-0.0003046882223476,0.0001135311114196,-0.001063460656863,0.0005090626285217,0.0012187528893905,0.9686918928749864,4,24,0.1666666666666666,2,1,Information Technology,406,TIER_3_REMAINDER
TER,TER,Information Technology,5,0.0002102430969379,0.001573773265211,4.204861938759309e-05,0.0005172409755789,-0.000474613582184,0.000501237255313,0.0002102430969379,0.9691931301302996,5,60,0.0833333333333333,5,1,Information Technology,407,TIER_3_REMAINDER
UAA,UAA,Consumer Discretionary,4,-0.0012770210082618,0.0015725367302706,-0.0003192552520654,0.0001477578610043,-0.0005863092788997,0.000500843426422,0.0012770210082618,0.9696939735567216,4,17,0.2352941176470588,2,1,Consumer Discretionary,408,TIER_3_REMAINDER
MCO,MCO,Financials,7,-0.0002910786855524,0.0015712104799923,-4.158266936463694e-05,0.0006400658972199,-0.0003338346024626,0.0005004210237392,0.0002910786855524,0.9701943945804608,7,60,0.1166666666666666,3,1,Financials,409,TIER_3_REMAINDER
VRSK,VRSK,Industrials,6,-0.0003689420431051,0.0015636511552839,-6.149034051751831e-05,0.0004728698377725,-0.0004994120098475,0.0004980134245935,0.0003689420431051,0.9706924080050544,6,60,0.1,2,1,Industrials,410,TIER_3_REMAINDER
ROST,ROST,Consumer Discretionary,5,-0.0015479863836332,0.0015479863836332,-0.0003095972767266,-7.023174916042154e-05,-0.0007499258870369,0.0004930242896775,0.0015479863836332,0.971185432294732,5,60,0.0833333333333333,4,1,Consumer Discretionary,411,TIER_3_REMAINDER
EOG,EOG,Energy,1,-0.001525285963646,0.001525285963646,-0.001525285963646,-0.001525285963646,-0.001525285963646,0.0004857943433693,0.001525285963646,0.9716712266381012,1,60,0.0166666666666666,1,1,Energy,412,TIER_3_REMAINDER
SJM,SJM,Consumer Staples,6,-0.0004842970030861,0.0015120768293183,-8.071616718101772e-05,0.0004549536956424,-0.0006552115870084,0.0004815873140711,0.0004842970030861,0.9721528139521723,6,60,0.1,6,1,Consumer Staples,413,TIER_3_REMAINDER
CAG,CAG,Consumer Staples,3,-0.0002897512969998,0.0015095825133146,-9.658376566662311e-05,0.0006099156081573,-0.0007425678554111,0.0004807928895277,0.0002897512969998,0.9726336068417002,3,60,0.05,1,1,Consumer Staples,414,TIER_3_REMAINDER
HUBB,HUBB,Industrials,5,0.0007435106493665,0.001507397597602,0.0001487021298733,0.0004050960608451,-0.0003819434741177,0.0004800970071035,0.0007435106493665,0.9731137038488038,5,27,0.1851851851851851,4,1,Industrials,415,TIER_3_REMAINDER
CHTR,CHTR,Communication Services,1,-0.0014596099839122,0.0014596099839122,-0.0014596099839122,-0.0014596099839122,-0.0014596099839122,0.0004648769415113,0.0014596099839122,0.9735785807903152,1,60,0.0166666666666666,1,1,Communication Services,416,TIER_3_REMAINDER
WEC,WEC,Utilities,3,-0.0014480372440708,0.0014480372440708,-0.0004826790813569,-4.124224465048531e-05,-0.0007959906566928,0.0004611910939481,0.0014480372440708,0.9740397718842632,3,60,0.05,3,1,Utilities,417,TIER_3_REMAINDER
KEYS,KEYS,Information Technology,5,-0.0007188819298789,0.0014442117234699,-0.0001437763859757,0.0002804399889243,-0.0005559849923153,0.0004599726888014,0.0007188819298789,0.9744997445730648,5,60,0.0833333333333333,2,1,Information Technology,418,TIER_3_REMAINDER
ARE,ARE,Real Estate,1,-0.0014375437630357,0.0014375437630357,-0.0014375437630357,-0.0014375437630357,-0.0014375437630357,0.0004578489837795,0.0014375437630357,0.9749575935568442,1,60,0.0166666666666666,1,1,Real Estate,419,TIER_3_REMAINDER
AAP,AAP,Consumer Discretionary,4,0.0001739774092979,0.0013999315729925,4.349435232448927e-05,0.0003338050752246,-0.0006129770818472,0.0004458697290036,0.0001739774092979,0.9754034632858478,4,31,0.1290322580645161,2,1,Consumer Discretionary,420,TIER_3_REMAINDER
HD,HD,Consumer Discretionary,3,-0.001397691508378,0.001397691508378,-0.0004658971694593,-0.0002695467501583,-0.0007843840277036,0.0004451562819881,0.001397691508378,0.975848619567836,3,60,0.05,3,1,Consumer Discretionary,421,TIER_3_REMAINDER
MET,MET,Financials,7,-0.0005289422681211,0.001385378527154,-7.556318116017125e-05,0.0002660005028871,-0.0003904546879872,0.000441234672027,0.0005289422681211,0.976289854239863,7,60,0.1166666666666666,4,1,Financials,422,TIER_3_REMAINDER
GEN,GEN,Information Technology,4,-0.0006045688871882,0.0013847975878852,-0.000151142221797,0.0002493620361515,-0.0006388181199715,0.0004410496463876,0.0006045688871882,0.9767309038862506,4,60,0.0666666666666666,3,1,Information Technology,423,TIER_3_REMAINDER
