analysis_month_number,ranking_month_end_date,return_period_end_date,security_key,project_ticker,gics_sector,sector_equal_weight,forward_return_1m,spy_return,sector_equal_weight_return,winner_sector_return,alpha_monthly,beta_spy,beta_sector_equal_weight,fitted_sector_winner_return,security_return_minus_sector_fitted,sector_residual_contribution,aggregate_commonality_contribution,absolute_commonality_contribution,within_month_absolute_security_rank
2,2021-02-26,2021-03-31,SW,SW,Materials,0.2,-0.0475696175940837,0.0453992639932083,0.0595123451968574,-0.0063832097570865,0.0022780784293218,0.2501318203732707,0.911333598170212,0.0678694786593494,-0.1154390962534332,-0.0230878192506866,-0.0020988926591533,0.0020988926591533,5
2,2021-02-26,2021-03-31,AES,AES,Utilities,0.2,0.0094130700657126,0.0453992639932083,0.1187999382552412,0.0514472719149469,-0.0014223123571198,0.2891936228087799,0.8156062910268472,0.108600842284504,-0.0991877722187913,-0.0198375544437582,-0.0018034140403416,0.0018034140403416,6
2,2021-02-26,2021-03-31,FCX,FCX,Materials,0.2,-0.0288999616615235,0.0453992639932083,0.0595123451968574,-0.0063832097570865,0.0022780784293218,0.2501318203732707,0.911333598170212,0.0678694786593494,-0.096769440320873,-0.0193538880641746,-0.0017594443694704,0.0017594443694704,7
2,2021-02-26,2021-03-31,NEE,NEE,Utilities,0.2,0.0289871790013591,0.0453992639932083,0.1187999382552412,0.0514472719149469,-0.0014223123571198,0.2891936228087799,0.8156062910268472,0.108600842284504,-0.0796136632831448,-0.0159227326566289,-0.0014475211506026,0.0014475211506026,8
2,2021-02-26,2021-03-31,NRG,NRG,Utilities,0.2,0.0334155181843165,0.0453992639932083,0.1187999382552412,0.0514472719149469,-0.0014223123571198,0.2891936228087799,0.8156062910268472,0.108600842284504,-0.0751853241001875,-0.0150370648200374,-0.0013670058927306,0.0013670058927306,9
2,2021-02-26,2021-03-31,NWSA,NWSA,Communication Services,0.2,0.0886043404889966,0.0453992639932083,0.0064155029680799,-0.0919885634648784,-0.0011326615807789,0.3094308316009315,0.7351573881135401,0.017631674836158,0.0709726656528386,0.0141945331305677,0.0012904121027788,0.0012904121027788,10
2,2021-02-26,2021-03-31,TTWO,TTWO,Communication Services,0.2,-0.042068792603004,0.0453992639932083,0.0064155029680799,-0.0919885634648784,-0.0011326615807789,0.3094308316009315,0.7351573881135401,0.017631674836158,-0.059700467439162,-0.0119400934878324,-0.0010854630443484,0.0010854630443484,11
2,2021-02-26,2021-03-31,ETSY,ETSY,Consumer Discretionary,0.0833333333333333,-0.0844418474702157,0.0453992639932083,0.0596349932760087,0.0441277608230915,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0546752890339531,-0.1391171365041688,-0.0115930947086807,-0.0010539177007891,0.0010539177007891,12
12,2021-12-31,2022-01-31,NEE,NEE,Utilities,0.2,-0.1632392040771045,-0.0527414462156845,-0.0144575041735707,-0.0376258014614487,-0.0014223123571198,0.2891936228087799,0.8156062910268472,-0.0284664336169191,-0.1347727704601853,-0.026954554092037,-0.002450414008367,0.002450414008367,1
12,2021-12-31,2022-01-31,EL,EL,Consumer Staples,0.1666666666666666,-0.1577794552447065,-0.0527414462156845,-0.0063814036964743,-0.0223099927119159,0.0054621092043662,0.1027896788907793,0.7371779259503891,-0.0046633970579983,-0.1531160581867081,-0.025519343031118,-0.0023199402755561,0.0023199402755561,2
12,2021-12-31,2022-01-31,MRNA,MRNA,Health Care,0.0833333333333333,-0.3332939417309698,-0.0527414462156845,-0.0796911598152587,-0.1580592433058114,-0.0007987918140028,0.01730871467963,0.9265748524482734,-0.0755515031055962,-0.2577424386253736,-0.0214785365521144,-0.0019525942320104,0.0019525942320104,3
12,2021-12-31,2022-01-31,ADM,ADM,Consumer Staples,0.1666666666666666,0.1096316693717056,-0.0527414462156845,-0.0063814036964743,-0.0223099927119159,0.0054621092043662,0.1027896788907793,0.7371779259503891,-0.0046633970579983,0.114295066429704,0.019049177738284,0.001731743430753,0.001731743430753,4
12,2021-12-31,2022-01-31,COST,COST,Consumer Staples,0.1666666666666666,-0.1102167350982066,-0.0527414462156845,-0.0063814036964743,-0.0223099927119159,0.0054621092043662,0.1027896788907793,0.7371779259503891,-0.0046633970579983,-0.1055533380402082,-0.0175922230067013,-0.0015992930006092,0.0015992930006092,5
12,2021-12-31,2022-01-31,ETSY,ETSY,Consumer Discretionary,0.0833333333333333,-0.2825431621463055,-0.0527414462156845,-0.0824129919068765,-0.125849317479522,-0.0041146616731395,0.5208667093579545,0.5893014073301694,-0.0801520173232948,-0.2023911448230106,-0.0168659287352508,-0.0015332662486591,0.0015332662486591,6
12,2021-12-31,2022-01-31,TECH,TECH,Health Care,0.0833333333333333,-0.272412752500912,-0.0527414462156845,-0.0796911598152587,-0.1580592433058114,-0.0007987918140028,0.01730871467963,0.9265748524482734,-0.0755515031055962,-0.1968612493953157,-0.0164051041162763,-0.0014913731014796,0.0014913731014796,7
12,2021-12-31,2022-01-31,EXR,EXR,Real Estate,0.2,-0.1258762196012048,-0.0527414462156845,-0.0659284885956143,-0.0938947804124895,0.0015404288638026,0.2073589863141854,0.7441767435621931,-0.0584584319112873,-0.0674177876899175,-0.0134835575379835,-0.0012257779579985,0.0012257779579985,8
12,2021-12-31,2022-01-31,MOS,MOS,Materials,0.2,0.0167981757916149,-0.0527414462156845,-0.0414210370262917,-0.0565446784719188,0.0022780784293218,0.2501318203732707,0.911333598170212,-0.0486626182348383,0.0654607940264532,0.0130921588052906,0.0011901962550264,0.0011901962550264,9
12,2021-12-31,2022-01-31,IRM,IRM,Real Estate,0.2,-0.1224920670358219,-0.0527414462156845,-0.0659284885956143,-0.0938947804124895,0.0015404288638026,0.2073589863141854,0.7441767435621931,-0.0584584319112873,-0.0640336351245346,-0.0128067270249069,-0.0011642479113551,0.0011642479113551,10
12,2021-12-31,2022-01-31,EPAM,EPAM,Information Technology,0.0666666666666666,-0.2876954058599779,-0.0527414462156845,-0.0917189294581214,-0.1420840243162293,0.0005236624024297,-0.3820552638384731,1.287934649747219,-0.0974541777352498,-0.190241228124728,-0.0126827485416485,-0.0011529771401498,0.0011529771401498,11
12,2021-12-31,2022-01-31,NUE,NUE,Materials,0.2,-0.1116951408847172,-0.0527414462156845,-0.0414210370262917,-0.0565446784719188,0.0022780784293218,0.2501318203732707,0.911333598170212,-0.0486626182348383,-0.0630325226498789,-0.0126065045299757,-0.0011460458663614,0.0011460458663614,12
19,2022-07-29,2022-08-31,CF,CF,Materials,0.2,0.0877142753265618,-0.0408020039708363,-0.0375755808540239,-0.0017443472718511,0.0022780784293218,0.2501318203732707,0.911333598170212,-0.0421716904018142,0.129885965728376,0.0259771931456752,0.0023615630132432,0.0023615630132432,1
19,2022-07-29,2022-08-31,CTVA,CTVA,Materials,0.2,0.0700908602643923,-0.0408020039708363,-0.0375755808540239,-0.0017443472718511,0.0022780784293218,0.2501318203732707,0.911333598170212,-0.0421716904018142,0.1122625506662066,0.0224525101332413,0.0020411372848401,0.0020411372848401,2
19,2022-07-29,2022-08-31,IRM,IRM,Real Estate,0.1666666666666666,0.0849658958522749,-0.0408020039708363,-0.0564999494537957,-0.0075855892222138,0.0015404288638026,0.2073589863141854,0.7441767435621931,-0.0489661817151315,0.1339320775674065,0.022322012927901,0.0020292739025364,0.0020292739025364,3
19,2022-07-29,2022-08-31,TSN,TSN,Consumer Staples,0.1666666666666666,-0.1383415069631471,-0.0408020039708363,-0.0173107911069699,-0.0080306111101637,0.0054621092043662,0.1027896788907793,0.7371779259503891,-0.0114930487666928,-0.1268484581964543,-0.021141409699409,-0.0019219463363099,0.0019219463363099,4
19,2022-07-29,2022-08-31,DVN,DVN,Energy,0.25,0.123627701168903,-0.0408020039708363,0.0476476652063626,0.0727760988758975,0.003019347214308,0.1509890622137699,1.023029321771844,0.0456036495183859,0.0780240516505171,0.0195060129126292,0.0017732739011481,0.0017732739011481,5
19,2022-07-29,2022-08-31,EXR,EXR,Real Estate,0.1666666666666666,0.0485964246524637,-0.0408020039708363,-0.0564999494537957,-0.0075855892222138,0.0015404288638026,0.2073589863141854,0.7441767435621931,-0.0489661817151315,0.0975626063675953,0.0162604343945992,0.0014782213085999,0.0014782213085999,6
19,2022-07-29,2022-08-31,SEE,SEE,Materials,0.2,-0.1196007853414815,-0.0408020039708363,-0.0375755808540239,-0.0017443472718511,0.0022780784293218,0.2501318203732707,0.911333598170212,-0.0421716904018142,-0.0774290949396673,-0.0154858189879334,-0.0014078017261757,0.0014078017261757,7
19,2022-07-29,2022-08-31,NLSN,NLSN,Industrials,0.0714285714285714,0.1649690202548339,-0.0408020039708363,-0.0374091465400394,0.0191674378239735,0.0003748613021942,-0.0838617138372753,1.0302794248650398,-0.0347452866987799,0.1997143069536139,0.0142653076395438,0.0012968461490494,0.0012968461490494,8
19,2022-07-29,2022-08-31,MOS,MOS,Materials,0.2,0.0256607658534908,-0.0408020039708363,-0.0375755808540239,-0.0017443472718511,0.0022780784293218,0.2501318203732707,0.911333598170212,-0.0421716904018142,0.0678324562553051,0.013566491251061,0.00123331738646,0.00123331738646,9
19,2022-07-29,2022-08-31,ADM,ADM,Consumer Staples,0.1666666666666666,0.0668126961507478,-0.0408020039708363,-0.0173107911069699,-0.0080306111101637,0.0054621092043662,0.1027896788907793,0.7371779259503891,-0.0114930487666928,0.0783057449174406,0.0130509574862401,0.0011864506805672,0.0011864506805672,10
19,2022-07-29,2022-08-31,DLTR,DLTR,Consumer Discretionary,0.0909090909090909,-0.1794872268052296,-0.0408020039708363,-0.0340257652199252,-0.0304293171538075,-0.0041146616731395,0.5208667093579545,0.5893014073301694,-0.045418498546227,-0.1340687282590026,-0.0121880662053638,-0.0011080060186694,0.0011080060186694,11
19,2022-07-29,2022-08-31,SEDG,SEDG,Information Technology,0.0666666666666666,-0.233693395498501,-0.0408020039708363,-0.0577161814268549,-0.0499443802928515,0.0005236624024297,-0.3820552638384731,1.287934649747219,-0.0582223871160973,-0.1754710083824036,-0.0116980672254935,-0.001063460656863,0.001063460656863,12
22,2022-10-31,2022-11-30,DVN,DVN,Energy,0.25,-0.1141565854134208,0.0555916778275926,0.0178473707190357,-0.0152806742753747,0.003019347214308,0.1509890622137699,1.023029321771844,0.0296714660784919,-0.1438280514919128,-0.0359570128729782,-0.0032688193520889,0.0032688193520889,1
22,2022-10-31,2022-11-30,MOS,MOS,Materials,0.2,-0.0427510168081486,0.0555916778275926,0.111823730026612,0.0203137918089062,0.0022780784293218,0.2501318203732707,0.911333598170212,0.1180920482479086,-0.1608430650560572,-0.0321686130112114,-0.0029244193646555,0.0029244193646555,2
22,2022-10-31,2022-11-30,EXR,EXR,Real Estate,0.1666666666666666,-0.09439784465535,0.0555916778275926,0.0674934035624705,0.0067959615366618,0.0015404288638026,0.2073589863141854,0.7441767435621931,0.0632948841006851,-0.1576927287560352,-0.0262821214593392,-0.0023892837690308,0.0023892837690308,3
22,2022-10-31,2022-11-30,ALB,ALB,Materials,0.2,-0.0067171880854859,0.0555916778275926,0.111823730026612,0.0203137918089062,0.0022780784293218,0.2501318203732707,0.911333598170212,0.1180920482479086,-0.1248092363333945,-0.0249618472666789,-0.0022692588424253,0.0022692588424253,4
22,2022-10-31,2022-11-30,CF,CF,Materials,0.2,0.0221394175062787,0.0555916778275926,0.111823730026612,0.0203137918089062,0.0022780784293218,0.2501318203732707,0.911333598170212,0.1180920482479086,-0.0959526307416298,-0.0191905261483259,-0.0017445932862114,0.0017445932862114,5
22,2022-10-31,2022-11-30,OXY,OXY,Energy,0.25,-0.0428376659750014,0.0555916778275926,0.0178473707190357,-0.0152806742753747,0.003019347214308,0.1509890622137699,1.023029321771844,0.0296714660784919,-0.0725091320534934,-0.0181272830133733,-0.0016479348193975,0.0016479348193975,6
22,2022-10-31,2022-11-30,CTVA,CTVA,Materials,0.2,0.0301592947809903,0.0555916778275926,0.111823730026612,0.0203137918089062,0.0022780784293218,0.2501318203732707,0.911333598170212,0.1180920482479086,-0.0879327534669182,-0.0175865506933836,-0.0015987773357621,0.0015987773357621,7
22,2022-10-31,2022-11-30,PSA,PSA,Real Estate,0.1666666666666666,-0.0380629762605316,0.0555916778275926,0.0674934035624705,0.0067959615366618,0.0015404288638026,0.2073589863141854,0.7441767435621931,0.0632948841006851,-0.1013578603612168,-0.0168929767268694,-0.0015357251569881,0.0015357251569881,8
22,2022-10-31,2022-11-30,K,K,Consumer Staples,0.1666666666666666,-0.0426972142664865,0.0555916778275926,0.051179195512366,0.0045313933283384,0.0054621092043662,0.1027896788907793,0.7371779259503891,0.0489045331168795,-0.091601747383366,-0.0152669578972276,-0.0013879052633843,0.0013879052633843,9
22,2022-10-31,2022-11-30,LVS,LVS,Consumer Discretionary,0.0909090909090909,0.2323071346867806,0.0555916778275926,0.0912964307526231,0.0505672018835232,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0786423077513483,0.1536648269354323,0.0139695297214029,0.0012699572474002,0.0012699572474002,10
22,2022-10-31,2022-11-30,MPC,MPC,Energy,0.25,0.0787952624017509,0.0555916778275926,0.0178473707190357,-0.0152806742753747,0.003019347214308,0.1509890622137699,1.023029321771844,0.0296714660784919,0.0491237963232589,0.0122809490808147,0.0011164499164377,0.0011164499164377,11
22,2022-10-31,2022-11-30,DLTR,DLTR,Consumer Discretionary,0.0909090909090909,-0.0517981496151419,0.0555916778275926,0.0912964307526231,0.0505672018835232,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0786423077513483,-0.1304404573664903,-0.0118582233969536,-0.0010780203088139,0.0010780203088139,12
24,2022-12-30,2023-01-31,NUE,NUE,Materials,0.2,0.2823003768973848,0.0628873080861831,0.1090073170229074,0.1473877522221712,0.0022780784293218,0.2501318203732707,0.911333598170212,0.1173502257286606,0.1649501511687241,0.0329900302337448,0.0029990936576131,0.0029990936576131,1
24,2022-12-30,2023-01-31,ATVI,ATVI,Communication Services,0.2,0.0002612671455848,0.0628873080861831,0.1451196121577433,0.0593178198432887,-0.0011326615807789,0.3094308316009315,0.7351573881135401,0.1250123654954092,-0.1247510983498244,-0.0249502196699648,-0.0022682017881786,0.0022682017881786,2
24,2022-12-30,2023-01-31,CF,CF,Materials,0.2,-0.0058686411122622,0.0628873080861831,0.1090073170229074,0.1473877522221712,0.0022780784293218,0.2501318203732707,0.911333598170212,0.1173502257286606,-0.1232188668409229,-0.0246437733681845,-0.0022403430334713,0.0022403430334713,3
24,2022-12-30,2023-01-31,STLD,STLD,Materials,0.2,0.2348003403226157,0.0628873080861831,0.1090073170229074,0.1473877522221712,0.0022780784293218,0.2501318203732707,0.911333598170212,0.1173502257286606,0.117450114593955,0.023490022918791,0.002135456628981,0.002135456628981,4
24,2022-12-30,2023-01-31,ADM,ADM,Consumer Staples,0.1666666666666666,-0.1077004795594377,0.0628873080861831,-0.005628546752888,-0.0229704115064074,0.0054621092043662,0.1027896788907793,0.7371779259503891,0.0077770349874416,-0.1154775145468794,-0.0192462524244799,-0.0017496593113163,0.0017496593113163,5
24,2022-12-30,2023-01-31,EQT,EQT,Energy,0.25,-0.0342891170891053,0.0628873080861831,0.0294570383707576,0.0393281023427671,0.003019347214308,0.1509890622137699,1.023029321771844,0.0426500568732325,-0.0769391739623378,-0.0192347934905844,-0.0017486175900531,0.0017486175900531,6
24,2022-12-30,2023-01-31,LW,LW,Consumer Staples,0.1666666666666666,0.1178378193406015,0.0628873080861831,-0.005628546752888,-0.0229704115064074,0.0054621092043662,0.1027896788907793,0.7371779259503891,0.0077770349874416,0.1100607843531598,0.0183434640588599,0.0016675876417145,0.0016675876417145,7
24,2022-12-30,2023-01-31,ENPH,ENPH,Information Technology,0.0666666666666666,-0.1644776116299109,0.0628873080861831,0.1019952335270505,0.0444535127780161,0.0005236624024297,-0.3820552638384731,1.287934649747219,0.1078604306880192,-0.2723380423179302,-0.018155869487862,-0.0016505335898056,0.0016505335898056,8
24,2022-12-30,2023-01-31,NOC,NOC,Industrials,0.0714285714285714,-0.1788273410646446,0.0628873080861831,0.0679526264215978,-0.0044286705571246,0.0003748613021942,-0.0838617138372753,1.0302794248650398,0.0651112167351868,-0.2439385577998314,-0.0174241826999879,-0.0015840166090898,0.0015840166090898,9
24,2022-12-30,2023-01-31,ORLY,ORLY,Consumer Discretionary,0.0909090909090909,-0.0612300212612497,0.0628873080861831,0.1363726602792786,0.0334821958251437,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.1090058441740285,-0.1702358654352783,-0.0154759877668434,-0.0014069079788039,0.0014069079788039,10
24,2022-12-30,2023-01-31,MPC,MPC,Energy,0.25,0.1042184715938867,0.0628873080861831,0.0294570383707576,0.0393281023427671,0.003019347214308,0.1509890622137699,1.023029321771844,0.0426500568732325,0.0615684147206542,0.0153921036801635,0.0013992821527421,0.0013992821527421,11
24,2022-12-30,2023-01-31,HST,HST,Real Estate,0.1666666666666666,0.1744549191664512,0.0628873080861831,0.0957404603767523,0.1013465869946342,0.0015404288638026,0.2073589863141854,0.7441767435621931,0.0858285013508981,0.0886264178155531,0.0147710696359255,0.0013428245123568,0.0013428245123568,12
35,2023-11-30,2023-12-29,PKG,PKG,Materials,0.2,-0.023058117794661,0.0456553958225525,0.0612078292161664,0.0167618185148657,0.0022780784293218,0.2501318203732707,0.911333598170212,0.0694786969320358,-0.0925368147266968,-0.0185073629453393,-0.0016824875404853,0.0016824875404853,1
35,2023-11-30,2023-12-29,DLR,DLR,Real Estate,0.1666666666666666,-0.0215294865631614,0.0456553958225525,0.1034741194216247,0.0574056169114147,0.0015404288638026,0.2073589863141854,0.7441767435621931,0.0880105186954901,-0.1095400052586515,-0.0182566675431085,-0.0016596970493735,0.0016596970493735,2
35,2023-11-30,2023-12-29,BG,BG,Consumer Staples,0.1428571428571428,-0.081187053357616,0.0456553958225525,0.0423818962107821,0.0117742422998462,0.0054621092043662,0.1027896788907793,0.7371779259503891,0.0413980110271068,-0.1225850643847228,-0.0175121520549604,-0.0015920138231782,0.0015920138231782,3
35,2023-11-30,2023-12-29,EQIX,EQIX,Real Estate,0.1666666666666666,-0.0118035599510298,0.0456553958225525,0.1034741194216247,0.0574056169114147,0.0015404288638026,0.2073589863141854,0.7441767435621931,0.0880105186954901,-0.09981407864652,-0.01663567977442,-0.0015123345249472,0.0015123345249472,4
35,2023-11-30,2023-12-29,CCL,CCL,Consumer Discretionary,0.1,0.2310758282101854,0.0456553958225525,0.105202798523458,0.1389485449947261,-0.0041146616731395,0.5208667093579545,0.5893014073301694,0.0816618713383344,0.149413956871851,0.0149413956871851,0.001358308698835,0.001358308698835,5
35,2023-11-30,2023-12-29,LIN,LIN,Materials,0.2,-0.0043273016064243,0.0456553958225525,0.0612078292161664,0.0167618185148657,0.0022780784293218,0.2501318203732707,0.911333598170212,0.0694786969320358,-0.0738059985384601,-0.014761199707692,-0.0013419272461538,0.0013419272461538,6
35,2023-11-30,2023-12-29,ESS,ESS,Real Estate,0.1666666666666666,0.1722426576522857,0.0456553958225525,0.1034741194216247,0.0574056169114147,0.0015404288638026,0.2073589863141854,0.7441767435621931,0.0880105186954901,0.0842321389567956,0.0140386898261326,0.0012762445296484,0.0012762445296484,7
35,2023-11-30,2023-12-29,LYB,LYB,Materials,0.2,-0.0002103844314675,0.0456553958225525,0.0612078292161664,0.0167618185148657,0.0022780784293218,0.2501318203732707,0.911333598170212,0.0694786969320358,-0.0696890813635034,-0.0139378162727006,-0.0012670742066091,0.0012670742066091,8
35,2023-11-30,2023-12-29,COST,COST,Consumer Staples,0.1428571428571428,0.1389317671510352,0.0456553958225525,0.0423818962107821,0.0117742422998462,0.0054621092043662,0.1027896788907793,0.7371779259503891,0.0413980110271068,0.0975337561239284,0.0139333937319897,0.0012666721574536,0.0012666721574536,9
35,2023-11-30,2023-12-29,EG,EG,Financials,0.0714285714285714,-0.1387649437242917,0.0456553958225525,0.0738049160570855,-0.0217888775379952,-0.0008204986417915,0.036581610728842,0.7400897536353301,0.0554719114176249,-0.1942368551419166,-0.0138740610815654,-0.0012612782801423,0.0012612782801423,10
35,2023-11-30,2023-12-29,WELL,WELL,Real Estate,0.1666666666666666,0.0120088279048871,0.0456553958225525,0.1034741194216247,0.0574056169114147,0.0015404288638026,0.2073589863141854,0.7441767435621931,0.0880105186954901,-0.076001690790603,-0.0126669484651005,-0.0011515407695545,0.0011515407695545,11
35,2023-11-30,2023-12-29,PG,PG,Consumer Staples,0.1428571428571428,-0.0454660648384571,0.0456553958225525,0.0423818962107821,0.0117742422998462,0.0054621092043662,0.1027896788907793,0.7371779259503891,0.0413980110271068,-0.0868640758655639,-0.0124091536950805,-0.0011281048813709,0.0011281048813709,12
36,2023-12-29,2024-01-31,MPC,MPC,Energy,0.25,0.1162038712994488,0.0159263876248132,-0.0218425770468513,0.0248691412857962,0.003019347214308,0.1509890622137699,1.023029321771844,-0.0169215392357579,0.1331254105352068,0.0332813526338017,0.0030255775121637,0.0030255775121637,1
36,2023-12-29,2024-01-31,NFLX,NFLX,Communication Services,0.25,0.1586222399025125,0.0159263876248132,0.0318462047159631,0.0729347066539922,-0.0011326615807789,0.3094308316009315,0.7351573881135401,0.0272074264666823,0.1314148134358302,0.0328537033589575,0.0029867003053597,0.0029867003053597,2
36,2023-12-29,2024-01-31,PSX,PSX,Energy,0.25,0.0838965037944055,0.0159263876248132,-0.0218425770468513,0.0248691412857962,0.003019347214308,0.1509890622137699,1.023029321771844,-0.0169215392357579,0.1008180430301634,0.0252045107575408,0.0022913191597764,0.0022913191597764,3
36,2023-12-29,2024-01-31,TSLA,TSLA,Consumer Discretionary,0.1,-0.2462572581053244,0.0159263876248132,-0.0223557461686076,-0.0314558504644893,-0.0041146616731395,0.5208667093579545,0.5893014073301694,-0.0089934092381203,-0.237263848867204,-0.0237263848867204,-0.0021569440806109,0.0021569440806109,4
36,2023-12-29,2024-01-31,NUE,NUE,Materials,0.2,0.0740636521422166,0.0159263876248132,-0.0454989189352019,0.0104518850511792,0.0022780784293218,0.2501318203732707,0.911333598170212,-0.0352029187481856,0.1092665708904023,0.0218533141780804,0.00198666492528,0.00198666492528,5
36,2023-12-29,2024-01-31,NVDA,NVDA,Information Technology,0.0833333333333333,0.2424175241948436,0.0159263876248132,0.0046632605631207,0.0707545108771382,0.0005236624024297,-0.3820552638384731,1.287934649747219,0.0004448770364807,0.2419726471583628,0.0201643872631969,0.001833126114836,0.001833126114836,6
36,2023-12-29,2024-01-31,META,META,Communication Services,0.25,0.1022149414739104,0.0159263876248132,0.0318462047159631,0.0729347066539922,-0.0011326615807789,0.3094308316009315,0.7351573881135401,0.0272074264666823,0.075007515007228,0.018751878751807,0.0017047162501642,0.0017047162501642,7
